"groep_100","jaar","groep_titel","log_index","n_soorten","msi","msi_variant","periode","post_break","log_msi","gam_fit_log","gam_fit_se","gam_fit_msi","gam_fit_lower","gam_fit_upper"
300,1958,"Vogels van pionierbegroeiingen",4.60517018598809,12,100,"robuust","1958-1983","pre",4.60517018598809,4.54069770042972,0.10922349353763,93.7561910399619,75.6880019447137,116.137606126036
300,1959,"Vogels van pionierbegroeiingen",4.49430703247748,12,89.5061226535165,"robuust","1958-1983","pre",4.49430703247748,4.57210405258298,0.10287071098887,96.7474575085294,79.0813808075626,118.359978528215
300,1960,"Vogels van pionierbegroeiingen",4.61114341050034,13,100.599109979108,"robuust","1958-1983","pre",4.61114341050034,4.60351040484411,0.0966813494100593,99.8341595530977,82.600436085659,120.663520508989
300,1961,"Vogels van pionierbegroeiingen",4.82951875050144,14,125.150717439907,"robuust","1958-1983","pre",4.82951875050144,4.63491675737832,0.0906888739175351,103.019342038177,86.2427991663648,123.059373496286
300,1962,"Vogels van pionierbegroeiingen",4.69598260521933,14,109.506357312462,"robuust","1958-1983","pre",4.69598260521933,4.66632311040296,0.0849349641251898,106.306146981075,90.0036820101746,125.561495191769
300,1963,"Vogels van pionierbegroeiingen",4.6262617287283,13,102.131554138159,"robuust","1958-1983","pre",4.6262617287283,4.69772946416782,0.0794714473487995,109.697816650192,93.8751236597298,128.187431437507
300,1964,"Vogels van pionierbegroeiingen",4.53446214575411,14,93.1733881226681,"robuust","1958-1983","pre",4.53446214575411,4.72913581893736,0.0743623466300728,113.197696762081,97.8451003524521,130.959225409175
300,1965,"Vogels van pionierbegroeiingen",4.65716373027316,13,105.336894224181,"robuust","1958-1983","pre",4.65716373027316,4.76054217497494,0.0696856451166267,116.809239780489,101.896573192993,133.904390211958
300,1966,"Vogels van pionierbegroeiingen",4.80593238313256,14,122.233406272843,"robuust","1958-1983","pre",4.80593238313256,4.79194853252938,0.0655339653467781,120.536008320648,106.006664041259,137.05675424538
300,1967,"Vogels van pionierbegroeiingen",4.71960387142116,14,112.123828416728,"robuust","1958-1983","pre",4.71960387142116,4.82335489182406,0.0620128320097308,124.381678662255,110.146328523395,140.456810446973
300,1968,"Vogels van pionierbegroeiingen",4.97379955449018,15,144.575166325811,"robuust","1958-1983","pre",4.97379955449018,4.85476125304851,0.0592347871341131,128.350044374628,114.281084854113,144.151010746868
