"chart_id","chart_title","soort_naam"
"vogelrichtlijn","Vogelrichtlijn","Reuzenstern"
"vogelrichtlijn","Vogelrichtlijn","Rietzanger"
"vogelrichtlijn","Vogelrichtlijn","Roerdomp"
"vogelrichtlijn","Vogelrichtlijn","Roodborsttapuit"
"vogelrichtlijn","Vogelrichtlijn","Roodkeelduiker"
"vogelrichtlijn","Vogelrichtlijn","Rosse grutto"
"vogelrichtlijn","Vogelrichtlijn","Rotgans"
"vogelrichtlijn","Vogelrichtlijn","Scholekster"
"vogelrichtlijn","Vogelrichtlijn","Slechtvalk"
"vogelrichtlijn","Vogelrichtlijn","Slobeend"
"vogelrichtlijn","Vogelrichtlijn","Smient"
"vogelrichtlijn","Vogelrichtlijn","Snor"
"vogelrichtlijn","Vogelrichtlijn","Steenloper"
"vogelrichtlijn","Vogelrichtlijn","Strandplevier"
"vogelrichtlijn","Vogelrichtlijn","Tafeleend"
"vogelrichtlijn","Vogelrichtlijn","Taigarietgans"
"vogelrichtlijn","Vogelrichtlijn","Tapuit"
"vogelrichtlijn","Vogelrichtlijn","Toendrarietgans"
"vogelrichtlijn","Vogelrichtlijn","Topper"
"vogelrichtlijn","Vogelrichtlijn","Tureluur"
"vogelrichtlijn","Vogelrichtlijn","Velduil"
"vogelrichtlijn","Vogelrichtlijn","Visarend"
"vogelrichtlijn","Vogelrichtlijn","Visdief"
"vogelrichtlijn","Vogelrichtlijn","Watersnip"
"vogelrichtlijn","Vogelrichtlijn","Wespendief"
"vogelrichtlijn","Vogelrichtlijn","Wilde Eend"
"vogelrichtlijn","Vogelrichtlijn","Wilde Zwaan"
"vogelrichtlijn","Vogelrichtlijn","Wintertaling"
"vogelrichtlijn","Vogelrichtlijn","Woudaap"
"vogelrichtlijn","Vogelrichtlijn","Wulp"
"vogelrichtlijn","Vogelrichtlijn","Zeearend"
"vogelrichtlijn","Vogelrichtlijn","Zeekoet"
"vogelrichtlijn","Vogelrichtlijn","Zilverplevier"
"vogelrichtlijn","Vogelrichtlijn","Zwarte ruiter"
"vogelrichtlijn","Vogelrichtlijn","Zwarte Specht"
"vogelrichtlijn","Vogelrichtlijn","Zwarte Stern"
"vogelrichtlijn","Vogelrichtlijn","Zwarte zee-eend"
"vogelrichtlijn","Vogelrichtlijn","Zwartkopmeeuw"
