"chart_id","chart_title","serie","jaar","fit_1990","lower_1990","upper_1990"
"700","Bosrandvogels","meijendel",1991,98.0884094848201,85.4089119785749,112.650259233782
"700","Bosrandvogels","meijendel",1992,96.321198491611,84.2186494360095,110.162931144006
"700","Bosrandvogels","meijendel",1993,94.7082824000848,83.1000708068887,107.938039860619
"700","Bosrandvogels","meijendel",1994,93.2527059100363,82.0400898827519,105.997777086443
"700","Bosrandvogels","meijendel",1995,91.9533444289747,81.0179248416752,104.36477567399
"700","Bosrandvogels","meijendel",1996,90.8075086532745,80.0113865795376,103.060376533
"700","Bosrandvogels","meijendel",1997,89.813227586379,79.003625589048,102.10184392602
"700","Bosrandvogels","meijendel",1998,88.9710554217387,77.9886937384069,101.499952408612
"700","Bosrandvogels","meijendel",1999,88.2853030221385,76.9744170921702,101.258249482784
"700","Bosrandvogels","meijendel",2000,87.7647292467037,75.9821909373749,101.374382664166
"700","Bosrandvogels","meijendel",2001,87.4226914030831,75.0442538695283,101.842933710105
"700","Bosrandvogels","meijendel",2002,87.2769194868204,74.1999735857183,102.658536209709
"700","Bosrandvogels","meijendel",2003,87.3490390022623,73.4922921345023,103.818433103909
"700","Bosrandvogels","meijendel",2004,87.6640004367294,72.9649791293193,105.32418516766
"700","Bosrandvogels","meijendel",2005,88.2495465400876,72.6608312658957,107.182677776307
"700","Bosrandvogels","meijendel",2006,89.1358215563727,72.6207218643984,109.406715887033
"700","Bosrandvogels","meijendel",2007,90.3551763489659,72.8833236096428,112.0154445313
"700","Bosrandvogels","meijendel",2008,91.9421831069436,73.4853320508372,115.034725958953
"700","Bosrandvogels","meijendel",2009,93.9338407313276,74.4620236757651,118.497537388447
"700","Bosrandvogels","meijendel",2010,96.3699241966347,75.8479957764639,122.444399414796
"700","Bosrandvogels","meijendel",2011,99.293413929744,77.6779591649915,126.923803815213
"700","Bosrandvogels","meijendel",2012,102.750939899166,79.9874746860688,131.992611238181
"700","Bosrandvogels","meijendel",2013,106.793173548656,82.8135443015777,137.716384593579
"700","Bosrandvogels","meijendel",2014,111.475098705098,86.195001503845,144.169585411018
"700","Bosrandvogels","meijendel",2015,116.856101562105,90.1726307224268,151.435622570749
"700","Bosrandvogels","meijendel",2016,122.999811123723,94.7889917519584,159.606651118946
"700","Bosrandvogels","meijendel",2017,129.973626362445,100.087872439415,168.783121651728
"700","Bosrandvogels","meijendel",2018,137.847854605009,106.113316817974,179.073009769353
"700","Bosrandvogels","meijendel",2019,146.6943886292,112.90815836101,190.590688641734
"700","Bosrandvogels","meijendel",2020,156.584827661013,120.511906715075,203.455483544863
"700","Bosrandvogels","meijendel",2021,167.587947336874,128.957850828552,217.789920599145
"700","Bosrandvogels","meijendel",2022,179.766452545723,138.03446987448,234.115272006042
"700","Bosrandvogels","meijendel",2023,193.172879253449,143.882265294615,259.349275622395
"700","Bosrandvogels","meijendel",2024,207.844607566873,148.784151445825,290.349344838365
"700","Bosrandvogels","meijendel",2025,223.797921958202,152.14967030881,329.185792983671
"800","Bosvogels","landelijk",1990,100,96.6085194189744,103.51053985862
"800","Bosvogels","landelijk",1991,100.737010416263,97.8872334528758,103.66975252694
"800","Bosvogels","landelijk",1992,101.482289749678,99.046648730541,103.977825245308
"800","Bosvogels","landelijk",1993,102.242438473585,100.060559049707,104.471895063387
"800","Bosvogels","landelijk",1994,103.029184839452,100.968141005914,105.132300376416
"800","Bosvogels","landelijk",1995,103.859168456637,101.846213852935,105.911908400249
"800","Bosvogels","landelijk",1996,104.752374091668,102.75475582266,106.788827339326
"800","Bosvogels","landelijk",1997,105.729457330708,103.724583499097,107.773083008263
"800","Bosvogels","landelijk",1998,106.808520050826,104.778367057127,108.878008656384
