"plot_id","jaar","oppervlakte_km2","plot_naam","kavel_nummer","geteld","referentie_oppervlakte_km2","oppervlakte_factor","analyse_reeks"
3519,2008,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2008,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2008,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2008,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2008,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2008,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2008,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2008,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2008,0.42910686,"Meijendel k 1a","1a",FALSE,0.42910686,1,"sandra_1997_2022"
3505,2008,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2008,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2008,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2008,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2008,0.23652066,"Meijendel k 54a","54a",TRUE,0.23652066,1,"sandra_1997_2022"
3521,2008,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2008,0.2051323,"Meijendel k 62","62",FALSE,0.2051323,1,"sandra_1997_2022"
3498,2008,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2008,0.48463054,"Meijendel k 71","71",FALSE,0.48463054,1,"sandra_1997_2022"
3526,2008,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2008,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2008,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2008,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2008,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2008,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2009,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2009,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2009,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2009,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2009,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2009,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2009,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2009,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2009,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2009,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2009,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2009,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2009,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2009,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2009,0.23652066,"Meijendel k 54a","54a",FALSE,0.23652066,1,"sandra_1997_2022"
3521,2009,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2009,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2009,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2009,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2009,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2009,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2009,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2009,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2009,0.46368324,"Meijendel k 8","8",FALSE,0.46368324,1,"sandra_1997_2022"
3497,2009,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2010,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2010,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2010,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2010,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2010,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2010,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2010,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2010,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2010,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2010,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2010,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2010,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2010,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2010,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2010,0.23652066,"Meijendel k 54a","54a",TRUE,0.23652066,1,"sandra_1997_2022"
3521,2010,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2010,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2010,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2010,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2010,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2010,0.47182172,"Meijendel k 73","73",FALSE,0.47182172,1,"sandra_1997_2022"
3528,2010,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2010,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2010,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2010,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2011,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2011,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2011,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2011,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2011,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2011,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2011,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2011,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2011,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2011,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2011,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2011,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2011,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2011,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2011,0.23652066,"Meijendel k 54a","54a",FALSE,0.23652066,1,"sandra_1997_2022"
3521,2011,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2011,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2011,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2011,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2011,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2011,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2011,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2011,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2011,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2011,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2012,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2012,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2012,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2012,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2012,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2012,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2012,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2012,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2012,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2012,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2012,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2012,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2012,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2012,0.39893068,"Meijendel k 45","45",FALSE,0.39893068,1,"sandra_1997_2022"
12381,2012,0.23652066,"Meijendel k 54a","54a",FALSE,0.23652066,1,"sandra_1997_2022"
3521,2012,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2012,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2012,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2012,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2012,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2012,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2012,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2012,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2012,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2012,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2013,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2013,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2013,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2013,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2013,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2013,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2013,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2013,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2013,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2013,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2013,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2013,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2013,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2013,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2013,0.23652066,"Meijendel k 54a","54a",TRUE,0.23652066,1,"sandra_1997_2022"
3521,2013,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2013,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2013,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2013,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2013,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2013,0.47182172,"Meijendel k 73","73",FALSE,0.47182172,1,"sandra_1997_2022"
3528,2013,0.12519234,"Meijendel k 74","74",FALSE,0.12519234,1,"sandra_1997_2022"
3531,2013,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2013,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2013,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2014,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2014,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2014,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2014,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2014,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2014,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2014,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2014,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2014,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2014,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2014,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2014,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2014,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2014,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2014,0.23652066,"Meijendel k 54a","54a",FALSE,0.23652066,1,"sandra_1997_2022"
3521,2014,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2014,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2014,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2014,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2014,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2014,0.47182172,"Meijendel k 73","73",FALSE,0.47182172,1,"sandra_1997_2022"
3528,2014,0.12519234,"Meijendel k 74","74",FALSE,0.12519234,1,"sandra_1997_2022"
3531,2014,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2014,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2014,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2015,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2015,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2015,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2015,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2015,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2015,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2015,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2015,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2015,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2015,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2015,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2015,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2015,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2015,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2015,0.23652066,"Meijendel k 54a","54a",FALSE,0.23652066,1,"sandra_1997_2022"
3521,2015,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2015,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2015,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2015,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2015,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2015,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2015,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2015,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2015,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2015,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2016,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2016,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2016,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2016,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2016,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2016,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2016,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2016,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2016,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2016,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2016,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2016,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2016,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2016,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2016,0.23652066,"Meijendel k 54a","54a",FALSE,0.23652066,1,"sandra_1997_2022"
3521,2016,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2016,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2016,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2016,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2016,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2016,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2016,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2016,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2016,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2016,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2017,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2017,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2017,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2017,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2017,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2017,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2017,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2017,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2017,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2017,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2017,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2017,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2017,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2017,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2017,0.23652066,"Meijendel k 54a","54a",TRUE,0.23652066,1,"sandra_1997_2022"
3521,2017,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2017,0.2051323,"Meijendel k 62","62",FALSE,0.2051323,1,"sandra_1997_2022"
3498,2017,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2017,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2017,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2017,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2017,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2017,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2017,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2017,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2018,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2018,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2018,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2018,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2018,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2018,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2018,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2018,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2018,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2018,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2018,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2018,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2018,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2018,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2018,0.23652066,"Meijendel k 54a","54a",TRUE,0.23652066,1,"sandra_1997_2022"
3521,2018,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2018,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2018,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2018,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2018,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2018,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2018,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2018,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2018,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2018,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2019,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2019,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2019,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2019,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
