"soort_id","euring_code","soort_naam","engelse_naam","jaar","basisjaar","basisjaar_toelichting","trim_index","trim_se","index_100","model_config","model_overdispersion","model_serial_correlation","model_warnings"
5,720,"Aalscholver","Cormorant",1997,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1,0,100,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",1998,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1.275,0.176961092447452,127.5,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",1999,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",2.40833333333333,0.284015074626878,240.833333333333,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2000,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0.549321177991237,0.116267226986317,54.9321177991237,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2001,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0,0.124042993547581,0,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2002,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0,0.128496262789239,0,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2003,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",2.39166666666667,0.28998685824894,239.166666666667,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2004,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",2.575,0.309763250411016,257.5,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2005,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",3.375,0.390610823912256,337.5,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2006,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",3,0.35542630698632,300,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2007,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",3.39166666666667,0.396203208574923,339.166666666667,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2008,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",3.20955040866344,0.367777225026715,320.955040866344,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2009,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",4.79166666666667,0.541735410136193,479.166666666667,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2010,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",3,0.365329311086008,300,"model2_basis",FALSE,FALSE,NA
