"soort_id","euring_code","soort_naam","analyse_categorie","basisjaar_index_gebrugged","basisjaar_toelichting","eerste_jaar","laatste_jaar","n_jaren_index","overall_trend_pct_per_jaar","overall_p","overall_r2","overall_uitleg","trend_pre_pct_per_jaar","trend_pre_p","trend_pre_r2","trend_pre_uitleg","trend_post_pct_per_jaar","trend_post_p","trend_post_r2","trend_post_uitleg","trendduiding_type","brugfactor","brugmethode"
105,5820,"Kokmeeuw","alleen_pre_bruikbaar",1973,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1973,1983,11,116.743565526526,0.000201313236980576,0.838121981208781,"sterke toename",116.743565526526,0.000201313236980576,0.838121981208781,"sterke toename",NA,NA,NA,"onvoldoende_data","eigen_trendduiding_op_basis_van_trim_index",1,"alleen_pre"
106,5900,"Stormmeeuw","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,-12.8180027091636,6.29720738424937e-12,0.530155989706456,"sterke afname",11.257078795079,1.40634155450268e-09,0.788908020544371,"sterke toename",-27.1582910745689,5.60488029227423e-16,0.833496930665926,"sterke afname","eigen_trendduiding_op_basis_van_trim_index",20.7837108069659,"1981_1983_naar_1984_1986"
107,5910,"Kleine Mantelmeeuw","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,-16.5429937256175,5.85951134469601e-12,0.52008368642927,"sterke afname",23.5826947889105,2.44431584994608e-15,0.929662224455687,"sterke toename",-27.9730669518349,1.47758096680232e-09,0.612740896571055,"sterke afname","eigen_trendduiding_op_basis_van_trim_index",115.044555732033,"1981_1983_naar_1984_1986"
108,5920,"Zilvermeeuw","brugbare_tijdreeks",1973,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1973,2025,53,-26.7418019515414,9.57265354231687e-34,0.944781539584183,"sterke afname",18.2330047729724,5.00504759996304e-11,0.993062574708756,"sterke toename",-31.2604608233774,5.32133819945348e-60,0.998793912645203,"sterke afname","eigen_trendduiding_op_basis_van_trim_index",5.99002394606488,"1981_1983_naar_1984_1986"
116,6150,"Visdief","alleen_post_bruikbaar",1994,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1994,2025,32,-7.57954807076976,0.0703642444084509,0.179847405815388,"onzeker",NA,NA,NA,"onvoldoende_data",-7.57954807076976,0.0703642444084509,0.179847405815388,"onzeker","eigen_trendduiding_op_basis_van_trim_index",1,"alleen_post"
122,6680,"Holenduif","brugbare_tijdreeks",1977,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1977,2025,49,-2.49552230631929,1.11880508489606e-05,0.364799683891553,"matige afname",8.97722227244728,0.0994252840513973,0.97580645161291,"onzeker",-1.79875401690256,0.00158661916561903,0.223104626293471,"lichte afname","eigen_trendduiding_op_basis_van_trim_index",0.543902257284647,"1981_1983_naar_1984_1986"
123,6700,"Houtduif","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,-1.00275061413972,0.061454710873871,0.0519958399941044,"onzeker",11.2243356896904,1.48024997733351e-14,0.918310537882231,"sterke toename",-6.95276093583783,2.06610407601711e-31,0.967602797129725,"sterke afname","eigen_trendduiding_op_basis_van_trim_index",15.1630198046322,"1981_1983_naar_1984_1986"
124,6840,"Turkse Tortel","brugbare_tijdreeks",1961,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1961,2025,65,-1.42169297099566,0.00816434930269157,0.105903080548935,"lichte afname",5.51356632753495,0.000204895844516484,0.488987391786691,"sterke toename",-3.1404072652412,0.00602903296920727,0.173762496596247,"matige afname","eigen_trendduiding_op_basis_van_trim_index",1.49358118138978,"1981_1983_naar_1984_1986"
125,6870,"Tortelduif","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,-7.00377604055192,2.7047744003711e-12,0.525771482148113,"sterke afname",9.95293053653774,4.1769094180384e-13,0.892213457259552,"sterke toename",-15.4323748592406,2.56762497619453e-21,0.896618886222866,"sterke afname","eigen_trendduiding_op_basis_van_trim_index",11.8666314752523,"1981_1983_naar_1984_1986"
126,7120,"Halsbandparkiet","alleen_post_bruikbaar",1999,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1999,2025,27,3.38728349853965,0.101067237468363,0.103893824848119,"onzeker",NA,NA,NA,"onvoldoende_data",3.38728349853965,0.101067237468363,0.103893824848119,"onzeker","eigen_trendduiding_op_basis_van_trim_index",1,"alleen_post"
127,7240,"Koekoek","brugbare_tijdreeks",1959,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1959,2025,67,2.76903232715544,3.07973554943809e-06,0.286360507176628,"matige toename",17.8735219590218,4.32648562860518e-15,0.934244441279754,"sterke toename",-2.42509677128959,7.10255132613562e-11,0.658504034582131,"matige afname","eigen_trendduiding_op_basis_van_trim_index",15.061154592219,"1981_1983_naar_1984_1986"
