"soort_id","euring_code","soort_naam","n_getelde_cellen","n_positieve_cellen","n_jaren_geteld","pre_model_gelukt","post_model_gelukt","pre_model","post_model","pre_model_overdispersion","post_model_overdispersion","pre_model_serial_correlation","post_model_serial_correlation","pre_model_aic","post_model_aic","pre_model_fallback_reden","post_model_fallback_reden","pre_fout","post_fout","pre_waarschuwingen","post_waarschuwingen","pre_modelpogingen","post_modelpogingen","pre_positieve_jaren","post_positieve_jaren","pre_actieve_plots","post_actieve_plots","n_actieve_plots","modelselectie_methode","analyse_categorie"
229,15820,"Spreeuw",2153,477,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",17,42,31,33,43,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
231,15910,"Huismus",2153,75,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 7, 19, 20, 22, 24, 25, 29, 30 || model3_overdisp_serialcor:fout:Found zero or less counts for year 7, 19, 20, 22, 24, 25, 29, 30 || model3_basis:fout:Found zero or less counts for year 7, 19, 20, 22, 24, 25, 29, 30 || model2_basis:ok:aic=NA",12,33,9,13,20,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
232,15980,"Ringmus",2153,263,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,"Data ends with 22 years without positive observations.","model3_overdisp:fout:Found zero or less counts for year 2, 4 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 4 || model3_basis:fout:Found zero or less counts for year 2, 4 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42 || model3_overdisp_serialcor:fout:Found zero or less counts for year 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42 || model3_basis:fout:Found zero or less counts for year 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42 || model2_basis:ok:aic=NA",16,18,30,30,36,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
233,16360,"Vink",2153,1125,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2 || model3_basis:fout:Found zero or less counts for year 2 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:fout:Model can't be estimated due to excessive low beta value at year #4 (4).
 || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",10,42,4,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
236,16490,"Groenling",2153,454,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 3, 5, 6 || model3_overdisp_serialcor:fout:Found zero or less counts for year 3, 5, 6 || model3_basis:fout:Found zero or less counts for year 3, 5, 6 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",20,42,28,48,49,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
237,16530,"Putter",2153,182,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 3, 4, 5, 7, 9 || model3_overdisp_serialcor:fout:Found zero or less counts for year 3, 4, 5, 7, 9 || model3_basis:fout:Found zero or less counts for year 3, 4, 5, 7, 9 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 13, 18, 19, 21, 23, 24, 26 || model3_overdisp_serialcor:fout:Found zero or less counts for year 13, 18, 19, 21, 23, 24, 26 || model3_basis:fout:Found zero or less counts for year 13, 18, 19, 21, 23, 24, 26 || model2_basis:ok:aic=NA",6,33,3,39,39,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
238,16540,"Sijs",2153,11,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,"Data ends with 1 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 37, 38, 40 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 37, 38, 40 || model3_basis:fout:Found zero or less counts for year 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 37, 38, 40 || model2_basis:ok:aic=NA",0,8,0,7,7,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
239,16600,"Kneu",2153,1227,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",26,42,41,51,51,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
240,16630,"Barmsijs",2153,129,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,"Data ends with 33 years without positive observations.","model3_overdisp:fout:Found zero or less counts for year 3 || model3_overdisp_serialcor:fout:Found zero or less counts for year 3 || model3_basis:fout:Found zero or less counts for year 3 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42 || model2_basis:ok:aic=NA",13,3,26,3,27,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
242,16634,"Kleine Barmsijs",2153,124,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,"Data ends with 5 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 12, 15, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42 || model3_overdisp_serialcor:fout:Found zero or less counts for year 12, 15, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42 || model3_basis:fout:Found zero or less counts for year 12, 15, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42 || model2_basis:ok:aic=NA",0,19,0,29,29,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
243,16660,"Kruisbek",2153,6,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,"Data ends with 22 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 2, 4, 5, 7, 8, 9, 11, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 4, 5, 7, 8, 9, 11, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37 || model3_basis:fout:Found zero or less counts for year 2, 4, 5, 7, 8, 9, 11, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37 || model2_basis:ok:aic=NA",0,6,0,3,3,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
245,16790,"Roodmus",2153,4,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,"Data ends with 28 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34 || model2_basis:ok:aic=NA",1,3,1,2,3,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
246,17100,"Goudvink",2153,885,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,"Overdispersion 0.9 <1; consider setting overdisp=FALSE","Overdispersion 0.8 <1; consider setting overdisp=FALSE","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",17,42,27,49,49,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
248,17170,"Appelvink",2153,93,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 10, 11, 12, 15, 16, 18, 20, 22 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 10, 11, 12, 15, 16, 18, 20, 22 || model3_basis:fout:Found zero or less counts for year 2, 3, 10, 11, 12, 15, 16, 18, 20, 22 || model2_basis:ok:aic=NA",0,27,0,29,29,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
249,18570,"Geelgors",2153,9,68,TRUE,FALSE,"model2_basis",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","geen_model",NA,"te_weinig_data_post","Data ends with 4 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 8, 9, 10, 11 || model3_overdisp_serialcor:fout:Found zero or less counts for year 8, 9, 10, 11 || model3_basis:fout:Found zero or less counts for year 8, 9, 10, 11 || model2_basis:ok:aic=NA",NA,7,1,3,1,4,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_pre_bruikbaar"
251,18770,"Rietgors",2153,895,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,NA,"Overdispersion 0.9 <1; consider setting overdisp=FALSE","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",26,42,30,31,34,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
