plot_id,jaar,habitat_id,aandeel_m2_nieuw,habitat_code,habitat_code_raw,aandeel_m2_bestaand,verschil_m2
3505,2014,2.0,892.005148112205,H2120,H2120,,892.005148112205
3505,2014,3.0,51452.50970544479,H2130A,H2130A,,51452.50970544479
3505,2014,4.0,10610.417002160739,H2130B,H2130B,,10610.417002160739
3505,2014,5.0,53370.87133914505,H2160,H2160,29449.05,23921.82133914505
3505,2014,6.0,85268.48806358084,H2180A,H2180Ao,,85268.48806358084
3505,2014,7.0,511.5657609919375,H2180C,H2180C,,511.5657609919375
3505,2014,11.0,1689.5863516430757,H2190D,H2190D,,1689.5863516430757
3505,2014,13.0,7744.944521612984,H2180B,H2180B,,7744.944521612984
3505,2014,,82915.25265939109,H0000,H0000,,82915.25265939109
3506,2014,1.0,824.0626719202561,H2110,H2110,,824.0626719202561
3506,2014,2.0,34445.72142686749,H2120,H2120,,34445.72142686749
3506,2014,3.0,218071.47060993034,H2130A,H2130A,278142.44,-60070.96939006966
3506,2014,4.0,822.6215393528141,H2130B,H2130B,,822.6215393528141
3506,2014,5.0,234462.2336642273,H2160,H2160,278142.44,-43680.2063357727
3506,2014,8.0,2163.588130921865,H2190A,H2190Ae,,2163.588130921865
3506,2014,9.0,32835.895251831025,H2190B,H2190B,,32835.895251831025
3506,2014,10.0,482.38076972818607,H2190C,H2190C,,482.38076972818607
3506,2014,,32109.30708520952,H0000,H0000,,32109.30708520952
3507,2014,3.0,95130.89294049494,H2130A,H2130A,119693.39,-24562.497059505054
3507,2014,4.0,17467.82543559246,H2130B,H2130B,,17467.82543559246
3507,2014,5.0,134653.67470615488,H2160,H2160,279284.58,-144630.90529384514
3507,2014,6.0,38203.32310630364,H2180A,H2180Ao,,38203.32310630364
3507,2014,7.0,6370.754476017453,H2180C,H2180C,,6370.754476017453
3507,2014,11.0,108.73819316037553,H2190D,H2190D,,108.73819316037553
3507,2014,,103246.8553249051,H0000,H0000,,103246.8553249051
3508,2014,2.0,9138.231348862124,H2120,H2120,,9138.231348862124
3508,2014,3.0,133258.93371910183,H2130A,H2130A,373065.09,-239806.1562808982
3508,2014,4.0,15257.41453066576,H2130B,H2130B,,15257.41453066576
3508,2014,5.0,145101.3074795048,H2160,H2160,,145101.3074795048
3508,2014,6.0,5293.809866451179,H2180A,H2180Ao,,5293.809866451179
3508,2014,11.0,1351.0870941961548,H2190D,H2190D,,1351.0870941961548
3508,2014,,63118.29605366525,H0000,H0000,,63118.29605366525
3509,2014,3.0,91136.17265101941,H2130A,H2130A,237251.15,-146114.97734898058
3509,2014,4.0,62761.63292492513,H2130B,H2130B,,62761.63292492513
3509,2014,5.0,62436.33294702785,H2160,H2160,101679.07,-39242.73705297216
3509,2014,6.0,5616.3834353420925,H2180A,H2180Abe,,5616.3834353420925
3509,2014,6.0,104367.50609378591,H2180A,H2180Ao,,104367.50609378591
3509,2014,7.0,383.96806907439867,H2180C,H2180C,,383.96806907439867
3509,2014,13.0,4712.282940026637,H2180B,H2180B,,4712.282940026637
3509,2014,,7122.931715331524,H0000,H0000,,7122.931715331524
3510,2014,3.0,42003.347918744446,H2130A,H2130A,,42003.347918744446
3510,2014,4.0,120154.62407195492,H2130B,H2130B,,120154.62407195492
3510,2014,5.0,78565.46203552092,H2160,H2160,,78565.46203552092
3510,2014,6.0,94269.85255106227,H2180A,H2180Ao,,94269.85255106227
3510,2014,7.0,2046.1727808052162,H2180C,H2180C,,2046.1727808052162
3510,2014,,35344.22965336553,H0000,H0000,,35344.22965336553
3511,2014,2.0,2837.1098240175343,H2120,H2120,,2837.1098240175343
3511,2014,3.0,71647.13970856472,H2130A,H2130A,,71647.13970856472
3511,2014,4.0,21101.581764724215,H2130B,H2130B,87327.5,-66225.91823527578
3511,2014,5.0,31344.987183089284,H2160,H2160,58218.33,-26873.342816910717
3511,2014,6.0,4790.195514789421,H2180A,H2180Ao,,4790.195514789421
3511,2014,9.0,1937.1847340577426,H2190B,H2190B,,1937.1847340577426
3511,2014,,11869.793442580216,H0000,H0000,,11869.793442580216
3512,2014,2.0,33129.642807715885,H2120,H2120,,33129.642807715885
3512,2014,3.0,123804.88707537555,H2130A,H2130A,,123804.88707537555
3512,2014,4.0,4438.036636683857,H2130B,H2130B,,4438.036636683857
3512,2014,5.0,78096.32510060468,H2160,H2160,,78096.32510060468
3512,2014,8.0,12356.180018868807,H2190A,H2190Ae,,12356.180018868807
3512,2014,9.0,61039.891287287246,H2190B,H2190B,,61039.891287287246
3512,2014,11.0,2603.73081814504,H2190D,H2190D,,2603.73081814504
3512,2014,13.0,25550.161149600804,H2180B,H2180B,405858.59,-380308.4288503992
3512,2014,,53129.27583352792,H0000,H0000,,53129.27583352792
3513,2014,1.0,242.46144444964148,H2110,H2110,,242.46144444964148
3513,2014,2.0,54134.119594033546,H2120,H2120,,54134.119594033546
3513,2014,3.0,180386.92178102204,H2130A,H2130A,,180386.92178102204
3513,2014,4.0,291.9029112030443,H2130B,H2130B,,291.9029112030443
3513,2014,5.0,194902.71775659252,H2160,H2160,,194902.71775659252
3513,2014,6.0,3981.384033347915,H2180A,H2180Ao,,3981.384033347915
3513,2014,8.0,34545.76447858588,H2190A,H2190Ae,,34545.76447858588
3513,2014,9.0,2169.964186237599,H2190B,H2190B,,2169.964186237599
3513,2014,10.0,196.5920129853343,H2190C,H2190C,,196.5920129853343
3513,2014,11.0,891.2554305418615,H2190D,H2190D,,891.2554305418615
3513,2014,13.0,5538.924142572865,H2180B,H2180B,,5538.924142572865
3513,2014,,94911.25412843423,H0000,H0000,,94911.25412843423
3514,2014,3.0,8567.404931039888,H2130A,H2130A,,8567.404931039888
3514,2014,4.0,32319.457310816975,H2130B,H2130B,,32319.457310816975
3514,2014,5.0,7734.9473506467675,H2160,H2160,,7734.9473506467675
3514,2014,6.0,47432.301866439586,H2180A,H2180Ao,,47432.301866439586
3514,2014,,9623.235755093769,H0000,H0000,,9623.235755093769
3515,2014,1.0,1884.0670088555994,H2110,H2110,,1884.0670088555994
3515,2014,2.0,21888.291370713945,H2120,H2120,,21888.291370713945
3515,2014,3.0,114207.9958882953,H2130A,H2130A,191401.7,-77193.7041117047
3515,2014,4.0,844.3932509208453,H2130B,H2130B,,844.3932509208453
3515,2014,5.0,35825.24455216947,H2160,H2160,,35825.24455216947
3515,2014,,16729.159879061084,H0000,H0000,,16729.159879061084
3516,2014,3.0,32803.95755513655,H2130A,H2130A,308374.88,-275570.9224448635
3516,2014,4.0,90108.75696877993,H2130B,H2130B,,90108.75696877993
3516,2014,5.0,97528.41726781672,H2160,H2160,,97528.41726781672
3516,2014,6.0,201.69398726929506,H2180A,H2180Abe,,201.69398726929506
3516,2014,6.0,76476.19782435209,H2180A,H2180Ao,,76476.19782435209
3516,2014,,6266.419872667531,H0000,H0000,,6266.419872667531
3517,2014,3.0,15536.024631058906,H2130A,H2130A,,15536.024631058906
3517,2014,4.0,62322.05292805675,H2130B,H2130B,,62322.05292805675
3517,2014,5.0,23556.602236829727,H2160,H2160,,23556.602236829727
3517,2014,6.0,86354.05300359179,H2180A,H2180Ao,,86354.05300359179
3517,2014,7.0,2588.2182586786485,H2180C,H2180C,,2588.2182586786485
3517,2014,13.0,1247.3457175501994,H2180B,H2180B,,1247.3457175501994
3517,2014,,25801.320792476716,H0000,H0000,,25801.320792476716
3518,2014,3.0,22495.165584403774,H2130A,H2130A,,22495.165584403774
3518,2014,4.0,103458.33558674574,H2130B,H2130B,,103458.33558674574
3518,2014,5.0,74029.77020747728,H2160,H2160,,74029.77020747728
3518,2014,6.0,97153.82540597858,H2180A,H2180Ao,,97153.82540597858
3518,2014,,8738.538902502616,H0000,H0000,,8738.538902502616
3519,2014,3.0,80024.93870534543,H2130A,H2130A,,80024.93870534543
3519,2014,4.0,184157.10557815398,H2130B,H2130B,496751.28,-312594.17442184605
3519,2014,5.0,151341.50773344658,H2160,H2160,212893.41,-61551.90226655343
3519,2014,6.0,223340.81114925237,H2180A,H2180Ao,,223340.81114925237
3519,2014,7.0,15072.29967958328,H2180C,H2180C,,15072.29967958328
3519,2014,13.0,2622.907032768914,H2180B,H2180B,,2622.907032768914
3519,2014,,49157.6174031487,H0000,H0000,,49157.6174031487
3520,2014,3.0,9899.509922448822,H2130A,H2130A,,9899.509922448822
3520,2014,4.0,19080.50467244166,H2130B,H2130B,,19080.50467244166
3520,2014,5.0,16504.464970426285,H2160,H2160,205157.41,-188652.94502957372
3520,2014,6.0,83815.07594456265,H2180A,H2180Ao,,83815.07594456265
3520,2014,13.0,73336.12185238543,H2180B,H2180B,,73336.12185238543
3520,2014,,2496.6252010437724,H0000,H0000,,2496.6252010437724
3521,2014,3.0,23512.63636226512,H2130A,H2130A,,23512.63636226512
3521,2014,4.0,19471.45462608227,H2130B,H2130B,,19471.45462608227
3521,2014,5.0,75255.70921138236,H2160,H2160,,75255.70921138236
3521,2014,6.0,84251.89891018393,H2180A,H2180Ao,,84251.89891018393
3521,2014,11.0,4649.047789525168,H2190D,H2190D,,4649.047789525168
3521,2014,13.0,8267.324747592187,H2180B,H2180B,,8267.324747592187
3521,2014,,66449.64120297461,H0000,H0000,,66449.64120297461
3522,2014,3.0,66256.12039123727,H2130A,H2130A,136716.48,-70460.35960876274
3522,2014,4.0,9098.335973185365,H2130B,H2130B,,9098.335973185365
3522,2014,5.0,41532.65995266387,H2160,H2160,58592.78,-17060.12004733613
3522,2014,6.0,59645.39195012788,H2180A,H2180Ao,,59645.39195012788
3522,2014,8.0,516.7629933143395,H2190A,H2190Ae,,516.7629933143395
3522,2014,11.0,200.9759890877654,H2190D,H2190D,,200.9759890877654
3522,2014,13.0,12635.62279433301,H2180B,H2180B,,12635.62279433301
3522,2014,,5399.636202125574,H0000,H0000,,5399.636202125574
3523,2014,2.0,625.8033954868771,H2120,H2120,,625.8033954868771
3523,2014,3.0,66088.99450330439,H2130A,H2130A,,66088.99450330439
3523,2014,4.0,18841.532236595078,H2130B,H2130B,,18841.532236595078
3523,2014,5.0,60811.07227759272,H2160,H2160,35814.72,24996.35227759272
3523,2014,6.0,20779.537347325644,H2180A,H2180Ao,,20779.537347325644
3523,2014,9.0,16.51273527339783,H2190B,H2190B,,16.51273527339783
3523,2014,11.0,4275.945179936022,H2190D,H2190D,,4275.945179936022
3523,2014,13.0,8333.835754683398,H2180B,H2180B,,8333.835754683398
3523,2014,,178331.7143197999,H0000,H0000,,178331.7143197999
3524,2014,2.0,11811.356619111488,H2120,H2120,,11811.356619111488
3524,2014,3.0,166149.55553587788,H2130A,H2130A,,166149.55553587788
3524,2014,4.0,0.6748420191863709,H2130B,H2130B,,0.6748420191863709
3524,2014,5.0,99436.55494577675,H2160,H2160,335545.19,-236108.63505422324
3524,2014,6.0,12920.980135288726,H2180A,H2180Ao,,12920.980135288726
3524,2014,8.0,1825.1715490518502,H2190A,H2190Ae,,1825.1715490518502
3524,2014,9.0,5632.053616203325,H2190B,H2190B,,5632.053616203325
3524,2014,11.0,109.61996007609656,H2190D,H2190D,,109.61996007609656
3524,2014,,28265.553784328094,H0000,H0000,,28265.553784328094
3525,2014,2.0,10985.133383452196,H2120,H2120,,10985.133383452196
3525,2014,3.0,145037.36796863299,H2130A,H2130A,,145037.36796863299
3525,2014,5.0,99122.57324550906,H2160,H2160,387012.5,-287889.92675449094
3525,2014,6.0,29439.509879472356,H2180A,H2180Ao,,29439.509879472356
3525,2014,8.0,23902.815975218895,H2190A,H2190Ae,,23902.815975218895
3525,2014,9.0,5427.0157286705735,H2190B,H2190B,,5427.0157286705735
3525,2014,10.0,649.3479493509287,H2190C,H2190C,,649.3479493509287
3525,2014,11.0,2462.3699863474703,H2190D,H2190D,,2462.3699863474703
3525,2014,13.0,7042.611460450074,H2180B,H2180B,,7042.611460450074
3525,2014,,55899.38234965644,H0000,H0000,,55899.38234965644
3526,2014,3.0,510.6920113387884,H2130A,H2130A,,510.6920113387884
3526,2014,4.0,2094.7406711400454,H2130B,H2130B,26998.66,-24903.919328859956
3526,2014,5.0,2972.627743805747,H2160,H2160,,2972.627743805747
3526,2014,6.0,20562.56099278299,H2180A,H2180Ao,,20562.56099278299
3526,2014,7.0,8145.069315663256,H2180C,H2180C,,8145.069315663256
3526,2014,,52764.60078714459,H0000,H0000,,52764.60078714459
3527,2014,3.0,45202.464309163784,H2130A,H2130A,,45202.464309163784
3527,2014,4.0,146935.29216635108,H2130B,H2130B,471880.84,-324945.547833649
3527,2014,5.0,96503.47938643691,H2160,H2160,,96503.47938643691
3527,2014,6.0,5597.751671934453,H2180A,H2180Abe,,5597.751671934453
3527,2014,6.0,97380.31218133813,H2180A,H2180Ao,,97380.31218133813
3527,2014,7.0,15960.690848839542,H2180C,H2180C,,15960.690848839542
3527,2014,8.0,140.0817820167277,H2190A,H2190Ae,,140.0817820167277
3527,2014,12.0,77.0011685706783,H6430A,H6430A,,77.0011685706783
3527,2014,13.0,6355.190761060464,H2180B,H2180B,,6355.190761060464
3527,2014,,57446.064969341445,H0000,H0000,,57446.064969341445
3528,2014,3.0,1605.6871129289066,H2130A,H2130A,,1605.6871129289066
3528,2014,4.0,6578.251565905893,H2130B,H2130B,,6578.251565905893
3528,2014,5.0,10494.634285085622,H2160,H2160,125208.11,-114713.47571491438
3528,2014,6.0,867.0846696956221,H2180A,H2180Ao,,867.0846696956221
3528,2014,7.0,1039.9143878290038,H2180C,H2180C,,1039.9143878290038
3528,2014,8.0,738.9724992017656,H2190A,H2190Ae,,738.9724992017656
3528,2014,9.0,8980.282394353557,H2190B,H2190B,,8980.282394353557
3528,2014,11.0,2445.9133692139085,H2190D,H2190D,,2445.9133692139085
3528,2014,12.0,141.89441355295799,H6430A,H6430A,,141.89441355295799
3528,2014,13.0,5890.085569971285,H2180B,H2180B,,5890.085569971285
3528,2014,,86133.30759639177,H0000,H0000,,86133.30759639177
3529,2014,2.0,139.1595663472204,H2120,H2120,,139.1595663472204
3529,2014,3.0,66784.70811448335,H2130A,H2130A,,66784.70811448335
3529,2014,3.0,1586.8069627683055,H2130A,ZGH2130A,,1586.8069627683055
3529,2014,4.0,228.28417654915648,H2130B,H2130B,,228.28417654915648
3529,2014,5.0,75235.14635332332,H2160,H2160,220171.84,-144936.69364667666
3529,2014,6.0,4401.5049396230315,H2180A,H2180Ao,,4401.5049396230315
3529,2014,8.0,1153.3510769174509,H2190A,H2190Ae,,1153.3510769174509
3529,2014,8.0,2216.8033271840213,H2190A,H2190Aom,,2216.8033271840213
3529,2014,9.0,4580.644353938287,H2190B,H2190B,,4580.644353938287
3529,2014,13.0,10626.745076392748,H2180B,H2180B,,10626.745076392748
3529,2014,,53192.405602470746,H0000,H0000,,53192.405602470746
3530,2014,3.0,31291.484702192924,H2130A,H2130A,,31291.484702192924
3530,2014,4.0,81033.86019429329,H2130B,H2130B,463740.09,-382706.22980570677
3530,2014,5.0,209331.3030050886,H2160,H2160,,209331.3030050886
3530,2014,6.0,71601.90759456684,H2180A,H2180Ao,,71601.90759456684
3530,2014,,6723.480610033775,H0000,H0000,,6723.480610033775
3531,2014,2.0,154.90071656194115,H2120,H2120,,154.90071656194115
3531,2014,3.0,111943.81897500367,H2130A,H2130A,483547.44,-371603.62102499633
3531,2014,4.0,117862.05686130413,H2130B,H2130B,,117862.05686130413
3531,2014,5.0,89973.39027820811,H2160,H2160,,89973.39027820811
3531,2014,6.0,1552.6604259370831,H2180A,H2180Abe,,1552.6604259370831
3531,2014,6.0,102684.87350857016,H2180A,H2180Ao,,102684.87350857016
3531,2014,7.0,9498.182090472541,H2180C,H2180C,,9498.182090472541
3531,2014,13.0,12.211632967780188,H2180B,H2180B,,12.211632967780188
3531,2014,,33860.741202361925,H0000,H0000,,33860.741202361925
3532,2014,2.0,11025.94972257994,H2120,H2120,,11025.94972257994
3532,2014,3.0,58678.9108573429,H2130A,H2130A,167189.17,-108510.25914265712
3532,2014,3.0,837.4071109983729,H2130A,ZGH2130A,167189.17,-166351.76288900163
3532,2014,4.0,5635.694397816594,H2130B,H2130B,,5635.694397816594
3532,2014,5.0,31818.265826663992,H2160,H2160,,31818.265826663992
3532,2014,5.0,3221.1340400963604,H2160,ZGH2160,,3221.1340400963604
3532,2014,6.0,15626.696598698687,H2180A,H2180Ao,,15626.696598698687
3532,2014,7.0,42351.07476357677,H2180C,H2180C,,42351.07476357677
3532,2014,8.0,31213.684334197504,H2190A,H2190Ae,,31213.684334197504
3532,2014,9.0,794.6308427193042,H2190B,H2190B,,794.6308427193042
3532,2014,11.0,345.0412524701601,H2190D,H2190D,,345.0412524701601
3532,2014,,132788.7997528486,H0000,H0000,,132788.7997528486
3533,2014,1.0,111.03344309057627,H2110,H2110,,111.03344309057627
3533,2014,2.0,54120.402547762606,H2120,H2120,,54120.402547762606
3533,2014,3.0,155698.6246366878,H2130A,H2130A,400345.91,-244647.28536331217
3533,2014,4.0,46977.19172103895,H2130B,H2130B,,46977.19172103895
3533,2014,5.0,85552.0819833992,H2160,H2160,,85552.0819833992
3533,2014,6.0,3465.4429223099523,H2180A,H2180Ao,,3465.4429223099523
3533,2014,8.0,398.98395622204544,H2190A,H2190Ae,,398.98395622204544
3533,2014,9.0,1030.9527918027218,H2190B,H2190B,,1030.9527918027218
3533,2014,11.0,135.4805467368027,H2190D,H2190D,,135.4805467368027
3533,2014,13.0,3454.0742359366595,H2180B,H2180B,,3454.0742359366595
3533,2014,,49354.12511501197,H0000,H0000,,49354.12511501197
3534,2014,2.0,420.48588584249114,H2120,H2120,,420.48588584249114
3534,2014,3.0,34689.915063204324,H2130A,H2130A,128747.2,-94057.28493679568
3534,2014,4.0,21018.904827580343,H2130B,H2130B,,21018.904827580343
3534,2014,5.0,100510.50923547389,H2160,H2160,300410.14,-199899.63076452614
3534,2014,6.0,83812.57534038406,H2180A,H2180Ao,,83812.57534038406
3534,2014,7.0,24169.47875153927,H2180C,H2180C,,24169.47875153927
3534,2014,11.0,23591.338068898967,H2190D,H2190D,,23591.338068898967
3534,2014,13.0,24000.831829239956,H2180B,H2180B,,24000.831829239956
3534,2014,,116104.5680495369,H0000,H0000,,116104.5680495369
3581,2014,3.0,25781.862752515317,H2130A,H2130A,,25781.862752515317
3581,2014,4.0,24750.42186974076,H2130B,H2130B,271461.72,-246711.2981302592
3581,2014,5.0,44998.93340114989,H2160,H2160,,44998.93340114989
3581,2014,6.0,77094.82841482823,H2180A,H2180Ao,,77094.82841482823
3581,2014,7.0,10285.511004324895,H2180C,H2180C,,10285.511004324895
3581,2014,13.0,2315.460067421763,H2180B,H2180B,,2315.460067421763
3581,2014,,85675.08487829796,H0000,H0000,,85675.08487829796
3583,2014,3.0,3418.869142036789,H2130A,H2130A,,3418.869142036789
3583,2014,4.0,11255.859837148093,H2130B,H2130B,,11255.859837148093
3583,2014,5.0,16405.993699400096,H2160,H2160,,16405.993699400096
3583,2014,6.0,15.706179593142348,H2180A,H2180Abe,,15.706179593142348
3583,2014,6.0,391.997979814109,H2180A,H2180Ao,,391.997979814109
3583,2014,7.0,22491.91681304055,H2180C,H2180C,64494.87,-42002.95318695945
3583,2014,,10503.853737270125,H0000,H0000,,10503.853737270125
9917,2014,3.0,12236.193052260784,H2130A,H2130A,405083.69,-392847.4969477392
9917,2014,4.0,33005.141983258705,H2130B,H2130B,,33005.141983258705
9917,2014,5.0,33048.88015582264,H2160,H2160,,33048.88015582264
9917,2014,6.0,291288.5227225735,H2180A,H2180Ao,,291288.5227225735
9917,2014,11.0,115.03501998341582,H2190D,H2190D,,115.03501998341582
9917,2014,13.0,1.4213572889610016,H2180B,H2180B,,1.4213572889610016
9917,2014,,29354.918115940713,H0000,H0000,,29354.918115940713
10626,2014,3.0,16736.49860638413,H2130A,H2130A,,16736.49860638413
10626,2014,3.0,1108.1156931229564,H2130A,ZGH2130A,,1108.1156931229564
10626,2014,4.0,18062.22562332526,H2130B,H2130B,,18062.22562332526
10626,2014,5.0,74299.49543283318,H2160,H2160,,74299.49543283318
10626,2014,5.0,59.69262910989883,H2160,ZGH2160,,59.69262910989883
10626,2014,6.0,123694.11213981408,H2180A,H2180Ao,,123694.11213981408
10626,2014,,36664.114185942395,H0000,H0000,,36664.114185942395
12381,2014,3.0,3096.2963072522484,H2130A,H2130A,,3096.2963072522484
12381,2014,4.0,31380.9541359633,H2130B,H2130B,236549.31,-205168.3558640367
12381,2014,5.0,3741.888262546832,H2160,H2160,,3741.888262546832
12381,2014,6.0,3913.4362848482683,H2180A,H2180Abe,,3913.4362848482683
12381,2014,6.0,160489.48833475058,H2180A,H2180Ao,,160489.48833475058
12381,2014,7.0,2146.891040140676,H2180C,H2180C,,2146.891040140676
12381,2014,,31751.704234498604,H0000,H0000,,31751.704234498604
12382,2014,3.0,1068.8456430551046,H2130A,H2130A,,1068.8456430551046
12382,2014,4.0,5544.85491937644,H2130B,H2130B,,5544.85491937644
12382,2014,5.0,3476.1405210014354,H2160,H2160,,3476.1405210014354
12382,2014,6.0,52904.24098662803,H2180A,H2180Ao,,52904.24098662803
12382,2014,,3587.7615201082435,H0000,H0000,,3587.7615201082435
20247,2014,3.0,1269.8026176262217,H2130A,H2130A,,1269.8026176262217
20247,2014,3.0,12.953587277796077,H2130A,ZGH2130A,,12.953587277796077
20247,2014,4.0,45058.02992711218,H2130B,H2130B,,45058.02992711218
20247,2014,5.0,44846.95740240285,H2160,H2160,84288.12,-39441.16259759715
20247,2014,6.0,162411.7023462657,H2180A,H2180Ao,,162411.7023462657
20247,2014,7.0,996.2156647670294,H2180C,H2180C,,996.2156647670294
