"maand","totaal_aantal","detecties","geldige_bezoeken","gemiddeld_per_bezoek","waarnemingsfrequentie","schatting_aantal","ondergrens_aantal","bovengrens_aantal","schatting_detectie","ondergrens_detectie","bovengrens_detectie","maandindex","soort_id","soort_naam","modelstatus","weergavetype"
"mrt",890,60,451,1.97339246119734,0.133037694013304,1.51651857827976,0.999688913749574,2.37201217505857,0.125011774313505,0.0856636984038188,0.172723394174423,12.2624541269089,178,"Koperwiek","indicatief","modelindex"
"nov",3727,297,570,6.53859649122807,0.521052631578947,7.71553529574158,5.12224156335883,11.4387045939186,0.555138804082319,0.472904080041293,0.631080355599419,62.3872328263193,178,"Koperwiek","indicatief","modelindex"
"okt",25038,379,547,45.7733089579525,0.692870201096892,72.0586590968627,44.7888359227056,109.805421725151,0.746916869577995,0.680381058354095,0.803941293738224,582.660848523312,178,"Koperwiek","indicatief","modelindex"
"sep",338,9,508,0.665354330708661,0.0177165354330709,0.137551652417132,0.0816176721757086,0.224516482691151,0.0140316108449549,0.00647593997805175,0.0261482727463158,1.11223222188212,178,"Koperwiek","indicatief","modelindex"
"dec",626,74,563,1.11190053285968,0.131438721136767,0.0446620508653351,0.00884400154351918,0.139765154098363,0.018388181682273,0.00563004400925128,0.0455999777401663,86.8429853206567,34,"Krakeend","betrouwbaar","modelindex"
"feb",242,50,556,0.435251798561151,0.0899280575539568,0.012124396353572,0.0023935643297005,0.0377113872703058,0.0108269918390831,0.00324552563022949,0.0269036082500909,23.575244623894,34,"Krakeend","betrouwbaar","modelindex"
"jan",240,55,562,0.427046263345196,0.097864768683274,0.0191569829474735,0.00416149814458076,0.0598064240155282,0.0121183730638241,0.00368078342263416,0.0301848101133518,37.2497356628727,34,"Krakeend","betrouwbaar","modelindex"
"mrt",224,53,451,0.496674057649667,0.117516629711752,0.0249606728864396,0.00467524465582617,0.0818211596769876,0.0180738261037684,0.00508204273650139,0.0460751594162119,48.5347024391402,34,"Krakeend","betrouwbaar","modelindex"
"nov",843,91,570,1.47894736842105,0.159649122807018,0.0393459044972063,0.00816975380699833,0.119086543447922,0.0240937901362589,0.00782212059535992,0.0568861401643062,76.5060211180521,34,"Krakeend","betrouwbaar","modelindex"
"okt",838,103,547,1.53199268738574,0.188299817184644,0.0492283129533622,0.0100397002674432,0.144941760362572,0.033250215565714,0.0106670107731162,0.0779049621437121,95.7218393767876,34,"Krakeend","betrouwbaar","modelindex"
"sep",1479,151,508,2.91141732283465,0.297244094488189,0.170521229147033,0.0367038599535036,0.524726676037321,0.090020015906705,0.0311054383386492,0.194257369002248,331.569471458597,34,"Krakeend","betrouwbaar","modelindex"
"dec",6080,219,563,10.7992895204263,0.38898756660746,6.81166329739841,4.00347418354223,11.2599202082244,0.363770623333729,0.304313407449263,0.428484531994939,121.603532393693,176,"Kramsvogel","indicatief","modelindex"
"feb",660,70,556,1.18705035971223,0.12589928057554,0.79127191938217,0.446168947544624,1.23297511464566,0.108717700538416,0.0770464999177699,0.143244065589704,14.1259860154215,176,"Kramsvogel","indicatief","modelindex"
"jan",4253,177,562,7.56761565836299,0.314946619217082,4.8687575512989,2.79610316469457,8.09937172420813,0.293473399508973,0.234899682094978,0.35091329472554,86.918288640682,176,"Kramsvogel","indicatief","modelindex"
"mrt",250,35,451,0.554323725055432,0.0776053215077605,0.395796377253698,0.217192797502306,0.654747882022449,0.0688349052518002,0.0462264170297885,0.0959746737046816,7.0658568225266,176,"Kramsvogel","indicatief","modelindex"
"nov",6882,265,570,12.0736842105263,0.464912280701754,11.8890803446705,7.23235764690051,18.9496536876848,0.452674645474949,0.38962833199878,0.51854609744229,212.246863020452,176,"Kramsvogel","indicatief","modelindex"
"okt",5642,204,547,10.3144424131627,0.372943327239488,14.3345143988856,8.25908959499215,23.6774429989153,0.362467531671638,0.303223381273077,0.426113682149936,255.903368964009,176,"Kramsvogel","indicatief","modelindex"
"sep",58,21,508,0.114173228346457,0.0413385826771654,0.119654601353625,0.0563843520211733,0.213448946928778,0.0346257441977552,0.0208042082355508,0.0533971602253688,2.13610414321526,176,"Kramsvogel","indicatief","modelindex"
"dec",0,0,563,0,0,,,,,,,,421,"Krombekstrandloper","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,421,"Krombekstrandloper","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,421,"Krombekstrandloper","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,421,"Krombekstrandloper","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,421,"Krombekstrandloper","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,421,"Krombekstrandloper","alleen_beschrijvend","beschrijvend"
"sep",2,2,508,0.00393700787401575,0.00393700787401575,,,,,,,,421,"Krombekstrandloper","alleen_beschrijvend","beschrijvend"
"dec",227,43,563,0.403197158081705,0.0763765541740675,8.93555388067398e-05,1.03618302883449e-06,0.00059637654412505,0.00371455957661807,0.000177431440193351,0.0176246621943274,22.617263947695,41,"Krooneend","indicatief","modelindex"
"feb",183,31,556,0.329136690647482,0.0557553956834532,7.37014451967371e-05,9.36767335194635e-07,0.000568817902732183,0.00243000847986537,0.000108907978424709,0.0133212049228362,18.6549716067008,41,"Krooneend","indicatief","modelindex"
"jan",270,26,562,0.480427046263345,0.0462633451957295,6.27897233210978e-05,8.79424007176318e-07,0.000464512506114761,0.00196981137758749,9.50293130876475e-05,0.0108978218338147,15.8930466372935,41,"Krooneend","indicatief","modelindex"
"mrt",427,63,451,0.946784922394678,0.139689578713969,0.000473319061685622,6.45018727942319e-06,0.00337422003975224,0.00818979047823663,0.00041665471925219,0.0425175294778328,119.804348925392,41,"Krooneend","indicatief","modelindex"
"nov",411,51,570,0.721052631578947,0.0894736842105263,0.000148626631344033,1.78645335433808e-06,0.000987916469004188,0.00433027005474405,0.000199481244519455,0.0227541134054009,37.6196909072995,41,"Krooneend","indicatief","modelindex"
"okt",510,59,547,0.93235831809872,0.107861060329068,0.000361140403412863,4.60912390812819e-06,0.00261091743266332,0.00622339919879446,0.000307709236037921,0.0352847998777281,91.4102017092831,41,"Krooneend","indicatief","modelindex"
"sep",2409,100,508,4.74212598425197,0.196850393700787,0.00155660405822335,1.93700179024654e-05,0.0106201987764123,0.0175051361990723,0.000874027723414668,0.0931265637732789,394.000476266337,41,"Krooneend","indicatief","modelindex"
"dec",6,3,563,0.0106571936056838,0.00532859680284192,,,,,,,,243,"Kruisbek","alleen_beschrijvend","beschrijvend"
"feb",6,1,556,0.0107913669064748,0.00179856115107914,,,,,,,,243,"Kruisbek","alleen_beschrijvend","beschrijvend"
"jan",17,2,562,0.0302491103202847,0.00355871886120996,,,,,,,,243,"Kruisbek","alleen_beschrijvend","beschrijvend"
"mrt",4,1,451,0.00886917960088692,0.00221729490022173,,,,,,,,243,"Kruisbek","alleen_beschrijvend","beschrijvend"
"nov",14,4,570,0.0245614035087719,0.00701754385964912,,,,,,,,243,"Kruisbek","alleen_beschrijvend","beschrijvend"
"okt",107,12,547,0.195612431444241,0.0219378427787934,,,,,,,,243,"Kruisbek","alleen_beschrijvend","beschrijvend"
"sep",90,9,508,0.177165354330709,0.0177165354330709,,,,,,,,243,"Kruisbek","alleen_beschrijvend","beschrijvend"
"dec",5478,225,563,9.73001776198934,0.399644760213144,0.0957280013217495,0.00905168402070204,0.405301610206943,0.0513729154547879,0.00491360589583819,0.203439358465308,99.3726501877227,44,"Kuifeend","betrouwbaar","modelindex"
"feb",4612,227,556,8.29496402877698,0.408273381294964,0.105490954670456,0.0097382280444337,0.427105311984966,0.0616062723413992,0.00597262172285137,0.238865896254355,109.507308119828,44,"Kuifeend","betrouwbaar","modelindex"
"jan",4690,224,562,8.34519572953737,0.398576512455516,0.0920811170821701,0.00897567274884474,0.370794621775704,0.0480059228355856,0.00459753569705516,0.185240939662345,95.5869182512877,44,"Kuifeend","betrouwbaar","modelindex"
"mrt",3833,211,451,8.49889135254989,0.467849223946785,0.116462449806648,0.0115927570215755,0.454029121829942,0.112884224947772,0.0137387729352195,0.385519512985853,120.896520608874,44,"Kuifeend","betrouwbaar","modelindex"
"nov",5677,237,570,9.95964912280702,0.415789473684211,0.0913258508908467,0.00864948963363893,0.367444655723233,0.0547214241881612,0.00543391364554072,0.220046363149723,94.8028968365218,44,"Kuifeend","betrouwbaar","modelindex"
"okt",4258,215,547,7.78427787934186,0.393053016453382,0.0809321687372333,0.00792313356545049,0.326251383534208,0.0481146863841995,0.0044697079856952,0.181566341744709,84.0134963836499,44,"Kuifeend","betrouwbaar","modelindex"
"sep",4958,199,508,9.75984251968504,0.391732283464567,0.092305852113947,0.00865907241492376,0.369793613241948,0.0494405121823831,0.0049772641235336,0.196703323690055,95.8202096121156,44,"Kuifeend","betrouwbaar","modelindex"
"dec",93,42,563,0.165186500888099,0.0746003552397869,0.00644807625427783,0.000859452316632097,0.0246242367245812,0.00649694648613595,0.000777047491561968,0.026291125923568,127.31947261476,210,"Kuifmees","indicatief","modelindex"
"feb",78,30,556,0.140287769784173,0.0539568345323741,0.00441109356668021,0.000572833929965839,0.0168054451434886,0.00332596819105173,0.000364792573808096,0.0122380961919958,87.0985522529285,210,"Kuifmees","indicatief","modelindex"
"jan",61,27,562,0.108540925266904,0.0480427046263345,0.00420424680762041,0.000584585057030398,0.0178190845592429,0.00319045905018247,0.00037045247762959,0.0106163003284215,83.0142921981416,210,"Kuifmees","indicatief","modelindex"
"mrt",38,21,451,0.0842572062084257,0.0465631929046563,0.00317417257063071,0.00042679515548582,0.0118390188072328,0.00260728757986663,0.000251895102690217,0.0115390935365156,62.6751238267111,210,"Kuifmees","indicatief","modelindex"
"nov",114,42,570,0.2,0.0736842105263158,0.00731990209272197,0.00101872013542396,0.0286477663290864,0.0072782998764875,0.00092202425552695,0.0273710381946609,144.53397219345,210,"Kuifmees","indicatief","modelindex"
"okt",74,35,547,0.135283363802559,0.0639853747714808,0.00538286879803088,0.000751568920288536,0.020879111397193,0.0044714039442282,0.000510557192029869,0.016338218483794,106.286586804097,210,"Kuifmees","indicatief","modelindex"
"sep",51,25,508,0.100393700787402,0.0492125984251969,0.0045110385476351,0.00056963392021424,0.0182299863120509,0.00319800118730944,0.000352503868732131,0.0121174866440542,89.0720001099116,210,"Kuifmees","indicatief","modelindex"
"dec",0,0,563,0,0,,,,,,,,32,"Mandarijneend","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,32,"Mandarijneend","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,32,"Mandarijneend","alleen_beschrijvend","beschrijvend"
"mrt",1,1,451,0.00221729490022173,0.00221729490022173,,,,,,,,32,"Mandarijneend","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,32,"Mandarijneend","alleen_beschrijvend","beschrijvend"
"okt",2,1,547,0.0036563071297989,0.00182815356489945,,,,,,,,32,"Mandarijneend","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,32,"Mandarijneend","alleen_beschrijvend","beschrijvend"
"dec",4,3,563,0.00710479573712256,0.00532859680284192,,,,,,,,209,"Matkop","alleen_beschrijvend","beschrijvend"
"feb",5,3,556,0.00899280575539568,0.00539568345323741,,,,,,,,209,"Matkop","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,209,"Matkop","alleen_beschrijvend","beschrijvend"
"mrt",1,1,451,0.00221729490022173,0.00221729490022173,,,,,,,,209,"Matkop","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,209,"Matkop","alleen_beschrijvend","beschrijvend"
"okt",5,2,547,0.00914076782449726,0.0036563071297989,,,,,,,,209,"Matkop","alleen_beschrijvend","beschrijvend"
"sep",1,1,508,0.00196850393700787,0.00196850393700787,,,,,,,,209,"Matkop","alleen_beschrijvend","beschrijvend"
"dec",11627,272,563,20.651865008881,0.483126110124334,0.349441664702387,0.0632929762504814,1.25492597732408,0.125131109913977,0.0245150753991635,0.339190182618782,94.6275786286662,78,"Meerkoet","indicatief","modelindex"
"feb",5743,287,556,10.3291366906475,0.516187050359712,0.261094718590673,0.0469538121380784,0.91338360114098,0.18387639654726,0.0377860362281542,0.456596365674798,70.7035351208352,78,"Meerkoet","indicatief","modelindex"
"jan",8195,270,562,14.5818505338078,0.480427046263345,0.322533962050306,0.0571735155441632,1.11315302790503,0.123767971541297,0.0222841870240478,0.356345882344379,87.3410670142164,78,"Meerkoet","indicatief","modelindex"
"mrt",3679,259,451,8.15742793791574,0.574279379157428,0.243284771971624,0.0435748286773667,0.852481514594148,0.302053067781122,0.0801209611211119,0.633792768877066,65.8806639686451,78,"Meerkoet","indicatief","modelindex"
"nov",16161,297,570,28.3526315789474,0.521052631578947,0.469446401674608,0.084711183421848,1.65726114447414,0.160768106802938,0.0335244924636348,0.411709025260638,127.124440997161,78,"Meerkoet","indicatief","modelindex"
"okt",16505,277,547,30.1736745886654,0.506398537477148,0.468154414397848,0.0865745712274036,1.7587245415103,0.151877961129472,0.0306526335389858,0.417394336850916,126.774575368736,78,"Meerkoet","indicatief","modelindex"
"sep",13669,262,508,26.9074803149606,0.515748031496063,0.471011037516003,0.083880658120185,1.63024533372699,0.171615608827604,0.0379798436461005,0.447185291787846,127.54813890174,78,"Meerkoet","indicatief","modelindex"
"dec",5501,541,563,9.7708703374778,0.960923623445826,9.1208044962006,7.63078782371135,10.9448590671775,0.976780525947837,0.960716646208771,0.986687478907318,121.786449284934,175,"Merel","indicatief","modelindex"
"feb",2806,481,556,5.04676258992806,0.865107913669065,4.72454670186986,3.83626525877104,5.64282529205756,0.908730873039299,0.874647879136065,0.939631836651618,63.0849797889276,175,"Merel","indicatief","modelindex"
"jan",4125,522,562,7.33985765124555,0.928825622775801,6.73966787543081,5.58629652141013,8.11233434661513,0.9553854998894,0.932428650605309,0.971612591097457,89.9920857036643,175,"Merel","indicatief","modelindex"
"mrt",2257,393,451,5.00443458980044,0.87139689578714,4.52855441767722,3.73131542191956,5.44498700057444,0.914400489986667,0.87427724154158,0.945844184962488,60.4679733188285,175,"Merel","indicatief","modelindex"
"nov",7577,552,570,13.2929824561404,0.968421052631579,12.8605085605249,10.4883391841074,15.5052695685532,0.982195864671348,0.969413827257858,0.990572896371427,171.721219793413,175,"Merel","indicatief","modelindex"
"okt",6749,503,547,12.3382084095064,0.919561243144424,11.4732512913968,9.52288642288358,13.9828153899143,0.950396321330427,0.924565849544664,0.968853673183858,153.197729116446,175,"Merel","indicatief","modelindex"
"sep",1760,357,508,3.46456692913386,0.702755905511811,2.97691569960726,2.41574908220949,3.61225410374203,0.734748402919096,0.657817870258817,0.798532333567521,39.749562993787,175,"Merel","indicatief","modelindex"
"dec",3,2,563,0.00532859680284192,0.00355239786856128,,,,,,,,50,"Middelste Zaagbek","alleen_beschrijvend","beschrijvend"
"feb",2,1,556,0.00359712230215827,0.00179856115107914,,,,,,,,50,"Middelste Zaagbek","alleen_beschrijvend","beschrijvend"
"jan",2,2,562,0.00355871886120996,0.00355871886120996,,,,,,,,50,"Middelste Zaagbek","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,50,"Middelste Zaagbek","alleen_beschrijvend","beschrijvend"
"nov",3,2,570,0.00526315789473684,0.00350877192982456,,,,,,,,50,"Middelste Zaagbek","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,50,"Middelste Zaagbek","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,50,"Middelste Zaagbek","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,167,"Nachtegaal","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,167,"Nachtegaal","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,167,"Nachtegaal","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,167,"Nachtegaal","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,167,"Nachtegaal","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,167,"Nachtegaal","alleen_beschrijvend","beschrijvend"
"sep",1,1,508,0.00196850393700787,0.00196850393700787,,,,,,,,167,"Nachtegaal","alleen_beschrijvend","beschrijvend"
"dec",111,51,563,0.197158081705151,0.0905861456483126,0.0443856828464813,0.0185954870189184,0.0945882208790001,0.0243467966792284,0.0107557559607771,0.0455818239713867,88.0191245720947,27,"Nijlgans","indicatief","modelindex"
"feb",151,63,556,0.27158273381295,0.113309352517986,0.0614825157448503,0.0264870228764092,0.122089259511191,0.0343361714706136,0.0159714051515072,0.0641180103413573,121.923036107594,27,"Nijlgans","indicatief","modelindex"
"jan",162,67,562,0.288256227758007,0.119217081850534,0.0622919437854911,0.0267106653940028,0.126372627792232,0.0351851190551396,0.0163612519847045,0.0655057935984457,123.528174137975,27,"Nijlgans","indicatief","modelindex"
"mrt",253,85,451,0.560975609756098,0.188470066518847,0.13099165128671,0.0507171257416866,0.273644935923448,0.0707263126311126,0.0362744139641464,0.117215902999739,259.763278000877,27,"Nijlgans","indicatief","modelindex"
"nov",93,41,570,0.163157894736842,0.0719298245614035,0.0339971715377805,0.0149235411793793,0.0711722494018319,0.0178706670575447,0.00824243367284825,0.0336754590692706,67.4181647048829,27,"Nijlgans","indicatief","modelindex"
"okt",39,20,547,0.0712979890310786,0.036563071297989,0.0112078802275698,0.00442587083473571,0.0235598411488483,0.00842347223725016,0.00348654677734496,0.0168784337145843,22.2258111777093,27,"Nijlgans","indicatief","modelindex"
"sep",28,10,508,0.0551181102362205,0.0196850393700787,0.00863437259996883,0.00318265327708463,0.0198149604592068,0.00445489457042092,0.00168584547564163,0.0098717927727911,17.1224112988674,27,"Nijlgans","indicatief","modelindex"
"dec",225,46,563,0.399644760213144,0.0817051509769094,,,,,,,,49,"Nonnetje","alleen_beschrijvend","beschrijvend"
"feb",349,81,556,0.627697841726619,0.14568345323741,,,,,,,,49,"Nonnetje","alleen_beschrijvend","beschrijvend"
"jan",385,75,562,0.685053380782918,0.133451957295374,,,,,,,,49,"Nonnetje","alleen_beschrijvend","beschrijvend"
"mrt",109,41,451,0.241685144124169,0.0909090909090909,,,,,,,,49,"Nonnetje","alleen_beschrijvend","beschrijvend"
"nov",30,11,570,0.0526315789473684,0.0192982456140351,,,,,,,,49,"Nonnetje","alleen_beschrijvend","beschrijvend"
"okt",1,1,547,0.00182815356489945,0.00182815356489945,,,,,,,,49,"Nonnetje","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,49,"Nonnetje","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,247,"Noordse Goudvink","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,247,"Noordse Goudvink","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,247,"Noordse Goudvink","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,247,"Noordse Goudvink","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,247,"Noordse Goudvink","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,247,"Noordse Goudvink","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,247,"Noordse Goudvink","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,638,"Noordse Kauw","alleen_beschrijvend","beschrijvend"
"feb",1,1,556,0.00179856115107914,0.00179856115107914,,,,,,,,638,"Noordse Kauw","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,638,"Noordse Kauw","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,638,"Noordse Kauw","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,638,"Noordse Kauw","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,638,"Noordse Kauw","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,638,"Noordse Kauw","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,102,"Oeverloper","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,102,"Oeverloper","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,102,"Oeverloper","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,102,"Oeverloper","alleen_beschrijvend","beschrijvend"
"nov",1,1,570,0.00175438596491228,0.00175438596491228,,,,,,,,102,"Oeverloper","alleen_beschrijvend","beschrijvend"
"okt",3,3,547,0.00548446069469835,0.00548446069469835,,,,,,,,102,"Oeverloper","alleen_beschrijvend","beschrijvend"
"sep",15,9,508,0.0295275590551181,0.0177165354330709,,,,,,,,102,"Oeverloper","alleen_beschrijvend","beschrijvend"
"dec",5,2,563,0.0088809946714032,0.00355239786856128,,,,,,,,498,"Oeverpieper","alleen_beschrijvend","beschrijvend"
"feb",2,2,556,0.00359712230215827,0.00359712230215827,,,,,,,,498,"Oeverpieper","alleen_beschrijvend","beschrijvend"
"jan",10,5,562,0.0177935943060498,0.00889679715302491,,,,,,,,498,"Oeverpieper","alleen_beschrijvend","beschrijvend"
"mrt",2,2,451,0.00443458980044346,0.00443458980044346,,,,,,,,498,"Oeverpieper","alleen_beschrijvend","beschrijvend"
"nov",25,5,570,0.043859649122807,0.0087719298245614,,,,,,,,498,"Oeverpieper","alleen_beschrijvend","beschrijvend"
"okt",8,5,547,0.0146252285191956,0.00914076782449726,,,,,,,,498,"Oeverpieper","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,498,"Oeverpieper","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,151,"Oeverzwaluw","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,151,"Oeverzwaluw","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,151,"Oeverzwaluw","alleen_beschrijvend","beschrijvend"
"mrt",1,1,451,0.00221729490022173,0.00221729490022173,,,,,,,,151,"Oeverzwaluw","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,151,"Oeverzwaluw","alleen_beschrijvend","beschrijvend"
"okt",2,1,547,0.0036563071297989,0.00182815356489945,,,,,,,,151,"Oeverzwaluw","alleen_beschrijvend","beschrijvend"
"sep",40,5,508,0.078740157480315,0.00984251968503937,,,,,,,,151,"Oeverzwaluw","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,14,"Ooievaar","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,14,"Ooievaar","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,14,"Ooievaar","alleen_beschrijvend","beschrijvend"
"mrt",1,1,451,0.00221729490022173,0.00221729490022173,,,,,,,,14,"Ooievaar","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,14,"Ooievaar","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,14,"Ooievaar","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,14,"Ooievaar","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,171,"Paapje","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,171,"Paapje","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,171,"Paapje","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,171,"Paapje","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,171,"Paapje","alleen_beschrijvend","beschrijvend"
"okt",2,2,547,0.0036563071297989,0.0036563071297989,,,,,,,,171,"Paapje","alleen_beschrijvend","beschrijvend"
"sep",112,48,508,0.220472440944882,0.094488188976378,,,,,,,,171,"Paapje","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,634,"Pallas’ boszanger","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,634,"Pallas’ boszanger","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,634,"Pallas’ boszanger","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,634,"Pallas’ boszanger","alleen_beschrijvend","beschrijvend"
"nov",1,1,570,0.00175438596491228,0.00175438596491228,,,,,,,,634,"Pallas’ boszanger","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,634,"Pallas’ boszanger","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,634,"Pallas’ boszanger","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,69,"Patrijs","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,69,"Patrijs","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,69,"Patrijs","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,69,"Patrijs","alleen_beschrijvend","beschrijvend"
"nov",1,1,570,0.00175438596491228,0.00175438596491228,,,,,,,,69,"Patrijs","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,69,"Patrijs","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,69,"Patrijs","alleen_beschrijvend","beschrijvend"
"dec",7,1,563,0.0124333925399645,0.00177619893428064,,,,,,,,504,"Pestvogel","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,504,"Pestvogel","alleen_beschrijvend","beschrijvend"
"jan",8,3,562,0.0142348754448399,0.00533807829181495,,,,,,,,504,"Pestvogel","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,504,"Pestvogel","alleen_beschrijvend","beschrijvend"
"nov",17,4,570,0.0298245614035088,0.00701754385964912,,,,,,,,504,"Pestvogel","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,504,"Pestvogel","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,504,"Pestvogel","alleen_beschrijvend","beschrijvend"
"dec",5,4,563,0.0088809946714032,0.00710479573712256,,,,,,,,38,"Pijlstaart","alleen_beschrijvend","beschrijvend"
"feb",17,5,556,0.0305755395683453,0.00899280575539568,,,,,,,,38,"Pijlstaart","alleen_beschrijvend","beschrijvend"
"jan",9,5,562,0.0160142348754448,0.00889679715302491,,,,,,,,38,"Pijlstaart","alleen_beschrijvend","beschrijvend"
"mrt",16,6,451,0.0354767184035477,0.0133037694013304,,,,,,,,38,"Pijlstaart","alleen_beschrijvend","beschrijvend"
"nov",8,4,570,0.0140350877192982,0.00701754385964912,,,,,,,,38,"Pijlstaart","alleen_beschrijvend","beschrijvend"
"okt",7,5,547,0.0127970749542962,0.00914076782449726,,,,,,,,38,"Pijlstaart","alleen_beschrijvend","beschrijvend"
"sep",4,3,508,0.0078740157480315,0.00590551181102362,,,,,,,,38,"Pijlstaart","alleen_beschrijvend","beschrijvend"
"dec",3554,472,563,6.31261101243339,0.838365896980462,5.64156376491834,4.54273075399587,7.01257374595292,0.915994562770271,0.873252622262877,0.948597967427678,95.3470975726679,213,"Pimpelmees","indicatief","modelindex"
"feb",3327,455,556,5.98381294964029,0.818345323741007,5.53807337567065,4.4930218049399,6.85525056851685,0.904090264387505,0.861867441232386,0.940641537310548,93.5980243276231,213,"Pimpelmees","indicatief","modelindex"
