"groep_100","jaar","log_index_spliced","msi","periode","n_soorten","density_per_km2","korte_beschrijving","post_break","log_msi","gam_fit_log","gam_fit_se","gam_fit_msi","gam_fit_lower","gam_fit_upper"
200,1967,4.30224433244483,73.8653862906778,"1958-1983",6,24.9346120313862,"Rietvogels","pre",4.30224433244483,4.3032451907744,0.066763323235908,73.9393520862807,64.8702471556288,84.276352051244
200,1968,4.29689540872919,73.4713407733905,"1958-1983",5,26.0714285714286,"Rietvogels","pre",4.29689540872919,4.33498647536862,0.0653434997106948,76.3239266298138,67.1489452809776,86.7525431980754
200,1969,4.20665772897938,67.1317917926705,"1958-1983",5,22.6785714285714,"Rietvogels","pre",4.20665772897938,4.35806428815558,0.063264042812953,78.1057976804886,68.9972579699856,88.4167836634783
200,1970,4.31125002790764,74.5335998124494,"1958-1983",6,26.3111111111111,"Rietvogels","pre",4.31125002790764,4.37438670227161,0.061492958064018,79.3911342160826,70.3765776848759,89.5603679442707
200,1971,4.37700465975566,79.599249129205,"1958-1983",6,26.8922528940338,"Rietvogels","pre",4.37700465975566,4.38631710601352,0.0608690734274076,80.343975087136,71.3083707316971,90.5244961645572
200,1972,4.41453930829999,82.6437588409803,"1958-1983",6,28.5208148804252,"Rietvogels","pre",4.41453930829999,4.39650820500093,0.0616928297489262,81.1669549018943,71.9225797109189,91.5995309751936
200,1973,4.48263335346248,88.4673319590685,"1958-1983",6,27.9965004374453,"Rietvogels","pre",4.48263335346248,4.40771708192279,0.0635822532435135,82.0818632782157,72.4644332455543,92.9757120488765
200,1974,4.35694528942691,78.0184462743535,"1958-1983",6,25.4483347566183,"Rietvogels","pre",4.35694528942691,4.42261633118361,0.0657249184619525,83.3139774140472,73.2439383079755,94.7685090793723
200,1975,4.67885169734997,107.646390937038,"1958-1983",6,34.3324250681199,"Rietvogels","pre",4.67885169734997,4.44361602390839,0.067296422435513,85.0820448012479,74.5682665941951,97.0782167561486
200,1976,4.54402860184439,94.069004355269,"1958-1983",6,33.2819722650231,"Rietvogels","pre",4.54402860184439,4.47270990042382,0.067789185641568,87.593772078775,76.6955046061568,100.040660093297
200,1977,4.20125265952748,66.7699186513341,"1958-1983",6,30.9311740890688,"Rietvogels","pre",4.20125265952748,4.51135684754825,0.0672206751245836,91.0452692900615,79.806449684522,103.866806415616
200,1978,4.52224357601828,92.0418694297213,"1958-1983",5,36.2068965517241,"Rietvogels","pre",4.52224357601828,4.56040559252288,0.0663084871161576,95.6222556378537,83.9684352823098,108.893487684144
200,1979,4.41817491502908,82.9447658868109,"1958-1983",6,42.7001569858713,"Rietvogels","pre",4.41817491502908,4.62006689294369,0.0666393912811841,101.500821591203,89.0727708851025,115.662920119309
200,1980,4.68455805643361,108.262415855868,"1958-1983",6,52.3510971786834,"Rietvogels","pre",4.68455805643361,4.68993362174991,0.0706081965567736,108.845954563626,94.7784020188036,125.001493721286
200,1981,4.96811639709881,143.755853248484,"1958-1983",6,72.7272727272727,"Rietvogels","pre",4.96811639709881,4.76904535210014,0.0807006393153899,117.806724319889,100.57181999008,137.995159045062
200,1982,4.95081743636319,141.290412650124,"1958-1983",6,78.8732394366197,"Rietvogels","pre",4.95081743636319,4.85599064098572,0.0984571478777261,128.507933404471,105.955016473127,155.861322074131
200,1983,4.91778043206354,136.698863799929,"1958-1983",7,77.8996865203762,"Rietvogels","pre",4.91778043206354,4.94903745798013,0.124319766234418,141.039142463965,110.539256041282,179.954528548136
200,1984,4.91702368494705,136.59545646046,"1984-2025",7,54.9122282942944,"Rietvogels","post",4.91702368494705,4.85138918475147,0.119421136457092,127.917968163737,101.222772606578,161.653412150019
200,1985,4.89833437680176,134.066289689335,"1984-2025",7,76.9962417958945,"Rietvogels","post",4.89833437680176,4.90946903409841,0.0958882480774781,135.567413621176,112.33978439304,163.59764027706
200,1986,4.8041925401075,122.02092422981,"1984-2025",6,75.7439877094832,"Rietvogels","post",4.8041925401075,4.96844682560185,0.0797796567799056,143.803362128587,122.987004868246,168.143024392202
200,1987,4.86273829442414,129.377992530693,"1984-2025",6,89.9955036892442,"Rietvogels","post",4.86273829442414,5.02745298599013,0.070468248141983,152.543985808484,132.865218497151,175.137390127711
