"groep_100","jaar","territoria","surveyed_km2","density_per_km2","periode","korte_beschrijving","index_raw","index_spliced","bridge_factor"
500,2017,92,6.57225335,13.9982430835537,"1984-2025","Weidevogels",67.9785547247795,29.873507092969,0.439454872406687
500,2018,83,6.57225335,12.6288497384234,"1984-2025","Weidevogels",61.3284787190945,26.9510987903959,0.439454872406687
500,2019,92,6.10857011,15.0608077411426,"1984-2025","Weidevogels",73.1386029746477,32.1411154382272,0.439454872406687
500,2020,116,6.44975091,17.9851906869997,"1984-2025","Weidevogels",87.3400513231712,38.3820111102177,0.439454872406687
500,2021,106,6.57225335,16.1284105093118,"1984-2025","Weidevogels",78.3231174002894,34.4194755636382,0.439454872406687
500,2022,100,6.14314649,16.2783030101566,"1984-2025","Weidevogels",79.0510284324589,34.7393596134036,0.439454872406687
500,2023,122,6.57225335,18.5628875673212,"1984-2025","Weidevogels",90.1454747437293,39.6148681015458,0.439454872406687
500,2024,116,6.57225335,17.6499586705677,"1984-2025","Weidevogels",85.7120907399393,37.6665958998304,0.439454872406687
500,2025,109,6.57225335,16.5848749576886,"1984-2025","Weidevogels",80.5398094021843,35.3936116644958,0.439454872406687
600,1958,297,4.3072,68.954309063893,"1958-1983","Struweelvogels",33.4542854428334,33.4542854428334,1.49490454707433
600,1959,772,5.0372,153.259747478758,"1958-1983","Struweelvogels",74.3564167150175,74.3564167150175,1.49490454707433
600,1960,829,5.022,165.073675826364,"1958-1983","Struweelvogels",80.0881329269191,80.0881329269191,1.49490454707433
600,1961,812,5.002,162.335065973611,"1958-1983","Struweelvogels",78.7594525735901,78.7594525735901,1.49490454707433
600,1962,752,5.002,150.339864054378,"1958-1983","Struweelvogels",72.9397885903199,72.9397885903199,1.49490454707433
600,1963,685,5.2472,130.54581491081,"1958-1983","Struweelvogels",63.3363891928315,63.3363891928315,1.49490454707433
600,1964,797,5.3272,149.609550983631,"1958-1983","Struweelvogels",72.5854655282359,72.5854655282359,1.49490454707433
600,1965,874,5.315,164.440263405456,"1958-1983","Struweelvogels",79.7808227642946,79.7808227642946,1.49490454707433
600,1966,950,5.395,176.088971269694,"1958-1983","Struweelvogels",85.4323796172434,85.4323796172434,1.49490454707433
600,1967,946,5.735,164.952048823017,"1958-1983","Struweelvogels",80.0291236417449,80.0291236417449,1.49490454707433
