"jaar","groep_100","soort_id","soort_naam","territoria","surveyed_km2","density_per_km2","periode","index_raw","bridge_factor","index_spliced","log_index_spliced"
1958,300,150,"Veldleeuwerik",2,4.3072,0.464338781575037,"1958-1983",25.384602070925,0.567315869136301,25.384602070925,3.23414277252014
1958,400,150,"Veldleeuwerik",2,4.3072,0.464338781575037,"1958-1983",25.384602070925,0.567315869136301,25.384602070925,3.23414277252014
1958,500,150,"Veldleeuwerik",2,4.3072,0.464338781575037,"1958-1983",25.384602070925,0.567315869136301,25.384602070925,3.23414277252014
1959,300,150,"Veldleeuwerik",1,5.0372,0.198522988962122,"1958-1983",10.8529101524545,0.567315869136301,10.8529101524545,2.38443326083886
1959,400,150,"Veldleeuwerik",1,5.0372,0.198522988962122,"1958-1983",10.8529101524545,0.567315869136301,10.8529101524545,2.38443326083886
1959,500,150,"Veldleeuwerik",1,5.0372,0.198522988962122,"1958-1983",10.8529101524545,0.567315869136301,10.8529101524545,2.38443326083886
1960,300,150,"Veldleeuwerik",1,5.022,0.199123855037834,"1958-1983",10.8857584667352,0.567315869136301,10.8857584667352,2.38745537225302
1960,400,150,"Veldleeuwerik",1,5.022,0.199123855037834,"1958-1983",10.8857584667352,0.567315869136301,10.8857584667352,2.38745537225302
1960,500,150,"Veldleeuwerik",1,5.022,0.199123855037834,"1958-1983",10.8857584667352,0.567315869136301,10.8857584667352,2.38745537225302
1961,300,150,"Veldleeuwerik",2,5.002,0.39984006397441,"1958-1983",21.8585681807053,0.567315869136301,21.8585681807053,3.08459298109293
1961,400,150,"Veldleeuwerik",2,5.002,0.39984006397441,"1958-1983",21.8585681807053,0.567315869136301,21.8585681807053,3.08459298109293
1961,500,150,"Veldleeuwerik",2,5.002,0.39984006397441,"1958-1983",21.8585681807053,0.567315869136301,21.8585681807053,3.08459298109293
1963,300,150,"Veldleeuwerik",2,5.2472,0.381155663973167,"1958-1983",20.8371241881171,0.567315869136301,20.8371241881171,3.03673621255097
1963,400,150,"Veldleeuwerik",2,5.2472,0.381155663973167,"1958-1983",20.8371241881171,0.567315869136301,20.8371241881171,3.03673621255097
1963,500,150,"Veldleeuwerik",2,5.2472,0.381155663973167,"1958-1983",20.8371241881171,0.567315869136301,20.8371241881171,3.03673621255097
1964,300,150,"Veldleeuwerik",3,5.3272,0.563147619762727,"1958-1983",30.7863112066061,0.567315869136301,30.7863112066061,3.42707014984224
1964,400,150,"Veldleeuwerik",3,5.3272,0.563147619762727,"1958-1983",30.7863112066061,0.567315869136301,30.7863112066061,3.42707014984224
1964,500,150,"Veldleeuwerik",3,5.3272,0.563147619762727,"1958-1983",30.7863112066061,0.567315869136301,30.7863112066061,3.42707014984224
1965,300,150,"Veldleeuwerik",4,5.315,0.752587017873942,"1958-1983",41.1426370799202,0.567315869136301,41.1426370799202,3.71704498231439
1965,400,150,"Veldleeuwerik",4,5.315,0.752587017873942,"1958-1983",41.1426370799202,0.567315869136301,41.1426370799202,3.71704498231439
1965,500,150,"Veldleeuwerik",4,5.315,0.752587017873942,"1958-1983",41.1426370799202,0.567315869136301,41.1426370799202,3.71704498231439
1966,300,150,"Veldleeuwerik",2,5.395,0.370713623725672,"1958-1983",20.2662758183296,0.567315869136301,20.2662758183296,3.00895821483826
1966,400,150,"Veldleeuwerik",2,5.395,0.370713623725672,"1958-1983",20.2662758183296,0.567315869136301,20.2662758183296,3.00895821483826
1966,500,150,"Veldleeuwerik",2,5.395,0.370713623725672,"1958-1983",20.2662758183296,0.567315869136301,20.2662758183296,3.00895821483826
1967,300,150,"Veldleeuwerik",7,5.735,1.2205754141238,"1958-1983",66.7267573042037,0.567315869136301,66.7267573042037,4.20060603146239
1967,400,150,"Veldleeuwerik",7,5.735,1.2205754141238,"1958-1983",66.7267573042037,0.567315869136301,66.7267573042037,4.20060603146239
1967,500,150,"Veldleeuwerik",7,5.735,1.2205754141238,"1958-1983",66.7267573042037,0.567315869136301,66.7267573042037,4.20060603146239
1968,300,150,"Veldleeuwerik",6,5.6,1.07142857142857,"1958-1983",58.5731560927972,0.567315869136301,58.5731560927972,4.07027650447536
1968,400,150,"Veldleeuwerik",6,5.6,1.07142857142857,"1958-1983",58.5731560927972,0.567315869136301,58.5731560927972,4.07027650447536
1968,500,150,"Veldleeuwerik",6,5.6,1.07142857142857,"1958-1983",58.5731560927972,0.567315869136301,58.5731560927972,4.07027650447536
1969,300,150,"Veldleeuwerik",7,5.6,1.25,"1958-1983",68.33534877493,0.567315869136301,68.33534877493,4.22442718430262
1969,400,150,"Veldleeuwerik",7,5.6,1.25,"1958-1983",68.33534877493,0.567315869136301,68.33534877493,4.22442718430262
1969,500,150,"Veldleeuwerik",7,5.6,1.25,"1958-1983",68.33534877493,0.567315869136301,68.33534877493,4.22442718430262
1970,300,150,"Veldleeuwerik",10,5.625,1.77777777777778,"1958-1983",97.1880515910116,0.567315869136301,97.1880515910116,4.57664777789197
1970,400,150,"Veldleeuwerik",10,5.625,1.77777777777778,"1958-1983",97.1880515910116,0.567315869136301,97.1880515910116,4.57664777789197
1970,500,150,"Veldleeuwerik",10,5.625,1.77777777777778,"1958-1983",97.1880515910116,0.567315869136301,97.1880515910116,4.57664777789197
1971,300,150,"Veldleeuwerik",14,5.615,2.493321460374,"1958-1983",136.30559328214,0.567315869136301,136.30559328214,4.91489937441326
1971,400,150,"Veldleeuwerik",14,5.615,2.493321460374,"1958-1983",136.30559328214,0.567315869136301,136.30559328214,4.91489937441326
1971,500,150,"Veldleeuwerik",14,5.615,2.493321460374,"1958-1983",136.30559328214,0.567315869136301,136.30559328214,4.91489937441326
1972,300,150,"Veldleeuwerik",20,5.645,3.54295837023915,"1958-1983",193.68743674028,0.567315869136301,193.68743674028,5.26624570894078
1972,400,150,"Veldleeuwerik",20,5.645,3.54295837023915,"1958-1983",193.68743674028,0.567315869136301,193.68743674028,5.26624570894078
1972,500,150,"Veldleeuwerik",20,5.645,3.54295837023915,"1958-1983",193.68743674028,0.567315869136301,193.68743674028,5.26624570894078
1973,300,150,"Veldleeuwerik",27,5.715,4.7244094488189,"1958-1983",258.275333952492,0.567315869136301,258.275333952492,5.55402620174597
1973,400,150,"Veldleeuwerik",27,5.715,4.7244094488189,"1958-1983",258.275333952492,0.567315869136301,258.275333952492,5.55402620174597
1973,500,150,"Veldleeuwerik",27,5.715,4.7244094488189,"1958-1983",258.275333952492,0.567315869136301,258.275333952492,5.55402620174597
1974,300,150,"Veldleeuwerik",18,5.855,3.07429547395389,"1958-1983",168.066442759862,0.567315869136301,168.066442759862,5.12435939383489
1974,400,150,"Veldleeuwerik",18,5.855,3.07429547395389,"1958-1983",168.066442759862,0.567315869136301,168.066442759862,5.12435939383489
1974,500,150,"Veldleeuwerik",18,5.855,3.07429547395389,"1958-1983",168.066442759862,0.567315869136301,168.066442759862,5.12435939383489
1975,300,150,"Veldleeuwerik",22,5.505,3.99636693914623,"1958-1983",218.474502895326,0.567315869136301,218.474502895326,5.38666931617208
1975,400,150,"Veldleeuwerik",22,5.505,3.99636693914623,"1958-1983",218.474502895326,0.567315869136301,218.474502895326,5.38666931617208
1975,500,150,"Veldleeuwerik",22,5.505,3.99636693914623,"1958-1983",218.474502895326,0.567315869136301,218.474502895326,5.38666931617208
1976,300,150,"Veldleeuwerik",24,6.49,3.6979969183359,"1958-1983",202.16312734648,0.567315869136301,202.16312734648,5.30907493262036
1976,400,150,"Veldleeuwerik",24,6.49,3.6979969183359,"1958-1983",202.16312734648,0.567315869136301,202.16312734648,5.30907493262036
1976,500,150,"Veldleeuwerik",24,6.49,3.6979969183359,"1958-1983",202.16312734648,0.567315869136301,202.16312734648,5.30907493262036
1977,300,150,"Veldleeuwerik",24,6.175,3.88663967611336,"1958-1983",212.47590226375,0.567315869136301,212.47590226375,5.35882858082231
1977,400,150,"Veldleeuwerik",24,6.175,3.88663967611336,"1958-1983",212.47590226375,0.567315869136301,212.47590226375,5.35882858082231
1977,500,150,"Veldleeuwerik",24,6.175,3.88663967611336,"1958-1983",212.47590226375,0.567315869136301,212.47590226375,5.35882858082231
1978,300,150,"Veldleeuwerik",21,6.38,3.29153605015674,"1958-1983",179.942611194173,0.567315869136301,179.942611194173,5.19263797335513
1978,400,150,"Veldleeuwerik",21,6.38,3.29153605015674,"1958-1983",179.942611194173,0.567315869136301,179.942611194173,5.19263797335513
1978,500,150,"Veldleeuwerik",21,6.38,3.29153605015674,"1958-1983",179.942611194173,0.567315869136301,179.942611194173,5.19263797335513
1979,300,150,"Veldleeuwerik",15,6.37,2.35478806907378,"1958-1983",128.732211192961,0.567315869136301,128.732211192961,4.85773436450655
1979,400,150,"Veldleeuwerik",15,6.37,2.35478806907378,"1958-1983",128.732211192961,0.567315869136301,128.732211192961,4.85773436450655
1979,500,150,"Veldleeuwerik",15,6.37,2.35478806907378,"1958-1983",128.732211192961,0.567315869136301,128.732211192961,4.85773436450655
1980,300,150,"Veldleeuwerik",12,6.38,1.88087774294671,"1958-1983",102.824349253813,0.567315869136301,102.824349253813,4.63302218541971
1980,400,150,"Veldleeuwerik",12,6.38,1.88087774294671,"1958-1983",102.824349253813,0.567315869136301,102.824349253813,4.63302218541971
1980,500,150,"Veldleeuwerik",12,6.38,1.88087774294671,"1958-1983",102.824349253813,0.567315869136301,102.824349253813,4.63302218541971
1981,300,150,"Veldleeuwerik",11,6.38,1.72413793103448,"1958-1983",94.2556534826621,0.567315869136301,94.2556534826621,4.54601080843008
1981,400,150,"Veldleeuwerik",11,6.38,1.72413793103448,"1958-1983",94.2556534826621,0.567315869136301,94.2556534826621,4.54601080843008
1981,500,150,"Veldleeuwerik",11,6.38,1.72413793103448,"1958-1983",94.2556534826621,0.567315869136301,94.2556534826621,4.54601080843008
1982,300,150,"Veldleeuwerik",7,6.035,1.15990057995029,"1958-1983",63.4097685401173,0.567315869136301,63.4097685401173,4.14961792749423
1982,400,150,"Veldleeuwerik",7,6.035,1.15990057995029,"1958-1983",63.4097685401173,0.567315869136301,63.4097685401173,4.14961792749423
1982,500,150,"Veldleeuwerik",7,6.035,1.15990057995029,"1958-1983",63.4097685401173,0.567315869136301,63.4097685401173,4.14961792749423
1983,300,150,"Veldleeuwerik",8,6.38,1.25391849529781,"1958-1983",68.5495661692088,0.567315869136301,68.5495661692088,4.22755707731155
1983,400,150,"Veldleeuwerik",8,6.38,1.25391849529781,"1958-1983",68.5495661692088,0.567315869136301,68.5495661692088,4.22755707731155
1983,500,150,"Veldleeuwerik",8,6.38,1.25391849529781,"1958-1983",68.5495661692088,0.567315869136301,68.5495661692088,4.22755707731155
1984,300,150,"Veldleeuwerik",1,3.02300608,0.330796555989725,"1984-2025",155.155664712263,0.567315869136301,88.0222707776579,4.47758985947846
1984,400,150,"Veldleeuwerik",1,3.02300608,0.330796555989725,"1984-2025",155.155664712263,0.567315869136301,88.0222707776579,4.47758985947846
1984,500,150,"Veldleeuwerik",1,3.02300608,0.330796555989725,"1984-2025",155.155664712263,0.567315869136301,88.0222707776579,4.47758985947846
1986,300,150,"Veldleeuwerik",1,4.23796013,0.235962578534216,"1984-2025",110.675066160099,0.567315869136301,62.7877213503342,4.13975953445851
1986,400,150,"Veldleeuwerik",1,4.23796013,0.235962578534216,"1984-2025",110.675066160099,0.567315869136301,62.7877213503342,4.13975953445851
1986,500,150,"Veldleeuwerik",1,4.23796013,0.235962578534216,"1984-2025",110.675066160099,0.567315869136301,62.7877213503342,4.13975953445851
1988,300,150,"Veldleeuwerik",1,4.70180252,0.212684389815674,"1984-2025",99.7567455835241,0.567315869136301,56.5935848229258,4.03589563643427
1988,400,150,"Veldleeuwerik",1,4.70180252,0.212684389815674,"1984-2025",99.7567455835241,0.567315869136301,56.5935848229258,4.03589563643427
1988,500,150,"Veldleeuwerik",1,4.70180252,0.212684389815674,"1984-2025",99.7567455835241,0.567315869136301,56.5935848229258,4.03589563643427
1990,300,150,"Veldleeuwerik",1,4.85514176,0.205967209492973,"1984-2025",96.6061427157201,0.567315869136301,54.8061978186742,4.00380328643969
1990,400,150,"Veldleeuwerik",1,4.85514176,0.205967209492973,"1984-2025",96.6061427157201,0.567315869136301,54.8061978186742,4.00380328643969
1990,500,150,"Veldleeuwerik",1,4.85514176,0.205967209492973,"1984-2025",96.6061427157201,0.567315869136301,54.8061978186742,4.00380328643969
1999,300,150,"Veldleeuwerik",2,6.09164596,0.328318489474395,"1984-2025",153.993361023106,0.567315869136301,87.3628774500435,4.47007044929806
1999,400,150,"Veldleeuwerik",2,6.09164596,0.328318489474395,"1984-2025",153.993361023106,0.567315869136301,87.3628774500435,4.47007044929806
1999,500,150,"Veldleeuwerik",2,6.09164596,0.328318489474395,"1984-2025",153.993361023106,0.567315869136301,87.3628774500435,4.47007044929806
2000,300,150,"Veldleeuwerik",1,5.70172844,0.175385413479987,"1984-2025",82.2621636065874,0.567315869136301,46.6686308435037,3.84307222255911
2000,400,150,"Veldleeuwerik",1,5.70172844,0.175385413479987,"1984-2025",82.2621636065874,0.567315869136301,46.6686308435037,3.84307222255911
2000,500,150,"Veldleeuwerik",1,5.70172844,0.175385413479987,"1984-2025",82.2621636065874,0.567315869136301,46.6686308435037,3.84307222255911
2003,300,150,"Veldleeuwerik",1,6.2141484,0.160923096075401,"1984-2025",75.4788086122328,0.567315869136301,42.8203259092213,3.7570128942774
2003,400,150,"Veldleeuwerik",1,6.2141484,0.160923096075401,"1984-2025",75.4788086122328,0.567315869136301,42.8203259092213,3.7570128942774
2003,500,150,"Veldleeuwerik",1,6.2141484,0.160923096075401,"1984-2025",75.4788086122328,0.567315869136301,42.8203259092213,3.7570128942774
2009,300,150,"Veldleeuwerik",1,5.98606767,0.167054576581491,"1984-2025",78.3546968775935,0.567315869136301,44.4518629600234,3.79440687244326
2009,400,150,"Veldleeuwerik",1,5.98606767,0.167054576581491,"1984-2025",78.3546968775935,0.567315869136301,44.4518629600234,3.79440687244326
2009,500,150,"Veldleeuwerik",1,5.98606767,0.167054576581491,"1984-2025",78.3546968775935,0.567315869136301,44.4518629600234,3.79440687244326
2022,300,150,"Veldleeuwerik",1,6.14314649,0.162783030101566,"1984-2025",76.3511855911501,0.567315869136301,43.3152392132303,3.76850451796867
2022,400,150,"Veldleeuwerik",1,6.14314649,0.162783030101566,"1984-2025",76.3511855911501,0.567315869136301,43.3152392132303,3.76850451796867
2022,500,150,"Veldleeuwerik",1,6.14314649,0.162783030101566,"1984-2025",76.3511855911501,0.567315869136301,43.3152392132303,3.76850451796867
2025,300,150,"Veldleeuwerik",1,6.57225335,0.152154816125583,"1984-2025",71.3661651177237,0.567315869136301,40.4871579906861,3.70098483718017
2025,400,150,"Veldleeuwerik",1,6.57225335,0.152154816125583,"1984-2025",71.3661651177237,0.567315869136301,40.4871579906861,3.70098483718017
2025,500,150,"Veldleeuwerik",1,6.57225335,0.152154816125583,"1984-2025",71.3661651177237,0.567315869136301,40.4871579906861,3.70098483718017
1958,700,155,"Boompieper",11,4.3072,2.5538632986627,"1958-1983",52.5401757470446,0.228287903280046,52.5401757470446,3.96157812926597
1959,700,155,"Boompieper",29,5.0372,5.75716667990153,"1958-1983",118.441166888395,0.228287903280046,118.441166888395,4.77441635533274
1960,700,155,"Boompieper",25,5.022,4.97809637594584,"1958-1983",102.413491988736,0.228287903280046,102.413491988736,4.62901846162863
1961,700,155,"Boompieper",27,5.002,5.39784086365454,"1958-1983",111.048820733472,0.228287903280046,111.048820733472,4.70996993104472
1962,700,155,"Boompieper",18,5.002,3.59856057576969,"1958-1983",74.0325471556482,0.228287903280046,74.0325471556482,4.30450482293656
1963,700,155,"Boompieper",28,5.2472,5.33617929562433,"1958-1983",109.780268253454,0.228287903280046,109.780268253454,4.69848080667363
1964,700,155,"Boompieper",21,5.3272,3.94203333833909,"1958-1983",81.0987512548138,0.228287903280046,81.0987512548138,4.39566756340497
1965,700,155,"Boompieper",19,5.315,3.57478833490122,"1958-1983",73.5434850692849,0.228287903280046,73.5434850692849,4.29787686486835
1966,700,155,"Boompieper",26,5.395,4.81927710843374,"1958-1983",99.1461314250474,0.228287903280046,99.1461314250474,4.5965948368072
1967,700,155,"Boompieper",29,5.735,5.0566695727986,"1958-1983",104.029964402829,0.228287903280046,104.029964402829,4.64467897690096
1968,700,155,"Boompieper",27,5.6,4.82142857142857,"1958-1983",99.1903930908621,0.228287903280046,99.1903930908621,4.59704116575904
1969,700,155,"Boompieper",35,5.6,6.25,"1958-1983",128.580139191858,0.228287903280046,128.580139191858,4.85655236124413
1970,700,155,"Boompieper",46,5.625,8.17777777777778,"1958-1983",168.23996879148,0.228287903280046,168.23996879148,5.12539134589443
1971,700,155,"Boompieper",48,5.615,8.54853072128228,"1958-1983",175.867403204536,0.228287903280046,175.867403204536,5.1697303202133
1972,700,155,"Boompieper",58,5.645,10.2745792736935,"1958-1983",211.377093303888,0.228287903280046,211.377093303888,5.35364371044061
1973,700,155,"Boompieper",51,5.715,8.9238845144357,"1958-1983",183.589490079714,0.228287903280046,183.589490079714,5.21270223297337
1974,700,155,"Boompieper",51,5.855,8.71050384286934,"1958-1983",179.199647447577,0.228287903280046,179.199647447577,5.18850053317046
1975,700,155,"Boompieper",46,5.505,8.35603996366939,"1958-1983",171.907325059415,0.228287903280046,171.907325059415,5.14695552381027
1976,700,155,"Boompieper",36,6.49,5.54699537750385,"1958-1983",114.117350037766,0.228287903280046,114.117350037766,4.73722730523593
1977,700,155,"Boompieper",28,6.175,4.53441295546559,"1958-1983",93.285671834741,0.228287903280046,93.285671834741,4.53566652515698
1978,700,155,"Boompieper",17,6.38,2.66457680250784,"1958-1983",54.8178649846167,0.228287903280046,54.8178649846167,4.00401614419534
1979,700,155,"Boompieper",11,6.37,1.72684458398744,"1958-1983",35.5260667154899,0.228287903280046,35.5260667154899,3.57026670071012
1980,700,155,"Boompieper",12,6.38,1.88087774294671,"1958-1983",38.694963518553,0.228287903280046,38.694963518553,3.65570944992712
1981,700,155,"Boompieper",4,6.38,0.626959247648903,"1958-1983",12.898321172851,0.228287903280046,12.898321172851,2.55709716125901
1982,700,155,"Boompieper",1,6.035,0.165700082850041,"1958-1983",3.40891835471373,0.228287903280046,3.40891835471373,1.22639504294632
1983,700,155,"Boompieper",1,6.38,0.156739811912226,"1958-1983",3.22458029321275,0.228287903280046,3.22458029321275,1.17080280013912
1985,700,155,"Boompieper",4,5.13012052,0.779708777679944,"1984-2025",25.8032729615614,0.228287903280046,5.89057508215756,1.77335362993595
1986,700,155,"Boompieper",4,4.23796013,0.943850314136863,"1984-2025",31.2352867989976,0.228287903280046,7.13063813169408,1.9644007299577
1987,700,155,"Boompieper",2,5.02247314,0.39821019331524,"1984-2025",13.1781590875036,0.228287903280046,3.00841430717708,1.10141313170175
1988,700,155,"Boompieper",1,4.70180252,0.212684389815674,"1984-2025",7.03846554274611,0.228287903280046,1.60679654106236,0.47424247081357
1990,700,155,"Boompieper",1,4.85514176,0.205967209492973,"1984-2025",6.81617070349287,0.228287903280046,1.55604931829927,0.442150120818988
1991,700,155,"Boompieper",2,5.55688703,0.359913741129267,"1984-2025",11.9107964035097,0.228287903280046,2.71909073735274,1.00029753668334
1992,700,155,"Boompieper",2,6.1308353,0.326219821954767,"1984-2025",10.7957475307865,0.228287903280046,2.46453856814399,0.902004596521057
1993,700,155,"Boompieper",7,6.1308353,1.14176937684168,"1984-2025",37.7851163577527,0.228287903280046,8.62588498850395,2.15476756501642
1994,700,155,"Boompieper",11,6.1308353,1.79420902075122,"1984-2025",59.3766114193257,0.228287903280046,13.5549621247919,2.60675268875948
1995,700,155,"Boompieper",12,6.09164596,1.96991093684637,"1984-2025",65.1911983916088,0.228287903280046,14.8823619931339,2.70017675290541
1996,700,155,"Boompieper",16,6.44975091,2.48071595682755,"1984-2025",82.0955115634178,0.228287903280046,18.7414122035154,2.93073563168263
1997,700,155,"Boompieper",13,6.09164596,2.13407018158357,"1984-2025",70.6237982575762,0.228287903280046,16.1225588258951,2.78021946057895
1998,700,155,"Boompieper",17,5.62796272,3.02063123829648,"1984-2025",99.9631844467666,0.228287903280046,22.8203857825489,3.12765424974892
1999,700,155,"Boompieper",12,6.09164596,1.96991093684637,"1984-2025",65.1911983916088,0.228287903280046,14.8823619931339,2.70017675290541
2000,700,155,"Boompieper",18,5.70172844,3.15693744263976,"1984-2025",104.474030416065,0.228287903280046,23.8501573508993,3.17179081483457
2001,700,155,"Boompieper",23,6.44975091,3.5660291879396,"1984-2025",118.012297872413,0.228287903280046,26.9407800425534,3.293641125372
2002,700,155,"Boompieper",12,6.09164596,1.96991093684637,"1984-2025",65.1911983916088,0.228287903280046,14.8823619931339,2.70017675290541
2003,700,155,"Boompieper",25,6.2141484,4.02307740188503,"1984-2025",133.13761152621,0.228287903280046,30.3937061830319,3.41423555352489
2004,700,155,"Boompieper",28,6.2141484,4.50584669011123,"1984-2025",149.114124909355,0.228287903280046,34.0409509249957,3.5275642388319
2005,700,155,"Boompieper",23,6.2141484,3.70123120973423,"1984-2025",122.486602604113,0.228287903280046,27.9622096883893,3.33085394458584
2006,700,155,"Boompieper",22,5.65793112,3.88834708896209,"1984-2025",128.678917280274,0.228287903280046,29.3758402222604,3.38017257536625
2007,700,155,"Boompieper",17,6.1308353,2.77286848661552,"1984-2025",91.7638540116852,0.228287903280046,20.9485778292239,3.04207076001733
2008,700,155,"Boompieper",13,6.02064405,2.1592374324139,"1984-2025",71.4566700443982,0.228287903280046,16.3126933798098,2.79194353971363
2009,700,155,"Boompieper",17,5.98606767,2.83992780188534,"1984-2025",93.9830797868154,0.228287903280046,21.4552002283334,3.06596705087878
2010,700,155,"Boompieper",19,6.44975091,2.94585019873271,"1984-2025",97.4884199815586,0.228287903280046,22.2554269916746,3.10258588860929
2011,700,155,"Boompieper",12,6.44975091,1.86053696762066,"1984-2025",61.5716336725633,0.228287903280046,14.0560591526366,2.64305355923085
2012,700,155,"Boompieper",21,6.44975091,3.25593969333616,"1984-2025",107.750358926986,0.228287903280046,24.598103517114,3.20266934716627
2013,700,155,"Boompieper",24,6.44975091,3.72107393524132,"1984-2025",123.143267345127,0.228287903280046,28.1121183052732,3.33620073979079
2014,700,155,"Boompieper",25,6.44975091,3.87611868254304,"1984-2025",128.27423681784,0.228287903280046,29.2834565679929,3.37702273431105
2015,700,155,"Boompieper",20,6.57225335,3.04309632251167,"1984-2025",100.706632150195,0.228287903280046,22.9901058999629,3.13506394511346
2016,700,155,"Boompieper",15,6.44975091,2.32567120952583,"1984-2025",76.9645420907042,0.228287903280046,17.5700739407957,2.86619711054506
2017,700,155,"Boompieper",17,6.57225335,2.58663187413492,"1984-2025",85.6006373276657,0.228287903280046,19.5415900149685,2.97254501561568
2018,700,155,"Boompieper",18,6.57225335,2.7387866902605,"1984-2025",90.6359689351755,0.228287903280046,20.6910953099666,3.02970342945563
2019,700,155,"Boompieper",20,6.10857011,3.27408863937882,"1984-2025",108.350970619593,0.228287903280046,24.7352159011049,3.20822797320858
2020,700,155,"Boompieper",31,6.44975091,4.80638716635337,"1984-2025",159.060053654122,0.228287903280046,36.3114861443112,3.59213411392799
2021,700,155,"Boompieper",33,6.57225335,5.02110893214426,"1984-2025",166.165943047822,0.228287903280046,37.9336747349388,3.63583923302594
2022,700,155,"Boompieper",48,6.14314649,7.81358544487517,"1984-2025",258.578694782062,0.228287903280046,59.0303880646881,4.07805236325586
2023,700,155,"Boompieper",48,6.57225335,7.30343117402801,"1984-2025",241.695917160468,0.228287903280046,55.176254159911,4.01053268246736
2024,700,155,"Boompieper",49,6.57225335,7.45558599015359,"1984-2025",246.731248767978,0.228287903280046,56.3257594549091,4.03115196967009
2025,700,155,"Boompieper",56,6.57225335,8.52066970303267,"1984-2025",281.978570020546,0.228287903280046,64.3722965198962,4.16468336229461
1958,300,156,"Graspieper",1,4.3072,0.232169390787519,"1958-1983",12.1540605682242,3.12928849812231,12.1540605682242,2.49766331709915
1958,400,156,"Graspieper",1,4.3072,0.232169390787519,"1958-1983",12.1540605682242,3.12928849812231,12.1540605682242,2.49766331709915
1958,500,156,"Graspieper",1,4.3072,0.232169390787519,"1958-1983",12.1540605682242,3.12928849812231,12.1540605682242,2.49766331709915
1959,300,156,"Graspieper",1,5.0372,0.198522988962122,"1958-1983",10.3926724528419,3.12928849812231,10.3926724528419,2.34110098597781
1959,400,156,"Graspieper",1,5.0372,0.198522988962122,"1958-1983",10.3926724528419,3.12928849812231,10.3926724528419,2.34110098597781
1959,500,156,"Graspieper",1,5.0372,0.198522988962122,"1958-1983",10.3926724528419,3.12928849812231,10.3926724528419,2.34110098597781
1960,300,156,"Graspieper",1,5.022,0.199123855037834,"1958-1983",10.4241277736868,3.12928849812231,10.4241277736868,2.34412309739197
1960,400,156,"Graspieper",1,5.022,0.199123855037834,"1958-1983",10.4241277736868,3.12928849812231,10.4241277736868,2.34412309739197
1960,500,156,"Graspieper",1,5.022,0.199123855037834,"1958-1983",10.4241277736868,3.12928849812231,10.4241277736868,2.34412309739197
1962,300,156,"Graspieper",1,5.002,0.199920031987205,"1958-1983",10.4658076128459,3.12928849812231,10.4658076128459,2.34811352567194
1962,400,156,"Graspieper",1,5.002,0.199920031987205,"1958-1983",10.4658076128459,3.12928849812231,10.4658076128459,2.34811352567194
1962,500,156,"Graspieper",1,5.002,0.199920031987205,"1958-1983",10.4658076128459,3.12928849812231,10.4658076128459,2.34811352567194
1964,300,156,"Graspieper",1,5.3272,0.187715873254242,"1958-1983",9.82692027321203,3.12928849812231,9.82692027321203,2.28512558631309
1964,400,156,"Graspieper",1,5.3272,0.187715873254242,"1958-1983",9.82692027321203,3.12928849812231,9.82692027321203,2.28512558631309
1964,500,156,"Graspieper",1,5.3272,0.187715873254242,"1958-1983",9.82692027321203,3.12928849812231,9.82692027321203,2.28512558631309
1965,300,156,"Graspieper",1,5.315,0.188146754468485,"1958-1983",9.8494768917131,3.12928849812231,9.8494768917131,2.28741834633345
1965,400,156,"Graspieper",1,5.315,0.188146754468485,"1958-1983",9.8494768917131,3.12928849812231,9.8494768917131,2.28741834633345
1965,500,156,"Graspieper",1,5.315,0.188146754468485,"1958-1983",9.8494768917131,3.12928849812231,9.8494768917131,2.28741834633345
1966,300,156,"Graspieper",2,5.395,0.370713623725672,"1958-1983",19.4068469617999,3.12928849812231,19.4068469617999,2.96562593997721
1966,400,156,"Graspieper",2,5.395,0.370713623725672,"1958-1983",19.4068469617999,3.12928849812231,19.4068469617999,2.96562593997721
1966,500,156,"Graspieper",2,5.395,0.370713623725672,"1958-1983",19.4068469617999,3.12928849812231,19.4068469617999,2.96562593997721
1967,300,156,"Graspieper",2,5.735,0.3487358326068,"1958-1983",18.2563102631055,3.12928849812231,18.2563102631055,2.90451078810598
1967,400,156,"Graspieper",2,5.735,0.3487358326068,"1958-1983",18.2563102631055,3.12928849812231,18.2563102631055,2.90451078810598
1967,500,156,"Graspieper",2,5.735,0.3487358326068,"1958-1983",18.2563102631055,3.12928849812231,18.2563102631055,2.90451078810598
1968,300,156,"Graspieper",2,5.6,0.357142857142857,"1958-1983",18.6964177426625,3.12928849812231,18.6964177426625,2.92833194094621
1968,400,156,"Graspieper",2,5.6,0.357142857142857,"1958-1983",18.6964177426625,3.12928849812231,18.6964177426625,2.92833194094621
1968,500,156,"Graspieper",2,5.6,0.357142857142857,"1958-1983",18.6964177426625,3.12928849812231,18.6964177426625,2.92833194094621
1970,300,156,"Graspieper",3,5.625,0.533333333333333,"1958-1983",27.9199838290427,3.12928849812231,27.9199838290427,3.32934269870499
1970,400,156,"Graspieper",3,5.625,0.533333333333333,"1958-1983",27.9199838290427,3.12928849812231,27.9199838290427,3.32934269870499
1970,500,156,"Graspieper",3,5.625,0.533333333333333,"1958-1983",27.9199838290427,3.12928849812231,27.9199838290427,3.32934269870499
