SUBNHLVOLG,SUBNHLCODE,SUBNHLOMS,GROEPNR,GROEPNAAM,REFERENTIE,ONDERGRENS,REF_KLAS,ONDER_KLAS
26.0,4.4,Park- en stinsebos,500.0,Weidevogels,0.1731,0.0571,0.2,0.066
26.0,4.4,Park- en stinsebos,501.0,Zomertaling-groep,0.1731,0.0571,0.2,0.066
26.0,4.4,Park- en stinsebos,600.0,Struweelvogels,26.9773,8.9025,34.35,11.3355
26.0,4.4,Park- en stinsebos,602.0,Roodborsttapuit-groep,1.125,0.3712,1.7,0.561
26.0,4.4,Park- en stinsebos,603.0,Grasmus-groep,6.382,2.106,6.6,2.178
26.0,4.4,Park- en stinsebos,604.0,Winterkoning-groep,20.5954,6.7965,27.75,9.1575
26.0,4.4,Park- en stinsebos,611.0,Zwartkop-groep,20.5954,6.7965,27.75,9.1575
26.0,4.4,Park- en stinsebos,700.0,Bosrandvogels,13.2875,4.3849,15.2,5.016
26.0,4.4,Park- en stinsebos,702.0,Geelgors-groep,6.8493,2.2603,9.0,2.97
26.0,4.4,Park- en stinsebos,703.0,Putter-groep,6.4382,2.1246,6.2,2.046
26.0,4.4,Park- en stinsebos,711.0,Bosrandstruweelvogels,19.6694,6.4909,21.8,7.194
26.0,4.4,Park- en stinsebos,800.0,Bosvogels,210.6698,69.521,200.85,66.2805
26.0,4.4,Park- en stinsebos,801.0,Vink-groep,1.5576,0.514,1.5,0.495
26.0,4.4,Park- en stinsebos,803.0,Appelvink-groep,6.0748,2.0047,5.45,1.7985
26.0,4.4,Park- en stinsebos,804.0,Grote Bonte Specht-groep,45.6473,15.0636,57.75,19.0575
26.0,4.4,Park- en stinsebos,805.0,Kleine Bonte Specht-groep,11.4356,3.7738,12.2,4.026
26.0,4.4,Park- en stinsebos,806.0,Boomklever-groep,145.1108,47.8866,123.0,40.59
26.0,4.4,Park- en stinsebos,807.0,Havik-groep,0.8437,0.2784,0.95,0.3135
26.0,4.4,Park- en stinsebos,808.0,Torenvalk-groep,0.5841,0.1928,0.95,0.3135
26.0,4.4,Park- en stinsebos,811.0,Loofhoutvogels,162.6211,53.665,140.65,46.4145
26.0,4.4,Park- en stinsebos,812.0,Holenbroeders,202.1937,66.7239,192.95,63.6735
26.0,4.4,Park- en stinsebos,813.0,Vogels van oud bos,208.2684,68.7286,198.4,65.472
26.0,4.4,Park- en stinsebos,901.0,Zwarte Roodstaart-groep,133.4545,44.04,111.0,36.63
26.0,4.4,Park- en stinsebos,911.0,Rode Lijst soorten,4.2835,1.4136,6.2,2.046
26.0,4.4,Park- en stinsebos,921.0,Roofvogels,1.4278,0.4712,1.9,0.627
26.0,4.4,Park- en stinsebos,999.0,Overige soorten,2.384,0.7867,3.0,0.99
28.0,5.1,Natte duinvalleien,100.0,Watervogels,8.3067,2.7412,7.5,2.475
28.0,5.1,Natte duinvalleien,101.0,Dodaars-groep,3.1949,1.0543,3.0,0.99
28.0,5.1,Natte duinvalleien,102.0,Slobeend-groep,7.6677,2.5304,6.75,2.2275
28.0,5.1,Natte duinvalleien,103.0,Kuifeend-groep,0.639,0.2109,0.75,0.2475
28.0,5.1,Natte duinvalleien,200.0,Rietvogels,11.5016,3.7955,12.0,3.96
28.0,5.1,Natte duinvalleien,204.0,Blauwborst-groep,11.5016,3.7955,12.0,3.96
28.0,5.1,Natte duinvalleien,300.0,Pioniervogels,19.1693,6.3259,20.25,6.6825
28.0,5.1,Natte duinvalleien,303.0,Scholekster-groep,17.8914,5.9042,18.75,6.1875
28.0,5.1,Natte duinvalleien,304.0,Tapuit-groep,4.4728,1.476,6.0,1.98
28.0,5.1,Natte duinvalleien,305.0,Fazant-groep,1.9169,0.6326,2.25,0.7425
28.0,5.1,Natte duinvalleien,306.0,Kievit-groep,0.639,0.2109,0.75,0.2475
28.0,5.1,Natte duinvalleien,400.0,Vogels van open heide,22.3642,7.3802,26.25,8.6625
28.0,5.1,Natte duinvalleien,401.0,Korhoen-groep,21.0863,6.9585,24.75,8.1675
28.0,5.1,Natte duinvalleien,402.0,Wulp-groep,1.278,0.4217,1.5,0.495
28.0,5.1,Natte duinvalleien,500.0,Weidevogels,33.2268,10.9649,36.0,11.88
28.0,5.1,Natte duinvalleien,501.0,Zomertaling-groep,10.8626,3.5847,9.75,3.2175
28.0,5.1,Natte duinvalleien,502.0,Grutto-groep,1.278,0.4217,1.5,0.495
28.0,5.1,Natte duinvalleien,503.0,Veldleeuwerik-groep,21.0863,6.9585,24.75,8.1675
28.0,5.1,Natte duinvalleien,600.0,Struweelvogels,80.5112,26.5687,84.0,27.72
28.0,5.1,Natte duinvalleien,601.0,Rietgors-groep,12.7796,4.2173,13.5,4.455
28.0,5.1,Natte duinvalleien,602.0,Roodborsttapuit-groep,38.9776,12.8626,37.5,12.375
28.0,5.1,Natte duinvalleien,603.0,Grasmus-groep,67.7316,22.3514,70.5,23.265
28.0,5.1,Natte duinvalleien,700.0,Bosrandvogels,4.4728,1.476,6.0,1.98
28.0,5.1,Natte duinvalleien,703.0,Putter-groep,4.4728,1.476,6.0,1.98
28.0,5.1,Natte duinvalleien,711.0,Bosrandstruweelvogels,72.2045,23.8275,76.5,25.245
28.0,5.1,Natte duinvalleien,800.0,Bosvogels,0.639,0.2109,0.75,0.2475
28.0,5.1,Natte duinvalleien,803.0,Appelvink-groep,0.639,0.2109,0.75,0.2475
28.0,5.1,Natte duinvalleien,811.0,Loofhoutvogels,0.639,0.2109,0.75,0.2475
28.0,5.1,Natte duinvalleien,813.0,Vogels van oud bos,0.639,0.2109,0.75,0.2475
28.0,5.1,Natte duinvalleien,911.0,Rode Lijst soorten,8.3067,2.7412,10.5,3.465
28.0,5.1,Natte duinvalleien,999.0,Overige soorten,3.1949,1.0543,3.0,0.99
29.0,5.2,Hoogveen en moerasheide,100.0,Watervogels,11.4293,3.7717,12.2,4.026
29.0,5.2,Hoogveen en moerasheide,101.0,Dodaars-groep,27.6993,9.1408,30.0,9.9
29.0,5.2,Hoogveen en moerasheide,102.0,Slobeend-groep,6.5887,2.1743,6.2,2.046
29.0,5.2,Hoogveen en moerasheide,200.0,Rietvogels,22.7914,7.5212,25.7,8.481
29.0,5.2,Hoogveen en moerasheide,202.0,Rietzanger-groep,10.0847,3.328,12.0,3.96
29.0,5.2,Hoogveen en moerasheide,203.0,Porseleinhoen-groep,7.8661,2.5958,7.5,2.475
29.0,5.2,Hoogveen en moerasheide,204.0,Blauwborst-groep,4.8407,1.5974,6.2,2.046
29.0,5.2,Hoogveen en moerasheide,211.0,Waterrietvogels,17.9508,5.9238,19.5,6.435
29.0,5.2,Hoogveen en moerasheide,300.0,Pioniervogels,16.0921,5.3104,15.2,5.016
29.0,5.2,Hoogveen en moerasheide,303.0,Scholekster-groep,4.73,1.5609,4.7,1.551
29.0,5.2,Hoogveen en moerasheide,304.0,Tapuit-groep,0.2689,0.0887,0.2,0.066
29.0,5.2,Hoogveen en moerasheide,305.0,Fazant-groep,12.9757,4.282,12.0,3.96
29.0,5.2,Hoogveen en moerasheide,306.0,Kievit-groep,4.8407,1.5974,4.5,1.485
29.0,5.2,Hoogveen en moerasheide,400.0,Vogels van open heide,18.1931,6.0037,18.0,5.94
29.0,5.2,Hoogveen en moerasheide,401.0,Korhoen-groep,2.6626,0.8787,3.75,1.2375
29.0,5.2,Hoogveen en moerasheide,402.0,Wulp-groep,15.5305,5.1251,14.25,4.7025
29.0,5.2,Hoogveen en moerasheide,500.0,Weidevogels,47.2371,15.5882,48.0,15.84
29.0,5.2,Hoogveen en moerasheide,501.0,Zomertaling-groep,35.2965,11.6478,36.0,11.88
29.0,5.2,Hoogveen en moerasheide,502.0,Grutto-groep,5.0157,1.6552,4.5,1.485
29.0,5.2,Hoogveen en moerasheide,503.0,Veldleeuwerik-groep,6.9248,2.2852,7.5,2.475
29.0,5.2,Hoogveen en moerasheide,600.0,Struweelvogels,30.4781,10.0578,39.95,13.1835
29.0,5.2,Hoogveen en moerasheide,601.0,Rietgors-groep,8.3367,2.7511,9.2,3.036
29.0,5.2,Hoogveen en moerasheide,602.0,Roodborsttapuit-groep,19.9819,6.594,27.75,9.1575
29.0,5.2,Hoogveen en moerasheide,603.0,Grasmus-groep,21.0617,6.9504,29.25,9.6525
29.0,5.2,Hoogveen en moerasheide,604.0,Winterkoning-groep,1.0797,0.3563,1.5,0.495
29.0,5.2,Hoogveen en moerasheide,611.0,Zwartkop-groep,1.0797,0.3563,1.5,0.495
29.0,5.2,Hoogveen en moerasheide,700.0,Bosrandvogels,6.014,1.9846,6.95,2.2935
29.0,5.2,Hoogveen en moerasheide,702.0,Geelgors-groep,6.014,1.9846,6.95,2.2935
29.0,5.2,Hoogveen en moerasheide,711.0,Bosrandstruweelvogels,27.0757,8.935,36.2,11.946
29.0,5.2,Hoogveen en moerasheide,800.0,Bosvogels,3.4075,1.1245,2.55,0.8415
29.0,5.2,Hoogveen en moerasheide,801.0,Vink-groep,0.2017,0.0666,0.2,0.066
29.0,5.2,Hoogveen en moerasheide,803.0,Appelvink-groep,0.961,0.3171,0.95,0.3135
29.0,5.2,Hoogveen en moerasheide,804.0,Grote Bonte Specht-groep,1.3304,0.439,0.6,0.198
29.0,5.2,Hoogveen en moerasheide,805.0,Kleine Bonte Specht-groep,0.4034,0.1331,0.2,0.066
29.0,5.2,Hoogveen en moerasheide,806.0,Boomklever-groep,0.2017,0.0666,0.2,0.066
29.0,5.2,Hoogveen en moerasheide,807.0,Havik-groep,0.3093,0.1021,0.4,0.132
29.0,5.2,Hoogveen en moerasheide,808.0,Torenvalk-groep,1.2505,0.4127,1.7,0.561
29.0,5.2,Hoogveen en moerasheide,811.0,Loofhoutvogels,1.5661,0.5168,1.35,0.4455
29.0,5.2,Hoogveen en moerasheide,812.0,Holenbroeders,1.9355,0.6387,1.0,0.33
29.0,5.2,Hoogveen en moerasheide,813.0,Vogels van oud bos,2.8965,0.9559,1.95,0.6435
29.0,5.2,Hoogveen en moerasheide,911.0,Rode Lijst soorten,25.6558,8.4664,27.2,8.976
29.0,5.2,Hoogveen en moerasheide,912.0,Blauwe Lijst soorten,0.9818,0.324,0.95,0.3135
29.0,5.2,Hoogveen en moerasheide,921.0,Roofvogels,1.5598,0.5147,2.1,0.693
29.0,5.2,Hoogveen en moerasheide,999.0,Overige soorten,3.765,1.2424,3.0,0.99
31.0,5.4,"Natte heide, met kleine vennen",100.0,Watervogels,8.6565,2.8566,7.55,2.4915
31.0,5.4,"Natte heide, met kleine vennen",101.0,Dodaars-groep,10.6219,3.5052,14.25,4.7025
31.0,5.4,"Natte heide, met kleine vennen",102.0,Slobeend-groep,4.4869,1.4807,3.8,1.254
31.0,5.4,"Natte heide, met kleine vennen",103.0,Kuifeend-groep,1.8399,0.6072,1.5,0.495
31.0,5.4,"Natte heide, met kleine vennen",200.0,Rietvogels,10.0961,3.3317,11.3,3.729
31.0,5.4,"Natte heide, met kleine vennen",201.0,Roerdomp-groep,0.056,0.0185,0.4,0.132
31.0,5.4,"Natte heide, met kleine vennen",202.0,Rietzanger-groep,1.4155,0.4671,1.9,0.627
31.0,5.4,"Natte heide, met kleine vennen",203.0,Porseleinhoen-groep,1.2831,0.4234,1.5,0.495
31.0,5.4,"Natte heide, met kleine vennen",204.0,Blauwborst-groep,7.3415,2.4227,7.5,2.475
31.0,5.4,"Natte heide, met kleine vennen",211.0,Waterrietvogels,2.7546,0.909,3.8,1.254
31.0,5.4,"Natte heide, met kleine vennen",300.0,Pioniervogels,19.7589,6.5204,21.45,7.0785
31.0,5.4,"Natte heide, met kleine vennen",302.0,Kleine Plevier-groep,0.1775,0.0586,0.2,0.066
31.0,5.4,"Natte heide, met kleine vennen",303.0,Scholekster-groep,16.2769,5.3714,17.3,5.709
31.0,5.4,"Natte heide, met kleine vennen",304.0,Tapuit-groep,1.8976,0.6262,2.25,0.7425
31.0,5.4,"Natte heide, met kleine vennen",305.0,Fazant-groep,5.1444,1.6977,5.85,1.9305
31.0,5.4,"Natte heide, met kleine vennen",306.0,Kievit-groep,4.0466,1.3354,4.15,1.3695
31.0,5.4,"Natte heide, met kleine vennen",400.0,Vogels van open heide,9.8157,3.2392,10.95,3.6135
31.0,5.4,"Natte heide, met kleine vennen",401.0,Korhoen-groep,3.3621,1.1095,3.6,1.188
31.0,5.4,"Natte heide, met kleine vennen",402.0,Wulp-groep,6.4536,2.1297,7.35,2.4255
31.0,5.4,"Natte heide, met kleine vennen",500.0,Weidevogels,22.021,7.2669,26.15,8.6295
31.0,5.4,"Natte heide, met kleine vennen",501.0,Zomertaling-groep,13.3734,4.4132,17.1,5.643
31.0,5.4,"Natte heide, met kleine vennen",502.0,Grutto-groep,2.19,0.7227,2.65,0.8745
31.0,5.4,"Natte heide, met kleine vennen",503.0,Veldleeuwerik-groep,6.4576,2.131,6.4,2.112
31.0,5.4,"Natte heide, met kleine vennen",600.0,Struweelvogels,26.3519,8.6961,27.8,9.174
31.0,5.4,"Natte heide, met kleine vennen",601.0,Rietgors-groep,8.4092,2.775,9.0,2.97
31.0,5.4,"Natte heide, met kleine vennen",602.0,Roodborsttapuit-groep,14.4078,4.7546,15.2,5.016
31.0,5.4,"Natte heide, met kleine vennen",603.0,Grasmus-groep,16.0722,5.3038,17.1,5.643
31.0,5.4,"Natte heide, met kleine vennen",604.0,Winterkoning-groep,1.8706,0.6173,1.7,0.561
31.0,5.4,"Natte heide, met kleine vennen",611.0,Zwartkop-groep,1.8706,0.6173,1.7,0.561
31.0,5.4,"Natte heide, met kleine vennen",700.0,Bosrandvogels,5.8996,1.9469,6.65,2.1945
31.0,5.4,"Natte heide, met kleine vennen",702.0,Geelgors-groep,5.8093,1.9171,6.05,1.9965
31.0,5.4,"Natte heide, met kleine vennen",703.0,Putter-groep,0.0903,0.0298,0.6,0.198
31.0,5.4,"Natte heide, met kleine vennen",711.0,Bosrandstruweelvogels,21.9718,7.2507,23.75,7.8375
31.0,5.4,"Natte heide, met kleine vennen",800.0,Bosvogels,8.1858,2.7013,9.4,3.102
31.0,5.4,"Natte heide, met kleine vennen",801.0,Vink-groep,0.294,0.097,0.2,0.066
31.0,5.4,"Natte heide, met kleine vennen",802.0,Kruisbek-groep,0.112,0.037,0.6,0.198
31.0,5.4,"Natte heide, met kleine vennen",803.0,Appelvink-groep,1.6602,0.5479,2.1,0.693
31.0,5.4,"Natte heide, met kleine vennen",804.0,Grote Bonte Specht-groep,3.4761,1.1471,3.6,1.188
31.0,5.4,"Natte heide, met kleine vennen",805.0,Kleine Bonte Specht-groep,0.6939,0.229,1.15,0.3795
31.0,5.4,"Natte heide, met kleine vennen",806.0,Boomklever-groep,1.4821,0.4891,1.15,0.3795
31.0,5.4,"Natte heide, met kleine vennen",807.0,Havik-groep,0.4675,0.1543,0.6,0.198
31.0,5.4,"Natte heide, met kleine vennen",808.0,Torenvalk-groep,0.4054,0.1338,0.4,0.132
31.0,5.4,"Natte heide, met kleine vennen",811.0,Loofhoutvogels,3.8362,1.266,4.4,1.452
31.0,5.4,"Natte heide, met kleine vennen",812.0,Holenbroeders,5.6521,1.8652,5.9,1.947
31.0,5.4,"Natte heide, met kleine vennen",813.0,Vogels van oud bos,7.3123,2.4131,8.0,2.64
31.0,5.4,"Natte heide, met kleine vennen",901.0,Zwarte Roodstaart-groep,4.1991,1.3857,4.55,1.5015
31.0,5.4,"Natte heide, met kleine vennen",911.0,Rode Lijst soorten,15.5829,5.1424,16.7,5.511
31.0,5.4,"Natte heide, met kleine vennen",912.0,Blauwe Lijst soorten,6.3018,2.0796,6.2,2.046
31.0,5.4,"Natte heide, met kleine vennen",921.0,Roofvogels,1.0192,0.3363,1.4,0.462
31.0,5.4,"Natte heide, met kleine vennen",999.0,Overige soorten,2.0001,0.66,3.0,0.99
32.0,6.1,Open duin,100.0,Watervogels,9.8457,3.2491,11.85,3.9105
32.0,6.1,Open duin,101.0,Dodaars-groep,2.3988,0.7916,3.0,0.99
32.0,6.1,Open duin,102.0,Slobeend-groep,4.8645,1.6053,6.6,2.178
32.0,6.1,Open duin,103.0,Kuifeend-groep,3.3875,1.1179,3.0,0.99
32.0,6.1,Open duin,200.0,Rietvogels,6.6624,2.1986,8.7,2.871
32.0,6.1,Open duin,201.0,Roerdomp-groep,0.0629,0.0208,0.4,0.132
32.0,6.1,Open duin,202.0,Rietzanger-groep,1.5143,0.4997,1.9,0.627
32.0,6.1,Open duin,203.0,Porseleinhoen-groep,0.1017,0.0336,0.2,0.066
32.0,6.1,Open duin,204.0,Blauwborst-groep,4.9836,1.6446,6.2,2.046
32.0,6.1,Open duin,211.0,Waterrietvogels,1.6789,0.554,2.5,0.825
32.0,6.1,Open duin,300.0,Pioniervogels,19.3101,6.3723,20.7,6.831
32.0,6.1,Open duin,301.0,Strandplevier-groep,0.029,0.0096,0.2,0.066
32.0,6.1,Open duin,303.0,Scholekster-groep,17.6819,5.835,19.15,6.3195
32.0,6.1,Open duin,304.0,Tapuit-groep,4.828,1.5932,6.2,2.046
32.0,6.1,Open duin,305.0,Fazant-groep,5.8534,1.9316,4.9,1.617
32.0,6.1,Open duin,306.0,Kievit-groep,4.9729,1.6411,4.15,1.3695
32.0,6.1,Open duin,400.0,Vogels van open heide,8.4252,2.7803,7.35,2.4255
32.0,6.1,Open duin,401.0,Korhoen-groep,2.3706,0.7823,2.25,0.7425
32.0,6.1,Open duin,402.0,Wulp-groep,6.0546,1.998,5.1,1.683
32.0,6.1,Open duin,500.0,Weidevogels,11.8305,3.9041,11.3,3.729
32.0,6.1,Open duin,501.0,Zomertaling-groep,2.5927,0.8556,2.85,0.9405
32.0,6.1,Open duin,502.0,Grutto-groep,2.8261,0.9326,3.0,0.99
32.0,6.1,Open duin,503.0,Veldleeuwerik-groep,6.4118,2.1159,5.45,1.7985
32.0,6.1,Open duin,600.0,Struweelvogels,55.8081,18.4167,64.9,21.417
32.0,6.1,Open duin,601.0,Rietgors-groep,5.9303,1.957,6.95,2.2935
32.0,6.1,Open duin,602.0,Roodborsttapuit-groep,31.7347,10.4725,39.0,12.87
32.0,6.1,Open duin,603.0,Grasmus-groep,46.9799,15.5034,55.5,18.315
32.0,6.1,Open duin,604.0,Winterkoning-groep,2.8979,0.9563,2.45,0.8085
32.0,6.1,Open duin,611.0,Zwartkop-groep,2.8979,0.9563,2.45,0.8085
32.0,6.1,Open duin,700.0,Bosrandvogels,1.9406,0.6404,1.75,0.5775
32.0,6.1,Open duin,702.0,Geelgors-groep,1.2921,0.4264,0.8,0.264
32.0,6.1,Open duin,703.0,Putter-groep,0.6484,0.214,0.95,0.3135
32.0,6.1,Open duin,711.0,Bosrandstruweelvogels,48.9205,16.1438,57.25,18.8925
32.0,6.1,Open duin,800.0,Bosvogels,9.503,3.136,10.45,3.4485
32.0,6.1,Open duin,801.0,Vink-groep,0.0726,0.024,0.2,0.066
32.0,6.1,Open duin,803.0,Appelvink-groep,0.1666,0.055,0.6,0.198
32.0,6.1,Open duin,804.0,Grote Bonte Specht-groep,1.9417,0.6407,1.75,0.5775
32.0,6.1,Open duin,805.0,Kleine Bonte Specht-groep,0.2486,0.082,0.2,0.066
32.0,6.1,Open duin,806.0,Boomklever-groep,7.0735,2.3342,7.7,2.541
32.0,6.1,Open duin,808.0,Torenvalk-groep,0.0742,0.0245,0.4,0.132
32.0,6.1,Open duin,811.0,Loofhoutvogels,7.4887,2.4713,8.5,2.805
32.0,6.1,Open duin,812.0,Holenbroeders,9.2637,3.057,9.65,3.1845
32.0,6.1,Open duin,813.0,Vogels van oud bos,9.4303,3.112,10.25,3.3825
32.0,6.1,Open duin,901.0,Zwarte Roodstaart-groep,7.3698,2.432,8.1,2.673
32.0,6.1,Open duin,911.0,Rode Lijst soorten,18.7509,6.1878,21.7,7.161
32.0,6.1,Open duin,912.0,Blauwe Lijst soorten,0.0554,0.0183,0.2,0.066
32.0,6.1,Open duin,921.0,Roofvogels,0.48,0.1584,0.8,0.264
32.0,6.1,Open duin,999.0,Overige soorten,2.7571,0.9098,3.0,0.99
33.0,6.2,Duinstruweel,100.0,Watervogels,23.7397,7.8341,25.9,8.547
33.0,6.2,Duinstruweel,101.0,Dodaars-groep,2.3887,0.7883,3.2,1.056
33.0,6.2,Duinstruweel,102.0,Slobeend-groep,10.2064,3.3681,12.4,4.092
33.0,6.2,Duinstruweel,103.0,Kuifeend-groep,12.1716,4.0166,12.0,3.96
33.0,6.2,Duinstruweel,104.0,IJsvogel-groep,0.021,0.0069,0.2,0.066
33.0,6.2,Duinstruweel,200.0,Rietvogels,6.877,2.2694,8.3,2.739
33.0,6.2,Duinstruweel,201.0,Roerdomp-groep,0.0256,0.0085,0.2,0.066
33.0,6.2,Duinstruweel,202.0,Rietzanger-groep,1.3103,0.4324,1.7,0.561
33.0,6.2,Duinstruweel,203.0,Porseleinhoen-groep,0.021,0.0069,0.2,0.066
33.0,6.2,Duinstruweel,204.0,Blauwborst-groep,5.5201,1.8216,6.2,2.046
33.0,6.2,Duinstruweel,211.0,Waterrietvogels,1.3569,0.4478,2.1,0.693
33.0,6.2,Duinstruweel,300.0,Pioniervogels,8.048,2.6558,11.3,3.729
33.0,6.2,Duinstruweel,302.0,Kleine Plevier-groep,0.0697,0.023,0.2,0.066
33.0,6.2,Duinstruweel,303.0,Scholekster-groep,7.2065,2.3781,9.95,3.2835
33.0,6.2,Duinstruweel,304.0,Tapuit-groep,4.155,1.3712,6.2,2.046
33.0,6.2,Duinstruweel,305.0,Fazant-groep,3.119,1.0293,4.15,1.3695
33.0,6.2,Duinstruweel,306.0,Kievit-groep,2.4226,0.7995,3.2,1.056
33.0,6.2,Duinstruweel,400.0,Vogels van open heide,4.7955,1.5825,6.05,1.9965
33.0,6.2,Duinstruweel,401.0,Korhoen-groep,1.6944,0.5591,1.9,0.627
33.0,6.2,Duinstruweel,402.0,Wulp-groep,3.1011,1.0234,4.15,1.3695
33.0,6.2,Duinstruweel,500.0,Weidevogels,12.8043,4.2254,16.75,5.5275
33.0,6.2,Duinstruweel,501.0,Zomertaling-groep,3.6731,1.2121,4.9,1.617
33.0,6.2,Duinstruweel,502.0,Grutto-groep,5.2349,1.7275,7.15,2.3595
33.0,6.2,Duinstruweel,503.0,Veldleeuwerik-groep,3.8963,1.2858,4.7,1.551
33.0,6.2,Duinstruweel,600.0,Struweelvogels,101.177,33.3884,111.6,36.828
33.0,6.2,Duinstruweel,601.0,Rietgors-groep,6.1955,2.0445,6.95,2.2935
33.0,6.2,Duinstruweel,602.0,Roodborsttapuit-groep,45.3059,14.9509,61.5,20.295
33.0,6.2,Duinstruweel,603.0,Grasmus-groep,87.539,28.8879,97.7,32.241
33.0,6.2,Duinstruweel,604.0,Winterkoning-groep,7.4425,2.456,6.95,2.2935
33.0,6.2,Duinstruweel,611.0,Zwartkop-groep,7.4425,2.456,6.95,2.2935
33.0,6.2,Duinstruweel,700.0,Bosrandvogels,6.0297,1.9898,5.85,1.9305
33.0,6.2,Duinstruweel,702.0,Geelgors-groep,5.2285,1.7254,4.9,1.617
33.0,6.2,Duinstruweel,703.0,Putter-groep,0.8012,0.2644,0.95,0.3135
33.0,6.2,Duinstruweel,711.0,Bosrandstruweelvogels,93.5687,30.8777,103.55,34.1715
33.0,6.2,Duinstruweel,800.0,Bosvogels,15.5389,5.1278,15.85,5.2305
33.0,6.2,Duinstruweel,801.0,Vink-groep,0.3917,0.1293,0.2,0.066
33.0,6.2,Duinstruweel,803.0,Appelvink-groep,0.2113,0.0697,0.6,0.198
33.0,6.2,Duinstruweel,804.0,Grote Bonte Specht-groep,8.3568,2.7577,7.9,2.607
33.0,6.2,Duinstruweel,805.0,Kleine Bonte Specht-groep,0.9859,0.3253,0.75,0.2475
33.0,6.2,Duinstruweel,806.0,Boomklever-groep,5.5933,1.8458,6.4,2.112
33.0,6.2,Duinstruweel,808.0,Torenvalk-groep,0.5011,0.1654,0.4,0.132
33.0,6.2,Duinstruweel,811.0,Loofhoutvogels,6.7904,2.2408,7.75,2.5575
33.0,6.2,Duinstruweel,812.0,Holenbroeders,14.9359,4.9288,15.05,4.9665
33.0,6.2,Duinstruweel,813.0,Vogels van oud bos,15.1472,4.9986,15.65,5.1645
33.0,6.2,Duinstruweel,901.0,Zwarte Roodstaart-groep,7.3037,2.4102,8.1,2.673
33.0,6.2,Duinstruweel,911.0,Rode Lijst soorten,10.7982,3.5634,13.25,4.3725
33.0,6.2,Duinstruweel,912.0,Blauwe Lijst soorten,0.3608,0.1191,0.4,0.132
33.0,6.2,Duinstruweel,921.0,Roofvogels,0.5011,0.1654,0.4,0.132
33.0,6.2,Duinstruweel,999.0,Overige soorten,3.4815,1.1489,3.0,0.99
34.0,6.3,"Droge, open heide",100.0,Watervogels,0.3376,0.1114,0.8,0.264
34.0,6.3,"Droge, open heide",101.0,Dodaars-groep,0.5524,0.1823,0.6,0.198
34.0,6.3,"Droge, open heide",102.0,Slobeend-groep,0.0307,0.0101,0.2,0.066
34.0,6.3,"Droge, open heide",103.0,Kuifeend-groep,0.0614,0.0203,0.2,0.066
34.0,6.3,"Droge, open heide",200.0,Rietvogels,0.1841,0.0608,0.4,0.132
34.0,6.3,"Droge, open heide",204.0,Blauwborst-groep,0.1841,0.0608,0.4,0.132
34.0,6.3,"Droge, open heide",300.0,Pioniervogels,40.0792,13.2261,34.95,11.5335
34.0,6.3,"Droge, open heide",303.0,Scholekster-groep,35.7325,11.7917,30.6,10.098
34.0,6.3,"Droge, open heide",304.0,Tapuit-groep,6.5079,2.1476,6.2,2.046
34.0,6.3,"Droge, open heide",305.0,Fazant-groep,2.7037,0.8922,3.8,1.254
34.0,6.3,"Droge, open heide",306.0,Kievit-groep,2.7183,0.897,4.15,1.3695
34.0,6.3,"Droge, open heide",400.0,Vogels van open heide,4.8052,1.5857,6.25,2.0625
34.0,6.3,"Droge, open heide",401.0,Korhoen-groep,1.5651,0.5165,1.7,0.561
34.0,6.3,"Droge, open heide",402.0,Wulp-groep,3.24,1.0692,4.55,1.5015
34.0,6.3,"Droge, open heide",500.0,Weidevogels,4.621,1.5249,5.9,1.947
34.0,6.3,"Droge, open heide",501.0,Zomertaling-groep,0.432,0.1426,0.8,0.264
34.0,6.3,"Droge, open heide",502.0,Grutto-groep,0.5524,0.1823,0.4,0.132
34.0,6.3,"Droge, open heide",503.0,Veldleeuwerik-groep,3.6366,1.2001,4.7,1.551
34.0,6.3,"Droge, open heide",600.0,Struweelvogels,15.1024,4.9838,15.1,4.983
34.0,6.3,"Droge, open heide",601.0,Rietgors-groep,0.6752,0.2228,0.6,0.198
34.0,6.3,"Droge, open heide",602.0,Roodborsttapuit-groep,13.6386,4.5007,13.7,4.521
34.0,6.3,"Droge, open heide",603.0,Grasmus-groep,13.8701,4.5771,14.1,4.653
34.0,6.3,"Droge, open heide",604.0,Winterkoning-groep,0.5571,0.1839,0.4,0.132
34.0,6.3,"Droge, open heide",611.0,Zwartkop-groep,0.5571,0.1839,0.4,0.132
34.0,6.3,"Droge, open heide",700.0,Bosrandvogels,12.957,4.2758,13.75,4.5375
34.0,6.3,"Droge, open heide",702.0,Geelgors-groep,12.7956,4.2225,13.35,4.4055
34.0,6.3,"Droge, open heide",703.0,Putter-groep,0.1615,0.0533,0.4,0.132
34.0,6.3,"Droge, open heide",711.0,Bosrandstruweelvogels,26.8271,8.8529,27.85,9.1905
34.0,6.3,"Droge, open heide",800.0,Bosvogels,9.1101,3.0063,10.35,3.4155
34.0,6.3,"Droge, open heide",801.0,Vink-groep,0.2712,0.0895,0.2,0.066
34.0,6.3,"Droge, open heide",802.0,Kruisbek-groep,0.2302,0.076,0.4,0.132
34.0,6.3,"Droge, open heide",803.0,Appelvink-groep,1.0784,0.3559,1.0,0.33
34.0,6.3,"Droge, open heide",804.0,Grote Bonte Specht-groep,5.4267,1.7908,5.85,1.9305
