SUBNHLVOLG,SUBNHLCODE,SUBNHLOMS,GROEPNR,GROEPNAAM,REFERENTIE,ONDERGRENS,REF_KLAS,ONDER_KLAS
6.0,2.3,Klei-oermoeras,203.0,Porseleinhoen-groep,1.6762,0.5531,1.7,0.561
6.0,2.3,Klei-oermoeras,204.0,Blauwborst-groep,45.0145,14.8548,54.0,17.82
6.0,2.3,Klei-oermoeras,211.0,Waterrietvogels,26.3769,8.7044,31.9,10.527
6.0,2.3,Klei-oermoeras,300.0,Pioniervogels,0.9535,0.3147,1.4,0.462
6.0,2.3,Klei-oermoeras,303.0,Scholekster-groep,0.4222,0.1393,0.6,0.198
6.0,2.3,Klei-oermoeras,305.0,Fazant-groep,0.2815,0.0929,0.8,0.264
6.0,2.3,Klei-oermoeras,306.0,Kievit-groep,0.3777,0.1246,0.6,0.198
6.0,2.3,Klei-oermoeras,400.0,Vogels van open heide,1.0047,0.3315,1.8,0.594
6.0,2.3,Klei-oermoeras,401.0,Korhoen-groep,0.3787,0.125,0.6,0.198
6.0,2.3,Klei-oermoeras,402.0,Wulp-groep,0.6259,0.2066,1.2,0.396
6.0,2.3,Klei-oermoeras,500.0,Weidevogels,10.1035,3.3342,13.05,4.3065
6.0,2.3,Klei-oermoeras,501.0,Zomertaling-groep,7.1734,2.3672,8.85,2.9205
6.0,2.3,Klei-oermoeras,502.0,Grutto-groep,2.5549,0.8431,3.6,1.188
6.0,2.3,Klei-oermoeras,503.0,Veldleeuwerik-groep,0.3752,0.1238,0.6,0.198
6.0,2.3,Klei-oermoeras,600.0,Struweelvogels,105.8845,34.9419,132.4,43.692
6.0,2.3,Klei-oermoeras,601.0,Rietgors-groep,45.0503,14.8666,54.2,17.886
6.0,2.3,Klei-oermoeras,602.0,Roodborsttapuit-groep,13.2025,4.3568,18.0,5.94
6.0,2.3,Klei-oermoeras,603.0,Grasmus-groep,52.6764,17.3832,69.2,22.836
6.0,2.3,Klei-oermoeras,604.0,Winterkoning-groep,8.1578,2.6921,9.0,2.97
6.0,2.3,Klei-oermoeras,611.0,Zwartkop-groep,8.1578,2.6921,9.0,2.97
6.0,2.3,Klei-oermoeras,700.0,Bosrandvogels,6.8094,2.2471,6.8,2.244
6.0,2.3,Klei-oermoeras,701.0,Buidelmees-groep,0.1791,0.0591,0.4,0.132
6.0,2.3,Klei-oermoeras,702.0,Geelgors-groep,2.9271,0.9659,3.2,1.056
6.0,2.3,Klei-oermoeras,703.0,Putter-groep,3.7031,1.222,3.2,1.056
6.0,2.3,Klei-oermoeras,711.0,Bosrandstruweelvogels,59.4857,19.6303,76.0,25.08
6.0,2.3,Klei-oermoeras,800.0,Bosvogels,12.5967,4.1569,12.9,4.257
6.0,2.3,Klei-oermoeras,801.0,Vink-groep,0.5792,0.1911,0.75,0.2475
6.0,2.3,Klei-oermoeras,803.0,Appelvink-groep,0.765,0.2524,1.15,0.3795
6.0,2.3,Klei-oermoeras,804.0,Grote Bonte Specht-groep,8.4508,2.7888,7.9,2.607
6.0,2.3,Klei-oermoeras,805.0,Kleine Bonte Specht-groep,0.2508,0.0828,0.6,0.198
6.0,2.3,Klei-oermoeras,806.0,Boomklever-groep,1.7699,0.5841,1.9,0.627
6.0,2.3,Klei-oermoeras,807.0,Havik-groep,0.781,0.2577,0.6,0.198
6.0,2.3,Klei-oermoeras,808.0,Torenvalk-groep,0.211,0.0696,0.4,0.132
6.0,2.3,Klei-oermoeras,811.0,Loofhoutvogels,2.7856,0.9193,3.65,1.2045
6.0,2.3,Klei-oermoeras,812.0,Holenbroeders,10.4714,3.4556,10.4,3.432
6.0,2.3,Klei-oermoeras,813.0,Vogels van oud bos,11.2364,3.708,11.55,3.8115
6.0,2.3,Klei-oermoeras,901.0,Zwarte Roodstaart-groep,2.0875,0.6889,2.5,0.825
6.0,2.3,Klei-oermoeras,911.0,Rode Lijst soorten,23.3656,7.7107,29.75,9.8175
6.0,2.3,Klei-oermoeras,912.0,Blauwe Lijst soorten,37.5488,12.3911,48.4,15.972
6.0,2.3,Klei-oermoeras,921.0,Roofvogels,3.0522,1.0072,4.0,1.32
6.0,2.3,Klei-oermoeras,999.0,Overige soorten,7.1222,2.3503,6.0,1.98
7.0,2.4,Afgesloten zoete zeearmen,100.0,Watervogels,28.4531,9.3895,24.95,8.2335
7.0,2.4,Afgesloten zoete zeearmen,101.0,Dodaars-groep,0.211,0.0696,0.2,0.066
7.0,2.4,Afgesloten zoete zeearmen,102.0,Slobeend-groep,25.3931,8.3797,21.95,7.2435
7.0,2.4,Afgesloten zoete zeearmen,103.0,Kuifeend-groep,3.06,1.0098,3.0,0.99
7.0,2.4,Afgesloten zoete zeearmen,200.0,Rietvogels,71.9373,23.7393,70.9,23.397
7.0,2.4,Afgesloten zoete zeearmen,201.0,Roerdomp-groep,6.7215,2.2181,7.7,2.541
7.0,2.4,Afgesloten zoete zeearmen,202.0,Rietzanger-groep,25.8679,8.5364,27.2,8.976
7.0,2.4,Afgesloten zoete zeearmen,204.0,Blauwborst-groep,39.3479,12.9848,36.0,11.88
7.0,2.4,Afgesloten zoete zeearmen,211.0,Waterrietvogels,32.5894,10.7545,34.9,11.517
7.0,2.4,Afgesloten zoete zeearmen,300.0,Pioniervogels,8.452,2.7892,10.75,3.5475
7.0,2.4,Afgesloten zoete zeearmen,301.0,Strandplevier-groep,0.6964,0.2298,0.75,0.2475
7.0,2.4,Afgesloten zoete zeearmen,302.0,Kleine Plevier-groep,0.8864,0.2925,0.95,0.3135
7.0,2.4,Afgesloten zoete zeearmen,303.0,Scholekster-groep,4.8802,1.6105,6.4,2.112
7.0,2.4,Afgesloten zoete zeearmen,305.0,Fazant-groep,0.4274,0.141,0.6,0.198
7.0,2.4,Afgesloten zoete zeearmen,306.0,Kievit-groep,2.6802,0.8845,3.4,1.122
7.0,2.4,Afgesloten zoete zeearmen,400.0,Vogels van open heide,22.3119,7.3629,22.0,7.26
7.0,2.4,Afgesloten zoete zeearmen,401.0,Korhoen-groep,15.2896,5.0456,15.2,5.016
7.0,2.4,Afgesloten zoete zeearmen,402.0,Wulp-groep,7.0223,2.3173,6.8,2.244
7.0,2.4,Afgesloten zoete zeearmen,500.0,Weidevogels,33.1962,10.9547,31.95,10.5435
7.0,2.4,Afgesloten zoete zeearmen,501.0,Zomertaling-groep,10.4727,3.456,10.35,3.4155
7.0,2.4,Afgesloten zoete zeearmen,502.0,Grutto-groep,10.2828,3.3933,9.2,3.036
7.0,2.4,Afgesloten zoete zeearmen,503.0,Veldleeuwerik-groep,12.4406,4.1054,12.4,4.092
7.0,2.4,Afgesloten zoete zeearmen,600.0,Struweelvogels,109.0007,35.9702,111.25,36.7125
7.0,2.4,Afgesloten zoete zeearmen,601.0,Rietgors-groep,39.4059,13.004,36.2,11.946
7.0,2.4,Afgesloten zoete zeearmen,602.0,Roodborsttapuit-groep,27.4137,9.0465,24.2,7.986
7.0,2.4,Afgesloten zoete zeearmen,603.0,Grasmus-groep,68.8034,22.7051,74.1,24.453
7.0,2.4,Afgesloten zoete zeearmen,604.0,Winterkoning-groep,0.7914,0.2612,0.95,0.3135
7.0,2.4,Afgesloten zoete zeearmen,611.0,Zwartkop-groep,0.7914,0.2612,0.95,0.3135
7.0,2.4,Afgesloten zoete zeearmen,700.0,Bosrandvogels,0.6331,0.2089,0.4,0.132
7.0,2.4,Afgesloten zoete zeearmen,701.0,Buidelmees-groep,0.3166,0.1045,0.2,0.066
7.0,2.4,Afgesloten zoete zeearmen,703.0,Putter-groep,0.3166,0.1045,0.2,0.066
7.0,2.4,Afgesloten zoete zeearmen,711.0,Bosrandstruweelvogels,69.4365,22.9141,74.5,24.585
7.0,2.4,Afgesloten zoete zeearmen,800.0,Bosvogels,1.7411,0.5745,2.3,0.759
7.0,2.4,Afgesloten zoete zeearmen,801.0,Vink-groep,0.4221,0.1393,0.2,0.066
7.0,2.4,Afgesloten zoete zeearmen,803.0,Appelvink-groep,0.1583,0.0522,0.4,0.132
7.0,2.4,Afgesloten zoete zeearmen,804.0,Grote Bonte Specht-groep,0.1583,0.0522,0.2,0.066
7.0,2.4,Afgesloten zoete zeearmen,806.0,Boomklever-groep,1.0024,0.3308,1.5,0.495
7.0,2.4,Afgesloten zoete zeearmen,808.0,Torenvalk-groep,0.1583,0.0522,0.2,0.066
7.0,2.4,Afgesloten zoete zeearmen,811.0,Loofhoutvogels,1.1607,0.383,1.9,0.627
7.0,2.4,Afgesloten zoete zeearmen,812.0,Holenbroeders,1.1607,0.383,1.7,0.561
7.0,2.4,Afgesloten zoete zeearmen,813.0,Vogels van oud bos,1.319,0.4353,2.1,0.693
7.0,2.4,Afgesloten zoete zeearmen,901.0,Zwarte Roodstaart-groep,1.0024,0.3308,1.5,0.495
7.0,2.4,Afgesloten zoete zeearmen,911.0,Rode Lijst soorten,38.8889,12.8333,40.2,13.266
7.0,2.4,Afgesloten zoete zeearmen,912.0,Blauwe Lijst soorten,39.675,13.0928,33.75,11.1375
7.0,2.4,Afgesloten zoete zeearmen,921.0,Roofvogels,2.9915,0.9872,3.2,1.056
7.0,2.4,Afgesloten zoete zeearmen,999.0,Overige soorten,2.6696,0.881,3.0,0.99
13.0,3.1,Dennenbos op voedselarm zand,100.0,Watervogels,0.1015,0.0335,0.4,0.132
13.0,3.1,Dennenbos op voedselarm zand,101.0,Dodaars-groep,0.1015,0.0335,0.4,0.132
13.0,3.1,Dennenbos op voedselarm zand,300.0,Pioniervogels,4.5364,1.497,6.4,2.112
13.0,3.1,Dennenbos op voedselarm zand,303.0,Scholekster-groep,0.2029,0.067,0.4,0.132
13.0,3.1,Dennenbos op voedselarm zand,304.0,Tapuit-groep,4.435,1.4635,6.2,2.046
13.0,3.1,Dennenbos op voedselarm zand,305.0,Fazant-groep,0.1015,0.0335,0.2,0.066
13.0,3.1,Dennenbos op voedselarm zand,306.0,Kievit-groep,0.1015,0.0335,0.2,0.066
13.0,3.1,Dennenbos op voedselarm zand,400.0,Vogels van open heide,0.6087,0.2009,0.95,0.3135
13.0,3.1,Dennenbos op voedselarm zand,401.0,Korhoen-groep,0.5073,0.1674,0.75,0.2475
13.0,3.1,Dennenbos op voedselarm zand,402.0,Wulp-groep,0.1015,0.0335,0.2,0.066
13.0,3.1,Dennenbos op voedselarm zand,500.0,Weidevogels,0.1015,0.0335,0.2,0.066
13.0,3.1,Dennenbos op voedselarm zand,503.0,Veldleeuwerik-groep,0.1015,0.0335,0.2,0.066
13.0,3.1,Dennenbos op voedselarm zand,600.0,Struweelvogels,12.66,4.1778,13.9,4.587
13.0,3.1,Dennenbos op voedselarm zand,602.0,Roodborsttapuit-groep,1.7699,0.5841,1.7,0.561
13.0,3.1,Dennenbos op voedselarm zand,603.0,Grasmus-groep,1.892,0.6244,1.9,0.627
13.0,3.1,Dennenbos op voedselarm zand,604.0,Winterkoning-groep,10.7679,3.5534,12.0,3.96
13.0,3.1,Dennenbos op voedselarm zand,611.0,Zwartkop-groep,10.7679,3.5534,12.0,3.96
13.0,3.1,Dennenbos op voedselarm zand,700.0,Bosrandvogels,36.4045,12.0135,38.85,12.8205
13.0,3.1,Dennenbos op voedselarm zand,702.0,Geelgors-groep,36.0366,11.8921,38.45,12.6885
13.0,3.1,Dennenbos op voedselarm zand,703.0,Putter-groep,0.3679,0.1214,0.4,0.132
13.0,3.1,Dennenbos op voedselarm zand,711.0,Bosrandstruweelvogels,38.2965,12.6379,40.75,13.4475
13.0,3.1,Dennenbos op voedselarm zand,800.0,Bosvogels,80.1531,26.4505,78.7,25.971
13.0,3.1,Dennenbos op voedselarm zand,801.0,Vink-groep,1.3918,0.4593,1.5,0.495
13.0,3.1,Dennenbos op voedselarm zand,802.0,Kruisbek-groep,2.7836,0.9186,2.65,0.8745
13.0,3.1,Dennenbos op voedselarm zand,803.0,Appelvink-groep,11.8231,3.9016,12.95,4.2735
13.0,3.1,Dennenbos op voedselarm zand,804.0,Grote Bonte Specht-groep,51.1968,16.8949,51.0,16.83
13.0,3.1,Dennenbos op voedselarm zand,805.0,Kleine Bonte Specht-groep,5.8556,1.9323,4.7,1.551
13.0,3.1,Dennenbos op voedselarm zand,806.0,Boomklever-groep,4.1323,1.3637,3.6,1.188
13.0,3.1,Dennenbos op voedselarm zand,807.0,Havik-groep,2.97,0.9801,2.3,0.759
13.0,3.1,Dennenbos op voedselarm zand,808.0,Torenvalk-groep,1.0122,0.334,0.95,0.3135
13.0,3.1,Dennenbos op voedselarm zand,811.0,Loofhoutvogels,21.811,7.1976,21.25,7.0125
13.0,3.1,Dennenbos op voedselarm zand,812.0,Holenbroeders,61.1847,20.1909,59.3,19.569
13.0,3.1,Dennenbos op voedselarm zand,813.0,Vogels van oud bos,73.0077,24.0926,72.25,23.8425
13.0,3.1,Dennenbos op voedselarm zand,901.0,Zwarte Roodstaart-groep,3.7942,1.2521,3.2,1.056
13.0,3.1,Dennenbos op voedselarm zand,911.0,Rode Lijst soorten,9.4292,3.1116,10.2,3.366
13.0,3.1,Dennenbos op voedselarm zand,921.0,Roofvogels,3.6102,1.1914,3.05,1.0065
13.0,3.1,Dennenbos op voedselarm zand,999.0,Overige soorten,1.5063,0.4971,1.5,0.495
14.0,3.2,Broekbossen op zure venen,100.0,Watervogels,1.0724,0.3539,1.15,0.3795
14.0,3.2,Broekbossen op zure venen,101.0,Dodaars-groep,4.4236,1.4598,6.0,1.98
14.0,3.2,Broekbossen op zure venen,102.0,Slobeend-groep,1.0054,0.3318,0.95,0.3135
14.0,3.2,Broekbossen op zure venen,103.0,Kuifeend-groep,0.067,0.0221,0.2,0.066
14.0,3.2,Broekbossen op zure venen,200.0,Rietvogels,23.7936,7.8519,25.7,8.481
14.0,3.2,Broekbossen op zure venen,201.0,Roerdomp-groep,2.3458,0.7741,3.0,0.99
14.0,3.2,Broekbossen op zure venen,202.0,Rietzanger-groep,15.0804,4.9765,15.0,4.95
14.0,3.2,Broekbossen op zure venen,203.0,Porseleinhoen-groep,1.3405,0.4424,1.5,0.495
14.0,3.2,Broekbossen op zure venen,204.0,Blauwborst-groep,5.0268,1.6588,6.2,2.046
14.0,3.2,Broekbossen op zure venen,211.0,Waterrietvogels,18.7668,6.193,19.5,6.435
14.0,3.2,Broekbossen op zure venen,300.0,Pioniervogels,2.0107,0.6635,2.25,0.7425
14.0,3.2,Broekbossen op zure venen,303.0,Scholekster-groep,0.6702,0.2212,0.75,0.2475
14.0,3.2,Broekbossen op zure venen,305.0,Fazant-groep,2.0107,0.6635,2.25,0.7425
14.0,3.2,Broekbossen op zure venen,306.0,Kievit-groep,0.6702,0.2212,0.75,0.2475
14.0,3.2,Broekbossen op zure venen,400.0,Vogels van open heide,2.0107,0.6635,2.25,0.7425
14.0,3.2,Broekbossen op zure venen,402.0,Wulp-groep,2.0107,0.6635,2.25,0.7425
14.0,3.2,Broekbossen op zure venen,500.0,Weidevogels,6.4343,2.1233,8.25,2.7225
14.0,3.2,Broekbossen op zure venen,501.0,Zomertaling-groep,5.7641,1.9021,7.5,2.475
14.0,3.2,Broekbossen op zure venen,503.0,Veldleeuwerik-groep,0.6702,0.2212,0.75,0.2475
14.0,3.2,Broekbossen op zure venen,600.0,Struweelvogels,58.8316,19.4144,64.7,21.351
14.0,3.2,Broekbossen op zure venen,601.0,Rietgors-groep,5.0268,1.6588,6.2,2.046
14.0,3.2,Broekbossen op zure venen,602.0,Roodborsttapuit-groep,6.0992,2.0127,6.0,1.98
14.0,3.2,Broekbossen op zure venen,603.0,Grasmus-groep,15.6166,5.1535,16.5,5.445
14.0,3.2,Broekbossen op zure venen,604.0,Winterkoning-groep,38.1882,12.6021,42.0,13.86
14.0,3.2,Broekbossen op zure venen,611.0,Zwartkop-groep,38.1882,12.6021,42.0,13.86
14.0,3.2,Broekbossen op zure venen,700.0,Bosrandvogels,6.6462,2.1932,7.9,2.607
14.0,3.2,Broekbossen op zure venen,702.0,Geelgors-groep,5.6408,1.8615,6.4,2.112
14.0,3.2,Broekbossen op zure venen,703.0,Putter-groep,1.0054,0.3318,1.5,0.495
14.0,3.2,Broekbossen op zure venen,711.0,Bosrandstruweelvogels,22.2628,7.3467,24.4,8.052
14.0,3.2,Broekbossen op zure venen,800.0,Bosvogels,30.7424,10.145,36.25,11.9625
14.0,3.2,Broekbossen op zure venen,801.0,Vink-groep,1.0054,0.3318,1.5,0.495
14.0,3.2,Broekbossen op zure venen,803.0,Appelvink-groep,12.3903,4.0888,15.75,5.1975
14.0,3.2,Broekbossen op zure venen,804.0,Grote Bonte Specht-groep,8.1309,2.6832,9.4,3.102
14.0,3.2,Broekbossen op zure venen,805.0,Kleine Bonte Specht-groep,3.4182,1.128,3.2,1.056
14.0,3.2,Broekbossen op zure venen,806.0,Boomklever-groep,2.0107,0.6635,3.0,0.99
14.0,3.2,Broekbossen op zure venen,807.0,Havik-groep,3.7869,1.2497,3.4,1.122
14.0,3.2,Broekbossen op zure venen,808.0,Torenvalk-groep,0.6702,0.2212,0.75,0.2475
14.0,3.2,Broekbossen op zure venen,811.0,Loofhoutvogels,17.8192,5.8803,21.95,7.2435
14.0,3.2,Broekbossen op zure venen,812.0,Holenbroeders,13.5599,4.4748,15.6,5.148
14.0,3.2,Broekbossen op zure venen,813.0,Vogels van oud bos,25.9502,8.5636,31.35,10.3455
14.0,3.2,Broekbossen op zure venen,901.0,Zwarte Roodstaart-groep,1.3405,0.4424,1.7,0.561
14.0,3.2,Broekbossen op zure venen,911.0,Rode Lijst soorten,20.3418,6.7128,22.7,7.491
14.0,3.2,Broekbossen op zure venen,912.0,Blauwe Lijst soorten,0.3351,0.1106,0.2,0.066
14.0,3.2,Broekbossen op zure venen,921.0,Roofvogels,4.4571,1.4708,4.15,1.3695
14.0,3.2,Broekbossen op zure venen,999.0,Overige soorten,5.9987,1.9796,6.0,1.98
15.0,3.3,Loofbossen op arme zandgronden,100.0,Watervogels,1.23,0.4059,0.95,0.3135
15.0,3.3,Loofbossen op arme zandgronden,101.0,Dodaars-groep,1.5041,0.4964,1.5,0.495
15.0,3.3,Loofbossen op arme zandgronden,102.0,Slobeend-groep,0.738,0.2435,0.4,0.132
15.0,3.3,Loofbossen op arme zandgronden,104.0,IJsvogel-groep,0.246,0.0812,0.2,0.066
15.0,3.3,Loofbossen op arme zandgronden,200.0,Rietvogels,2.952,0.9742,2.45,0.8085
15.0,3.3,Loofbossen op arme zandgronden,202.0,Rietzanger-groep,0.984,0.3247,0.75,0.2475
15.0,3.3,Loofbossen op arme zandgronden,203.0,Porseleinhoen-groep,0.492,0.1624,0.2,0.066
15.0,3.3,Loofbossen op arme zandgronden,204.0,Blauwborst-groep,1.476,0.4871,1.5,0.495
15.0,3.3,Loofbossen op arme zandgronden,211.0,Waterrietvogels,1.476,0.4871,0.95,0.3135
15.0,3.3,Loofbossen op arme zandgronden,300.0,Pioniervogels,2.5163,0.8304,1.9,0.627
15.0,3.3,Loofbossen op arme zandgronden,303.0,Scholekster-groep,0.492,0.1624,0.2,0.066
15.0,3.3,Loofbossen op arme zandgronden,304.0,Tapuit-groep,1.5323,0.5057,1.5,0.495
15.0,3.3,Loofbossen op arme zandgronden,305.0,Fazant-groep,0.984,0.3247,0.4,0.132
15.0,3.3,Loofbossen op arme zandgronden,306.0,Kievit-groep,0.492,0.1624,0.2,0.066
15.0,3.3,Loofbossen op arme zandgronden,400.0,Vogels van open heide,0.984,0.3247,0.4,0.132
15.0,3.3,Loofbossen op arme zandgronden,402.0,Wulp-groep,0.984,0.3247,0.4,0.132
15.0,3.3,Loofbossen op arme zandgronden,500.0,Weidevogels,2.2422,0.7399,1.35,0.4455
15.0,3.3,Loofbossen op arme zandgronden,501.0,Zomertaling-groep,1.7501,0.5775,1.15,0.3795
15.0,3.3,Loofbossen op arme zandgronden,503.0,Veldleeuwerik-groep,0.492,0.1624,0.2,0.066
15.0,3.3,Loofbossen op arme zandgronden,600.0,Struweelvogels,52.1119,17.1969,57.4,18.942
15.0,3.3,Loofbossen op arme zandgronden,601.0,Rietgors-groep,1.476,0.4871,1.5,0.495
15.0,3.3,Loofbossen op arme zandgronden,602.0,Roodborsttapuit-groep,4.1261,1.3616,3.4,1.122
15.0,3.3,Loofbossen op arme zandgronden,603.0,Grasmus-groep,13.5888,4.4843,13.9,4.587
15.0,3.3,Loofbossen op arme zandgronden,604.0,Winterkoning-groep,37.0471,12.2255,42.0,13.86
15.0,3.3,Loofbossen op arme zandgronden,611.0,Zwartkop-groep,37.0471,12.2255,42.0,13.86
15.0,3.3,Loofbossen op arme zandgronden,700.0,Bosrandvogels,18.1,5.973,18.6,6.138
15.0,3.3,Loofbossen op arme zandgronden,702.0,Geelgors-groep,17.7169,5.8466,18.4,6.072
15.0,3.3,Loofbossen op arme zandgronden,703.0,Putter-groep,0.3831,0.1264,0.2,0.066
15.0,3.3,Loofbossen op arme zandgronden,711.0,Bosrandstruweelvogels,31.6888,10.4573,32.5,10.725
15.0,3.3,Loofbossen op arme zandgronden,800.0,Bosvogels,170.2976,56.1982,202.15,66.7095
15.0,3.3,Loofbossen op arme zandgronden,801.0,Vink-groep,1.8579,0.6131,1.5,0.495
15.0,3.3,Loofbossen op arme zandgronden,802.0,Kruisbek-groep,1.2258,0.4045,1.7,0.561
15.0,3.3,Loofbossen op arme zandgronden,803.0,Appelvink-groep,32.6183,10.764,42.0,13.86
15.0,3.3,Loofbossen op arme zandgronden,804.0,Grote Bonte Specht-groep,77.8608,25.6941,90.0,29.7
15.0,3.3,Loofbossen op arme zandgronden,805.0,Kleine Bonte Specht-groep,31.2967,10.3279,36.0,11.88
15.0,3.3,Loofbossen op arme zandgronden,806.0,Boomklever-groep,20.6282,6.8073,25.5,8.415
15.0,3.3,Loofbossen op arme zandgronden,807.0,Havik-groep,4.81,1.5873,5.45,1.7985
15.0,3.3,Loofbossen op arme zandgronden,808.0,Torenvalk-groep,1.2258,0.4045,0.95,0.3135
15.0,3.3,Loofbossen op arme zandgronden,811.0,Loofhoutvogels,84.5432,27.8993,103.5,34.155
15.0,3.3,Loofbossen op arme zandgronden,812.0,Holenbroeders,129.7857,42.8293,151.5,49.995
15.0,3.3,Loofbossen op arme zandgronden,813.0,Vogels van oud bos,162.404,53.5933,193.5,63.855
15.0,3.3,Loofbossen op arme zandgronden,901.0,Zwarte Roodstaart-groep,14.7068,4.8533,18.2,6.006
15.0,3.3,Loofbossen op arme zandgronden,911.0,Rode Lijst soorten,6.6388,2.1908,6.45,2.1285
15.0,3.3,Loofbossen op arme zandgronden,912.0,Blauwe Lijst soorten,1.476,0.4871,1.5,0.495
15.0,3.3,Loofbossen op arme zandgronden,921.0,Roofvogels,5.7652,1.9025,6.2,2.046
15.0,3.3,Loofbossen op arme zandgronden,999.0,Overige soorten,3.6583,1.2072,3.0,0.99
16.0,3.4,Loofbossen op lemige zandgronden,300.0,Pioniervogels,0.3828,0.1263,0.2,0.066
16.0,3.4,Loofbossen op lemige zandgronden,304.0,Tapuit-groep,0.3828,0.1263,0.2,0.066
16.0,3.4,Loofbossen op lemige zandgronden,600.0,Struweelvogels,28.9355,9.5487,33.95,11.2035
16.0,3.4,Loofbossen op lemige zandgronden,602.0,Roodborsttapuit-groep,1.0219,0.3372,1.5,0.495
16.0,3.4,Loofbossen op lemige zandgronden,603.0,Grasmus-groep,5.2765,1.7413,5.45,1.7985
16.0,3.4,Loofbossen op lemige zandgronden,604.0,Winterkoning-groep,23.659,7.8075,28.5,9.405
16.0,3.4,Loofbossen op lemige zandgronden,611.0,Zwartkop-groep,23.659,7.8075,28.5,9.405
16.0,3.4,Loofbossen op lemige zandgronden,700.0,Bosrandvogels,14.6851,4.8461,17.65,5.8245
16.0,3.4,Loofbossen op lemige zandgronden,702.0,Geelgors-groep,11.7768,3.8864,14.45,4.7685
16.0,3.4,Loofbossen op lemige zandgronden,703.0,Putter-groep,2.9083,0.9597,3.2,1.056
16.0,3.4,Loofbossen op lemige zandgronden,711.0,Bosrandstruweelvogels,19.9616,6.5873,23.1,7.623
16.0,3.4,Loofbossen op lemige zandgronden,800.0,Bosvogels,287.424,94.8499,328.55,108.4215
16.0,3.4,Loofbossen op lemige zandgronden,801.0,Vink-groep,0.4977,0.1642,0.2,0.066
16.0,3.4,Loofbossen op lemige zandgronden,802.0,Kruisbek-groep,4.1603,1.3729,4.7,1.551
16.0,3.4,Loofbossen op lemige zandgronden,803.0,Appelvink-groep,31.766,10.4828,29.25,9.6525
16.0,3.4,Loofbossen op lemige zandgronden,804.0,Grote Bonte Specht-groep,94.8187,31.2902,87.75,28.9575
16.0,3.4,Loofbossen op lemige zandgronden,805.0,Kleine Bonte Specht-groep,61.1716,20.1866,78.0,25.74
16.0,3.4,Loofbossen op lemige zandgronden,806.0,Boomklever-groep,92.6552,30.5762,126.0,41.58
16.0,3.4,Loofbossen op lemige zandgronden,807.0,Havik-groep,2.3545,0.777,2.65,0.8745
16.0,3.4,Loofbossen op lemige zandgronden,808.0,Torenvalk-groep,0.2765,0.0912,0.2,0.066
16.0,3.4,Loofbossen op lemige zandgronden,811.0,Loofhoutvogels,185.5928,61.2456,233.25,76.9725
16.0,3.4,Loofbossen op lemige zandgronden,812.0,Holenbroeders,248.6454,82.053,291.75,96.2775
16.0,3.4,Loofbossen op lemige zandgronden,813.0,Vogels van oud bos,280.4115,92.5358,321.0,105.93
16.0,3.4,Loofbossen op lemige zandgronden,901.0,Zwarte Roodstaart-groep,57.0571,18.8288,75.0,24.75
16.0,3.4,Loofbossen op lemige zandgronden,911.0,Rode Lijst soorten,2.5183,0.831,2.25,0.7425
16.0,3.4,Loofbossen op lemige zandgronden,921.0,Roofvogels,2.631,0.8682,2.85,0.9405
16.0,3.4,Loofbossen op lemige zandgronden,999.0,Overige soorten,1.1574,0.3819,1.5,0.495
17.0,3.5,Loofbossen van de kalkrijke duinen,100.0,Watervogels,0.4769,0.1574,0.4,0.132
17.0,3.5,Loofbossen van de kalkrijke duinen,102.0,Slobeend-groep,0.0477,0.0157,0.2,0.066
17.0,3.5,Loofbossen van de kalkrijke duinen,103.0,Kuifeend-groep,0.4292,0.1416,0.2,0.066
17.0,3.5,Loofbossen van de kalkrijke duinen,200.0,Rietvogels,1.1922,0.3934,1.5,0.495
17.0,3.5,Loofbossen van de kalkrijke duinen,204.0,Blauwborst-groep,1.1922,0.3934,1.5,0.495
17.0,3.5,Loofbossen van de kalkrijke duinen,300.0,Pioniervogels,0.3921,0.1294,0.4,0.132
17.0,3.5,Loofbossen van de kalkrijke duinen,304.0,Tapuit-groep,0.2861,0.0944,0.2,0.066
17.0,3.5,Loofbossen van de kalkrijke duinen,306.0,Kievit-groep,0.106,0.035,0.2,0.066
17.0,3.5,Loofbossen van de kalkrijke duinen,400.0,Vogels van open heide,0.106,0.035,0.2,0.066
17.0,3.5,Loofbossen van de kalkrijke duinen,402.0,Wulp-groep,0.106,0.035,0.2,0.066
17.0,3.5,Loofbossen van de kalkrijke duinen,500.0,Weidevogels,0.1537,0.0507,0.4,0.132
17.0,3.5,Loofbossen van de kalkrijke duinen,502.0,Grutto-groep,0.0477,0.0157,0.2,0.066
17.0,3.5,Loofbossen van de kalkrijke duinen,503.0,Veldleeuwerik-groep,0.106,0.035,0.2,0.066
17.0,3.5,Loofbossen van de kalkrijke duinen,600.0,Struweelvogels,35.3349,11.6605,39.6,13.068
17.0,3.5,Loofbossen van de kalkrijke duinen,601.0,Rietgors-groep,1.1922,0.3934,1.5,0.495
17.0,3.5,Loofbossen van de kalkrijke duinen,602.0,Roodborsttapuit-groep,2.4638,0.8131,3.2,1.056
17.0,3.5,Loofbossen van de kalkrijke duinen,603.0,Grasmus-groep,26.163,8.6338,29.1,9.603
17.0,3.5,Loofbossen van de kalkrijke duinen,604.0,Winterkoning-groep,7.9797,2.6333,9.0,2.97
