EURING,SOORT,AANTAL,XX,YY,ID,VAK,AFD,SDT_NO,DIG_OPP,SDT_OPP
1860.0,Wilde Eend,1.0,111364,565889,10011.1000753,145.0,A,6.1,104.91771,345.7091
1860.0,Wilde Eend,1.0,111457,566011,10011.1000459,4.0,S,6.1,47.55881,345.7091
1860.0,Wilde Eend,1.0,111471,565520,10011.1000459,4.0,S,6.1,47.55881,345.7091
1860.0,Wilde Eend,1.0,111501,565159,10011.1000453,4.0,M,6.1,64.07441,345.7091
1860.0,Wilde Eend,1.0,111592,565950,10011.1000459,4.0,S,6.1,47.55881,345.7091
1860.0,Wilde Eend,1.0,111667,565889,10011.1000459,4.0,S,6.1,47.55881,345.7091
1860.0,Wilde Eend,1.0,111777,565426,10011.1000459,4.0,S,6.1,47.55881,345.7091
1860.0,Wilde Eend,1.0,111810,565928,10011.1000459,4.0,S,6.1,47.55881,345.7091
1860.0,Wilde Eend,1.0,112093,566047,10011.1000468,5.0,E,6.1,62.69718,345.7091
1860.0,Wilde Eend,1.0,112390,566806,10011.1000468,5.0,E,6.1,62.69718,345.7091
2600.0,Bruine Kiekendief,1.0,111960,566489,10011.1000468,5.0,E,6.1,62.69718,345.7091
2610.0,Blauwe Kiekendief,1.0,110480,563358,10011.1000431,3.0,P,6.1,51.02466,345.7091
2610.0,Blauwe Kiekendief,1.0,110774,563873,10011.1000431,3.0,P,6.1,51.02466,345.7091
2610.0,Blauwe Kiekendief,1.0,111046,564242,10011.1000453,4.0,M,6.1,64.07441,345.7091
2610.0,Blauwe Kiekendief,1.0,112014,566283,10011.1000468,5.0,E,6.1,62.69718,345.7091
2610.0,Blauwe Kiekendief,1.0,112172,567010,10011.1000468,5.0,E,6.1,62.69718,345.7091
3040.0,Torenvalk,1.0,110899,564297,10011.1000453,4.0,M,6.1,64.07441,345.7091
3940.0,Fazant,1.0,110438,563009,10011.1000431,3.0,P,6.1,51.02466,345.7091
3940.0,Fazant,1.0,110494,562608,10011.1000431,3.0,P,6.1,51.02466,345.7091
3940.0,Fazant,1.0,110588,564051,10011.1000753,145.0,A,6.1,104.91771,345.7091
3940.0,Fazant,1.0,110598,563781,10011.1000431,3.0,P,6.1,51.02466,345.7091
3940.0,Fazant,1.0,110688,563575,10011.1000431,3.0,P,6.1,51.02466,345.7091
3940.0,Fazant,1.0,110769,563019,10011.1000431,3.0,P,6.1,51.02466,345.7091
3940.0,Fazant,1.0,110879,564332,10011.1000453,4.0,M,6.1,64.07441,345.7091
3940.0,Fazant,1.0,111104,565274,10011.1000453,4.0,M,6.1,64.07441,345.7091
3940.0,Fazant,1.0,111115,564312,10011.1000453,4.0,M,6.1,64.07441,345.7091
3940.0,Fazant,1.0,111280,565515,10011.1000459,4.0,S,6.1,47.55881,345.7091
3940.0,Fazant,1.0,111335,565745,10011.1000459,4.0,S,6.1,47.55881,345.7091
3940.0,Fazant,1.0,111435,565129,10011.1000453,4.0,M,6.1,64.07441,345.7091
3940.0,Fazant,1.0,111450,565930,10011.1000459,4.0,S,6.1,47.55881,345.7091
3940.0,Fazant,1.0,111510,566071,10011.1000459,4.0,S,6.1,47.55881,345.7091
3940.0,Fazant,1.0,111629,566244,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,111701,565429,10011.1000459,4.0,S,6.1,47.55881,345.7091
3940.0,Fazant,1.0,111744,566693,10011.1000753,145.0,A,6.1,104.91771,345.7091
3940.0,Fazant,1.0,111769,566399,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,111865,566139,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,111880,566843,10011.1000753,145.0,A,6.1,104.91771,345.7091
3940.0,Fazant,1.0,111935,566344,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,111957,565730,10011.1000459,4.0,S,6.1,47.55881,345.7091
3940.0,Fazant,1.0,111965,566957,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,111970,566608,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,111977,565505,10011.1000459,4.0,S,6.1,47.55881,345.7091
3940.0,Fazant,1.0,112030,566249,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112070,567097,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112167,565550,10011.1000459,4.0,S,6.1,47.55881,345.7091
3940.0,Fazant,1.0,112195,566668,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112200,566139,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112220,566364,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112340,566773,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112340,567346,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112415,566883,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112545,567197,10011.1000468,5.0,E,6.1,62.69718,345.7091
3940.0,Fazant,1.0,112825,568170,10011.1000488,5.0,S,6.1,4.20224,345.7091
3940.0,Fazant,1.0,112960,568444,10011.1000492,6.0,B,6.1,1.58666,345.7091
3940.0,Fazant,1.0,113025,568584,10011.1000492,6.0,B,6.1,1.58666,345.7091
3940.0,Fazant,1.0,113060,568449,10011.1000492,6.0,B,6.1,1.58666,345.7091
3940.0,Fazant,1.0,113140,568708,10011.1000497,6.0,F,6.1,1.24095,345.7091
4500.0,Scholekster,1.0,110075,562634,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,110290,563338,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,110403,563669,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,110497,564009,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,110700,564496,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,110841,564754,10011.1000453,4.0,M,6.1,64.07441,345.7091
4500.0,Scholekster,1.0,110848,564917,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,110942,565062,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,111020,565241,10011.1000453,4.0,M,6.1,64.07441,345.7091
4500.0,Scholekster,1.0,111083,565409,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,111415,566000,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,111634,566003,10011.1000459,4.0,S,6.1,47.55881,345.7091
4500.0,Scholekster,1.0,111809,566457,10011.1000468,5.0,E,6.1,62.69718,345.7091
4500.0,Scholekster,1.0,111836,566762,10011.1000753,145.0,A,6.1,104.91771,345.7091
4500.0,Scholekster,1.0,111906,566308,10011.1000468,5.0,E,6.1,62.69718,345.7091
5410.0,Wulp,1.0,110396,563034,10011.1000431,3.0,P,6.1,51.02466,345.7091
5410.0,Wulp,1.0,110399,563396,10011.1000431,3.0,P,6.1,51.02466,345.7091
5410.0,Wulp,1.0,110575,563977,10011.1000753,145.0,A,6.1,104.91771,345.7091
5410.0,Wulp,1.0,110610,563763,10011.1000431,3.0,P,6.1,51.02466,345.7091
5410.0,Wulp,1.0,110692,563244,10011.1000431,3.0,P,6.1,51.02466,345.7091
5410.0,Wulp,1.0,110821,563088,10011.1000431,3.0,P,6.1,51.02466,345.7091
5410.0,Wulp,1.0,110821,564598,10011.1000453,4.0,M,6.1,64.07441,345.7091
5410.0,Wulp,1.0,110927,564106,10011.1000453,4.0,M,6.1,64.07441,345.7091
5410.0,Wulp,1.0,111063,565163,10011.1000453,4.0,M,6.1,64.07441,345.7091
5410.0,Wulp,1.0,111141,564980,10011.1000453,4.0,M,6.1,64.07441,345.7091
5410.0,Wulp,1.0,111368,565202,10011.1000453,4.0,M,6.1,64.07441,345.7091
5410.0,Wulp,1.0,111434,564847,10011.1000453,4.0,M,6.1,64.07441,345.7091
5410.0,Wulp,1.0,111481,564559,10011.1000453,4.0,M,6.1,64.07441,345.7091
5410.0,Wulp,1.0,111505,565796,10011.1000459,4.0,S,6.1,47.55881,345.7091
5410.0,Wulp,1.0,111610,565446,10011.1000459,4.0,S,6.1,47.55881,345.7091
5410.0,Wulp,1.0,111736,566027,10011.1000459,4.0,S,6.1,47.55881,345.7091
5410.0,Wulp,1.0,111784,565856,10011.1000459,4.0,S,6.1,47.55881,345.7091
5410.0,Wulp,1.0,111850,566448,10011.1000468,5.0,E,6.1,62.69718,345.7091
5410.0,Wulp,1.0,111889,565464,10011.1000459,4.0,S,6.1,47.55881,345.7091
5410.0,Wulp,1.0,111987,566334,10011.1000468,5.0,E,6.1,62.69718,345.7091
5410.0,Wulp,1.0,112044,566663,10011.1000468,5.0,E,6.1,62.69718,345.7091
5410.0,Wulp,1.0,112083,565626,10011.1000459,4.0,S,6.1,47.55881,345.7091
5410.0,Wulp,1.0,112164,566124,10011.1000468,5.0,E,6.1,62.69718,345.7091
5900.0,Stormmeeuw,1.0,110130,562667,10011.1000753,145.0,A,6.1,104.91771,345.7091
5900.0,Stormmeeuw,1.0,110134,562722,10011.1000753,145.0,A,6.1,104.91771,345.7091
5900.0,Stormmeeuw,1.0,110501,564024,10011.1000753,145.0,A,6.1,104.91771,345.7091
5900.0,Stormmeeuw,1.0,110544,563069,10011.1000431,3.0,P,6.1,51.02466,345.7091
5900.0,Stormmeeuw,1.0,110708,563014,10011.1000431,3.0,P,6.1,51.02466,345.7091
5900.0,Stormmeeuw,1.0,110755,564403,10011.1000453,4.0,M,6.1,64.07441,345.7091
5900.0,Stormmeeuw,1.0,110833,564746,10011.1000453,4.0,M,6.1,64.07441,345.7091
5900.0,Stormmeeuw,1.0,110962,565085,10011.1000753,145.0,A,6.1,104.91771,345.7091
5900.0,Stormmeeuw,1.0,111214,565674,10011.1000753,145.0,A,6.1,104.91771,345.7091
5900.0,Stormmeeuw,1.0,111433,565817,10011.1000459,4.0,S,6.1,47.55881,345.7091
5900.0,Stormmeeuw,1.0,111439,565461,10011.1000459,4.0,S,6.1,47.55881,345.7091
5900.0,Stormmeeuw,1.0,111475,565428,10011.1000459,4.0,S,6.1,47.55881,345.7091
5900.0,Stormmeeuw,1.0,111828,566808,10011.1000753,145.0,A,6.1,104.91771,345.7091
5900.0,Stormmeeuw,1.0,112053,565740,10011.1000459,4.0,S,6.1,47.55881,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110297,563174,10011.1000753,145.0,A,6.1,104.91771,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110668,563038,10011.1000431,3.0,P,6.1,51.02466,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110707,564498,10011.1000753,145.0,A,6.1,104.91771,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110781,563070,10011.1000431,3.0,P,6.1,51.02466,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110781,563144,10011.1000431,3.0,P,6.1,51.02466,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110887,564744,10011.1000453,4.0,M,6.1,64.07441,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110905,565041,10011.1000753,145.0,A,6.1,104.91771,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110933,565093,10011.1000753,145.0,A,6.1,104.91771,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110955,565033,10011.1000453,4.0,M,6.1,64.07441,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110986,565090,10011.1000453,4.0,M,6.1,64.07441,345.7091
5910.0,Kleine Mantelmeeuw,1.0,110993,565143,10011.1000453,4.0,M,6.1,64.07441,345.7091
5910.0,Kleine Mantelmeeuw,1.0,111022,565051,10011.1000453,4.0,M,6.1,64.07441,345.7091
5910.0,Kleine Mantelmeeuw,1.0,111046,565185,10011.1000453,4.0,M,6.1,64.07441,345.7091
5910.0,Kleine Mantelmeeuw,1.0,111050,565100,10011.1000453,4.0,M,6.1,64.07441,345.7091
5910.0,Kleine Mantelmeeuw,1.0,111398,565746,10011.1000459,4.0,S,6.1,47.55881,345.7091
5910.0,Kleine Mantelmeeuw,1.0,111415,565800,10011.1000459,4.0,S,6.1,47.55881,345.7091
5910.0,Kleine Mantelmeeuw,1.0,111459,565842,10011.1000459,4.0,S,6.1,47.55881,345.7091
5910.0,Kleine Mantelmeeuw,1.0,111480,565798,10011.1000459,4.0,S,6.1,47.55881,345.7091
5910.0,Kleine Mantelmeeuw,1.0,111483,565882,10011.1000459,4.0,S,6.1,47.55881,345.7091
5920.0,Zilvermeeuw,1.0,110103,562741,10011.1000753,145.0,A,6.1,104.91771,345.7091
5920.0,Zilvermeeuw,1.0,110349,563396,10011.1000753,145.0,A,6.1,104.91771,345.7091
5920.0,Zilvermeeuw,1.0,110751,564484,10011.1000453,4.0,M,6.1,64.07441,345.7091
5920.0,Zilvermeeuw,1.0,110766,564523,10011.1000453,4.0,M,6.1,64.07441,345.7091
5920.0,Zilvermeeuw,1.0,110872,564761,10011.1000453,4.0,M,6.1,64.07441,345.7091
5920.0,Zilvermeeuw,1.0,111044,565101,10011.1000453,4.0,M,6.1,64.07441,345.7091
5920.0,Zilvermeeuw,1.0,111169,565698,10011.1000753,145.0,A,6.1,104.91771,345.7091
5920.0,Zilvermeeuw,1.0,111169,565799,10011.1000753,145.0,A,6.1,104.91771,345.7091
5920.0,Zilvermeeuw,1.0,111211,565760,10011.1000753,145.0,A,6.1,104.91771,345.7091
5920.0,Zilvermeeuw,1.0,111244,565838,10011.1000753,145.0,A,6.1,104.91771,345.7091
5920.0,Zilvermeeuw,1.0,111385,565446,10011.1000459,4.0,S,6.1,47.55881,345.7091
5920.0,Zilvermeeuw,1.0,111430,565419,10011.1000459,4.0,S,6.1,47.55881,345.7091
5920.0,Zilvermeeuw,1.0,111433,565467,10011.1000459,4.0,S,6.1,47.55881,345.7091
5920.0,Zilvermeeuw,1.0,111433,565820,10011.1000459,4.0,S,6.1,47.55881,345.7091
5920.0,Zilvermeeuw,1.0,111607,565979,10011.1000459,4.0,S,6.1,47.55881,345.7091
6680.0,Holenduif,1.0,110304,563160,10011.1000753,145.0,A,6.1,104.91771,345.7091
6680.0,Holenduif,1.0,110602,562664,10011.1000431,3.0,P,6.1,51.02466,345.7091
6680.0,Holenduif,1.0,110778,564466,10011.1000453,4.0,M,6.1,64.07441,345.7091
6680.0,Holenduif,1.0,111173,565227,10011.1000453,4.0,M,6.1,64.07441,345.7091
6680.0,Holenduif,1.0,111403,564825,10011.1000453,4.0,M,6.1,64.07441,345.7091
6680.0,Holenduif,1.0,111431,565795,10011.1000459,4.0,S,6.1,47.55881,345.7091
6680.0,Holenduif,1.0,111698,565929,10011.1000459,4.0,S,6.1,47.55881,345.7091
6680.0,Holenduif,1.0,111971,566340,10011.1000468,5.0,E,6.1,62.69718,345.7091
6700.0,Houtduif,1.0,110191,562763,10011.1000753,145.0,A,6.1,104.91771,345.7091
6700.0,Houtduif,1.0,110572,563551,10011.1000431,3.0,P,6.1,51.02466,345.7091
6700.0,Houtduif,1.0,110639,562896,10011.1000431,3.0,P,6.1,51.02466,345.7091
6700.0,Houtduif,1.0,110672,563994,10011.1000431,3.0,P,6.1,51.02466,345.7091
6700.0,Houtduif,1.0,110712,562879,10011.1000427,3.0,M,6.1,2.12211,345.7091
6700.0,Houtduif,1.0,110715,562982,10011.1000431,3.0,P,6.1,51.02466,345.7091
6700.0,Houtduif,1.0,110778,562939,10011.1000427,3.0,M,6.1,2.12211,345.7091
6700.0,Houtduif,1.0,111173,565372,10011.1000453,4.0,M,6.1,64.07441,345.7091
6700.0,Houtduif,1.0,111265,565554,10011.1000459,4.0,S,6.1,47.55881,345.7091
6700.0,Houtduif,1.0,111274,565458,10011.1000459,4.0,S,6.1,47.55881,345.7091
6700.0,Houtduif,1.0,111328,565501,10011.1000459,4.0,S,6.1,47.55881,345.7091
6700.0,Houtduif,1.0,111356,565966,10011.1000753,145.0,A,6.1,104.91771,345.7091
6700.0,Houtduif,1.0,111373,565664,10011.1000459,4.0,S,6.1,47.55881,345.7091
6700.0,Houtduif,1.0,111375,565543,10011.1000459,4.0,S,6.1,47.55881,345.7091
6700.0,Houtduif,1.0,111406,565076,10011.1000453,4.0,M,6.1,64.07441,345.7091
6700.0,Houtduif,1.0,111424,566034,10011.1000753,145.0,A,6.1,104.91771,345.7091
6700.0,Houtduif,1.0,111651,566311,10011.1000468,5.0,E,6.1,62.69718,345.7091
6700.0,Houtduif,1.0,111776,565472,10011.1000459,4.0,S,6.1,47.55881,345.7091
6700.0,Houtduif,1.0,111779,566500,10011.1000468,5.0,E,6.1,62.69718,345.7091
6700.0,Houtduif,1.0,111823,565512,10011.1000459,4.0,S,6.1,47.55881,345.7091
6700.0,Houtduif,1.0,111902,566771,10011.1000753,145.0,A,6.1,104.91771,345.7091
6700.0,Houtduif,1.0,111933,565496,10011.1000459,4.0,S,6.1,47.55881,345.7091
6700.0,Houtduif,1.0,112985,568496,10011.1000492,6.0,B,6.1,1.58666,345.7091
6700.0,Houtduif,1.0,113154,568689,10011.1000497,6.0,F,6.1,1.24095,345.7091
6700.0,Houtduif,1.0,113840,568755,10011.1000509,6.0,P,6.1,2.13486,345.7091
7240.0,Koekoek,1.0,111364,564843,10011.1000453,4.0,M,6.1,64.07441,345.7091
7240.0,Koekoek,1.0,111448,565629,10011.1000459,4.0,S,6.1,47.55881,345.7091
7680.0,Velduil,1.0,110649,563755,10011.1000431,3.0,P,6.1,51.02466,345.7091
7680.0,Velduil,1.0,110969,564286,10011.1000453,4.0,M,6.1,64.07441,345.7091
7680.0,Velduil,1.0,111703,565422,10011.1000459,4.0,S,6.1,47.55881,345.7091
10090.0,Boompieper,1.0,110673,562614,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110182,562780,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,110277,562877,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110302,563010,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,110448,562966,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110470,562508,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110530,563212,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110590,563117,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110603,562912,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110615,564178,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110679,563717,10011.1000431,3.0,P,6.1,51.02466,345.7091
10110.0,Graspieper,1.0,110701,564586,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,110843,564889,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111010,565246,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111115,565422,10011.1000453,4.0,M,6.1,64.07441,345.7091
10110.0,Graspieper,1.0,111153,565182,10011.1000453,4.0,M,6.1,64.07441,345.7091
10110.0,Graspieper,1.0,111159,564961,10011.1000453,4.0,M,6.1,64.07441,345.7091
10110.0,Graspieper,1.0,111238,565369,10011.1000453,4.0,M,6.1,64.07441,345.7091
10110.0,Graspieper,1.0,111283,565893,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111310,565457,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111346,566019,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111393,564822,10011.1000453,4.0,M,6.1,64.07441,345.7091
10110.0,Graspieper,1.0,111395,565786,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111467,565896,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111472,565091,10011.1000453,4.0,M,6.1,64.07441,345.7091
10110.0,Graspieper,1.0,111485,566153,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111491,565268,10011.1000453,4.0,M,6.1,64.07441,345.7091
10110.0,Graspieper,1.0,111541,565439,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111556,566290,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111601,566142,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111653,566473,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111684,565283,10011.1000453,4.0,M,6.1,64.07441,345.7091
10110.0,Graspieper,1.0,111691,565804,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111713,566131,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111747,565463,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111756,565927,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111761,566618,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111772,566333,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,111810,566041,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111826,566962,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111847,566129,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,111847,566747,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,111848,565763,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111877,565913,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,111939,566285,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,111950,567016,10011.1000753,145.0,A,6.1,104.91771,345.7091
10110.0,Graspieper,1.0,112014,566806,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,112021,565716,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,112058,566242,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,112085,566898,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,112095,565580,10011.1000459,4.0,S,6.1,47.55881,345.7091
10110.0,Graspieper,1.0,112128,567054,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,112192,567156,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,112257,567016,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,112403,567172,10011.1000468,5.0,E,6.1,62.69718,345.7091
10110.0,Graspieper,1.0,112510,567226,10011.1000468,5.0,E,6.1,62.69718,345.7091
10201.0,Witte Kwikstaart,1.0,111313,566042,10011.1000753,145.0,A,6.1,104.91771,345.7091
10660.0,Winterkoning,1.0,110368,563330,10011.1000753,145.0,A,6.1,104.91771,345.7091
10660.0,Winterkoning,1.0,110528,563997,10011.1000753,145.0,A,6.1,104.91771,345.7091
10660.0,Winterkoning,1.0,110985,564562,10011.1000453,4.0,M,6.1,64.07441,345.7091
10660.0,Winterkoning,1.0,111235,565362,10011.1000453,4.0,M,6.1,64.07441,345.7091
10660.0,Winterkoning,1.0,111271,565503,10011.1000459,4.0,S,6.1,47.55881,345.7091
10660.0,Winterkoning,1.0,111301,565611,10011.1000459,4.0,S,6.1,47.55881,345.7091
10660.0,Winterkoning,1.0,111316,565710,10011.1000459,4.0,S,6.1,47.55881,345.7091
10660.0,Winterkoning,1.0,111445,566024,10011.1000753,145.0,A,6.1,104.91771,345.7091
10660.0,Winterkoning,1.0,111511,566129,10011.1000459,4.0,S,6.1,47.55881,345.7091
10660.0,Winterkoning,1.0,111575,565249,10011.1000453,4.0,M,6.1,64.07441,345.7091
10660.0,Winterkoning,1.0,111580,566220,10011.1000468,5.0,E,6.1,62.69718,345.7091
10660.0,Winterkoning,1.0,111618,566316,10011.1000468,5.0,E,6.1,62.69718,345.7091
10660.0,Winterkoning,1.0,111792,566542,10011.1000468,5.0,E,6.1,62.69718,345.7091
10660.0,Winterkoning,1.0,111883,565596,10011.1000459,4.0,S,6.1,47.55881,345.7091
10660.0,Winterkoning,1.0,111911,566401,10011.1000468,5.0,E,6.1,62.69718,345.7091
10660.0,Winterkoning,1.0,111919,565491,10011.1000459,4.0,S,6.1,47.55881,345.7091
10660.0,Winterkoning,1.0,111929,566797,10011.1000753,145.0,A,6.1,104.91771,345.7091
10660.0,Winterkoning,1.0,111985,567049,10011.1000468,5.0,E,6.1,62.69718,345.7091
10660.0,Winterkoning,1.0,112174,566605,10011.1000468,5.0,E,6.1,62.69718,345.7091
10660.0,Winterkoning,1.0,112278,567089,10011.1000468,5.0,E,6.1,62.69718,345.7091
10660.0,Winterkoning,1.0,112823,568165,10011.1000488,5.0,S,6.1,4.20224,345.7091
10660.0,Winterkoning,1.0,113146,568683,10011.1000497,6.0,F,6.1,1.24095,345.7091
10660.0,Winterkoning,1.0,113672,568927,10011.1000509,6.0,P,6.1,2.13486,345.7091
10840.0,Heggemus,1.0,110373,563295,10011.1000431,3.0,P,6.1,51.02466,345.7091
10840.0,Heggemus,1.0,110425,562997,10011.1000431,3.0,P,6.1,51.02466,345.7091
10840.0,Heggemus,1.0,110526,563488,10011.1000431,3.0,P,6.1,51.02466,345.7091
10840.0,Heggemus,1.0,110593,563857,10011.1000431,3.0,P,6.1,51.02466,345.7091
10840.0,Heggemus,1.0,110996,564201,10011.1000453,4.0,M,6.1,64.07441,345.7091
10840.0,Heggemus,1.0,111225,565394,10011.1000453,4.0,M,6.1,64.07441,345.7091
10840.0,Heggemus,1.0,111301,565525,10011.1000459,4.0,S,6.1,47.55881,345.7091
10840.0,Heggemus,1.0,111301,565821,10011.1000753,145.0,A,6.1,104.91771,345.7091
10840.0,Heggemus,1.0,111369,565656,10011.1000459,4.0,S,6.1,47.55881,345.7091
10840.0,Heggemus,1.0,111451,566007,10011.1000459,4.0,S,6.1,47.55881,345.7091
10840.0,Heggemus,1.0,111597,566209,10011.1000468,5.0,E,6.1,62.69718,345.7091
10840.0,Heggemus,1.0,111628,566274,10011.1000468,5.0,E,6.1,62.69718,345.7091
10840.0,Heggemus,1.0,111631,565855,10011.1000459,4.0,S,6.1,47.55881,345.7091
10840.0,Heggemus,1.0,111662,566496,10011.1000753,145.0,A,6.1,104.91771,345.7091
10840.0,Heggemus,1.0,111787,565403,10011.1000459,4.0,S,6.1,47.55881,345.7091
10840.0,Heggemus,1.0,111823,566343,10011.1000468,5.0,E,6.1,62.69718,345.7091
10840.0,Heggemus,1.0,111850,566898,10011.1000753,145.0,A,6.1,104.91771,345.7091
10840.0,Heggemus,1.0,111869,566944,10011.1000753,145.0,A,6.1,104.91771,345.7091
10840.0,Heggemus,1.0,111938,566848,10011.1000468,5.0,E,6.1,62.69718,345.7091
10840.0,Heggemus,1.0,112011,566902,10011.1000468,5.0,E,6.1,62.69718,345.7091
10840.0,Heggemus,1.0,112061,567032,10011.1000468,5.0,E,6.1,62.69718,345.7091
10840.0,Heggemus,1.0,112195,567127,10011.1000468,5.0,E,6.1,62.69718,345.7091
10840.0,Heggemus,1.0,112195,567288,10011.1000468,5.0,E,6.1,62.69718,345.7091
